id,name,lat,lon
1485,Gąsówka - Skwarki,52.98429125993282,22.806518250834404
224,Bęglewo,52.867650009871504,16.190299999391105
226,Straduń,53.04963889887271,16.3752222216428
227,Straduń,53.049527787761534,16.374972221642746
228,Straduń,53.04958334331712,16.375083332753878
229,Straduń,53.049694454428305,16.37533333275393
485,Radolin,53.00999167662752,16.534824999457957
540,Strzelce Klasztorne,52.88641667654357,15.534805554803338
1257,Gościmiec,52.791201977128324,15.636059963771212
1276,Zofiowo,52.91300250990154,16.503700277234252
1277,Nowe Dwory,52.901740843226555,16.31011805497058
1492,Krzynki,52.97604000992973,15.370352776982719
1590,Ługi Ujskie,53.07845128778161,16.712720527271347
2023,Gościm,52.756130843132986,15.737008888189829
2024,Górki Noteckie,52.789080565372636,15.473597221464253
690,Szubin,52.99916667662759,17.74569444416888
1179,Sikorowo,52.75483334314697,18.311472222074645
1759,Szczepanowo,52.82180556540905,17.951305555329256
1816,Nowa Wieś Wielka,52.96786112105402,18.090416666467448
1837,Słaboszewo,52.78997223205641,17.971055555334228
1948,Brzoza,53.0307500099812,18.064083333127044
1949,Dochanowo,52.89383334322948,17.604138888585474
1950,Kąpie,52.962777787717044,17.899999999759217
1951,Kruszyn Krajeński,53.06422223222328,17.884361110864383
1952,Łuszczewo,52.53636112079196,18.36755555542299
1953,Przedbórz,52.578333343039205,18.13977777759669
1961,Dochanowo,52.89386112100729,17.60833333303084
2191,Potulice,53.119750010034274,17.693805555265076
2192,Rozwarzyn,53.111694454473295,17.56694444412603
2708,Brzoza,53.0307500099812,18.064083333127044
1291,Leszcze,52.30811112065399,18.87083333330688
1292,Leszcze,52.30819445398736,18.870722222195734
1293,Leszcze,52.30816667620959,18.87077777775131
1294,Leszcze,52.308083342876195,18.870888888862442
1321,Mchowo,52.366444454022584,18.691999999936552
1322,Mchowo,52.36647223180038,18.691999999936545
1323,Łączewna,52.336305565115545,18.963527777770274
1842,Wierzbinek,52.44150000962347,18.512083333232045
933,Łeba,54.753912233254475,17.535394999617772
1751,Kluki,54.68206124709858,17.34762473568284
1755,Rowy,54.66830612208849,17.059226943942118
1981,Czołpino,54.71411112211746,17.22774999953926
2500,Rąbka,54.75138334436371,17.466466666266555
2501,Nowęcin,54.747081252911705,17.593567435733195
1109,Hel,54.6132819553943,18.798821944392625
1423,Hel,54.61311112206086,18.79897222217044
2158,Jurata,54.68397028877073,18.714386388814823
2504,Jurata,54.679583516081955,18.717117442432226
778,Gdańsk,54.30466667742781,18.64730555546737
1891,Trutnowy,54.24115278850021,18.785036111057682
2311,Gdańsk,54.34875001078824,18.808883333285333
2312,Gdańsk,54.34875001078824,18.808883333285333
769,Nowa Kościelnica,54.24958334406098,18.94953611109854
1424,Szymankowo,54.07212778839688,18.926899999982126
1457,Sztutowo,54.3327911218896,19.173677777821286
1906,Lubiszynek Drugi,54.18497223291037,19.01375000000338
2505,Lisewo Malborskie,54.08088232375777,18.833936642226025
2510,Nowy Dwór Gdański,54.210632227723245,19.120401349113134
2511,Lisewo Malborskie,54.08019826694902,18.833373656173123
2512,Kończewice,54.05873155838591,18.87229050871326
2513,Stara Kościelnica,54.03185168505282,18.928970495116026
1459,Nowa Karczma,54.43145639972717,19.600306111263006
1713,Krynica Morska,54.380222195510015,19.43537495225961
1752,Kąty Rybackie,54.353669455235675,19.223140000056034
2176,Jantar,54.34308334411816,19.039361111120968
1985,Złotowo,54.02624445503541,19.224722222276874
1987,Markusy,54.05252278838467,19.383486111204622
2177,Karczowiska Górne,54.1226666773165,19.3560277778652
2316,Karczowiska Górne,54.122725010649866,19.355786111198473
2506,Ząbrowo,54.088469237051285,19.18527067413699
657,Okrągła Łąka,53.61858056589716,18.823230555514225
1108,Kwidzyn,53.713770565955436,18.94423722220905
1189,Szpitalna Wieś,53.89988889940262,19.097694444467916
1923,Prabuty,53.752944454868214,19.19383333337923
1989,Benowo,53.89241667717583,18.928138888871622
1993,Brokowo,53.77761723266116,19.024285472227966
674,Boreczno,53.78222223266325,19.68852777794131
675,Buczyniec,53.97785306611639,19.61925000014993
683,Białkowo,53.11030001003103,19.092200000020465
715,Samborowo,53.67053334370574,19.81408333352458
773,Rogóźno,53.54625834363074,18.913511111091026
851,Laseczno,53.59150001032476,19.4610833334408
852,Laseczno,53.59136112143578,19.46122222232972
853,Laseczno,53.591527788102574,19.455666666772874
913,Nadróż,53.020944454420786,19.36058333341271
1126,Morąg,53.91800001052352,19.914722222442407
1251,Jurki,53.950886121654655,19.94701388911758
1570,Cielęta,53.246705565669586,19.464775000104662
1609,Gralewo,53.309825010151265,20.0347000002345
1611,Mokry Las,53.17009798228975,19.122734472249643
1648,Toruń,53.02158334330996,18.567694444349225
1649,Toruń,53.02163889886555,18.567694444349232
1753,Świecie nad Osą,53.439331399120924,19.094716388910626
1814,Koniczynka,53.080597232234986,18.683983333263317
1990,Okalewko,53.12663889892931,19.628180555695323
2333,Prątnica,53.476861121365104,19.81025000018672
617,Zawada,50.70710507376606,18.014358973357503
877,Połomia,50.488583341788534,18.699749999949333
878,Połomia,50.48841667512177,18.69955555550486
879,Połomia,50.48833334178838,18.699444444393734
901,Świbie,50.507611119577334,18.533638888810053
1284,Strzelce Opolskie,50.53838889737278,18.265583333208767
1325,Zębowice,50.76648778639625,18.34539166655284
1709,Kokotek,50.6068462474886,18.668841889460076
1733,Zawadzkie,50.62391639742338,18.422861944345634
2655,Wielowieś,50.51291223069163,18.60568749993329
2660,Jemielnica,50.54869528626795,18.388407777673923
2661,Mnichus,50.70170167524684,18.308724444325087
