"code_bss_old","code_bss_new","point_name","code_insee","lon","lat","altitude","year_min","year_max","nb_gwlevel_obs","info_up_date"
"03272X0006/PZ","BSS000YCHS","TRANCRAINVILLE (28) LE MUID DE LA ROUE","28392",1.88936200279146,48.2389975626558,137.28,1965,2024,19840,"2024-12-04"
"02896X0013/F2","BSS000VYKC","TRIZAY COUTRETOT (28) F2 CALVAIRE","28395",0.869443772509386,48.2942097900361,140.00,1994,2024,17945,"2024-12-04"
"03263X0004/FAEP","BSS000YATY","ÉOLE-EN-BEAUCE (28) FAINS-LA-FOLIE - CHÂTEAU D'EAU","28406",1.64515783165988,48.2239203410056,141.50,1993,2024,18887,"2024-12-04"
"02908X0010/PFAEP","BSS000VZDD","VITRAY-EN-BEAUCE (28) LE BOIS DUC","28419",1.43390462116733,48.2859148269035,153.00,1994,2024,16422,"2024-12-04"
"03252X0018/FAEP","BSS000XZGB","YÈVRES (28) GORNIÈRE ALBIEN","28424",1.20712106247042,48.2194514518232,151.10,1994,2024,12577,"2024-12-04"
"03252X0011/S","BSS000XZFU","YÈVRES (28) GORNIÈRE CRAIE","28424",1.2073982850341,48.2197990785653,149.00,1993,2024,19504,"2024-12-04"
"02761X0032/PZ","BSS000VHWC","PIÉZOMÈTRE DE TOULLOULAN (COMMANA -29)","29038",-3.94877077212043,48.4052551396641,254.00,1993,2024,9686,"2024-12-04"
"03486X0022/PZ","BSS000ZHUD","PIÉZOMÈTRE DE ST-ELOI (GUILLIGOMARC'H - 29)","29071",-3.43842517674074,47.9405320997312,116.00,1993,2024,10123,"2024-12-04"
"03107X0008/F","BSS000XCWZ","Piézomètre de KERVALENNOU (Landrévarzec -29)","29106",-4.07481994161147,48.0869423105494,121.00,1992,2024,11820,"2024-12-04"
"03454X0070/F","BSS000ZCUJ","Piézomètre du CHATEAU D'EAU (Landudec -29)","29108",-4.33548796590969,48.0005302177074,121.00,1993,2024,9522,"2024-12-04"
"02385X0046/PZ","BSS000SXEA","PIÉZOMÈTRE DE KERVEAT (PLOURIN - 29)","29119",-4.6571292199092,48.4825359023563,88.00,1993,2024,9794,"2024-12-04"
"02396X0030/PZ","BSS000SZLF","PIÉZOMÈTRE DE KERANNA (PENCRAN - 29)","29156",-4.23061411182514,48.4413239466169,147.00,2005,2024,6861,"2024-12-04"
"02408X0016/F","BSS000TASQ","Piézomètre de TOULIVINEN (Plougonven -29)","29191",-3.6875631494886,48.4942525924134,215.00,1993,2024,10924,"2024-12-04"
"02394X0019/F","BSS000SZAF","Piézomètre de l'HIPPODROME (Plouvorn -29)","29210",-4.0500830261277,48.5360882046246,125.00,1993,2024,9669,"2024-12-04"
"03462X0043/F","BSS000ZDJV","PIÉZOMÈTRE DE L'AERODROME (PLUGUFFAN - 29)","29216",-4.17645016980063,47.9733012263691,93.00,2005,2024,7137,"2024-12-04"
"02388X0060/F1","BSS000SYKG","Piézomètre de PEN AR-FOREST (St-Divy -29)","29245",-4.35035210071677,48.4591555834085,120.00,1993,2024,10676,"2024-12-04"
"03114X0023/F","BSS000XDRX","Piézomètre de BELLEVUE (St-Hernin -29)","29250",-3.60676496511182,48.1892200367562,207.00,1992,2024,10659,"2024-12-04"
"03101X0023/PZ","BSS000XCFF","Piézomètre de COATEREL (Saint-Nic - 29)","29256",-4.26152285204477,48.2197604401759,116.00,2005,2024,6853,"2024-12-04"
"03103X0047/PZ","BSS000XCLK","Piézomètre de KERGADALEN (St-Ségal -29)","29263",-4.09790404016035,48.2280345194529,70.00,2003,2024,7256,"2024-12-04"
"03473X0029/PZ","BSS000ZGDV","Piézomètre de KERVELENNEC (Scaër - 29)","29274",-3.70096524756654,48.0039126788909,233.00,1993,2024,10348,"2024-12-04"
"03113X0031/F","BSS000XDRF","Piézomètre du FELL (Spézet - 29)","29278",-3.73017808167147,48.1730585412633,135.00,2004,2024,7059,"2024-12-04"
"03822X0021/F","BSS001BCRS","Piézomètre de KERLEOGUY (Trégunc - 29)","29293",-3.86865439504187,47.8415889901358,25.00,2005,2024,7036,"2024-12-04"
"11277X0056/PIEZO","BSS002NGDM","BONIFACIO CAVALLO","2A041",9.1846413,41.4041165,74.74,2013,2024,3692,"2024-12-04"
"11283X0028/FUNTA","BSS002NGFS","BONIFACIO - FUNTANACCIA","2A041",9.182972,41.399732,47.08,2009,2024,5320,"2024-12-04"
"11128X0125/CHIUNI","BSS002NBMZ","CARGESE","2A065",8.61235293227385,42.1771004275356,8.00,2002,2024,7836,"2024-12-04"
"11172X0119/COSCIA","BSS002NCSD","COGGIA","2A090",8.750669552575,42.0914301566926,6.11,1988,2024,8850,"2024-12-04"
"11251X0112/TARCO","BSS002NFWY","CONCA","2A092",9.39439756093889,41.750039018855,5.00,1986,2024,8091,"2024-12-04"
"11234X0104/BARACI","BSS002NFBC","BARACI","2A189",8.93062265203696,41.6917119209883,6.00,2017,2024,2774,"2024-12-04"
"11237X0109/RIZZA","BSS002NFEX","PROPRIANO","2A249",8.90553316980114,41.6585149957396,5.58,2009,2024,5788,"2024-12-04"
"11221X0135/PIEZO1","BSS002NEYB","SARI-SOLENZARA","2A269",9.39396003191804,41.8627443720483,3.00,2009,2024,5592,"2024-12-04"
"11177X0173/P2","BSS002NDLX","SARROLA-CARCOPINO","2A271",8.82033588725862,41.9560423112015,9.93,2002,2024,8000,"2024-12-04"
"11233X0117/TARAVO","BSS002NFAK","SOLLACARO","2A284",8.8595607017076,41.7541822548668,12.86,2004,2024,7036,"2024-12-04"
"11234X0109/FILET","BSS002NFBH","OLMETO","2A349",8.94656412609076,41.6951026388112,12.47,1988,2022,7898,"2024-12-04"
"11061X0017/REGINO","BSS002MYAK","BELGODERE","2B034",9.00875361447934,42.6327682026804,3.88,1997,2024,7313,"2024-12-04"
"11071X0062/CASATO","BSS002MYSA","BIGUGLIA - CASATORRA","2B037",9.44555250387027,42.6190379332835,0.72,1986,2024,5898,"2024-12-04"
"11072X0063/PZ","BSS002MZBR","Chemin d'Acqua di Noccé (Plaine du Bevinco)","2B037",9.44728,42.61502,11.00,2017,2024,2568,"2024-12-04"
"11056X0120/FIGA","BSS002MXUB","CALVI","2B050",8.78886387627019,42.5492144693355,6.07,1973,2024,8951,"2024-12-04"
"BSS003JOVM/X","BSS003JOVM","PZ DU FANGO","2B121",8.6770224234026,42.4145294573245,7.14,2019,2024,1859,"2024-12-04"
"11091X0101/FANGO","BSS002MZWW","GALERIA","2B121",8.68246588278698,42.4134354180356,17.00,1976,2022,4987,"2024-12-04"
"BSS004CGXX/X","BSS004CGXX","PIÉZO BRGM - GHISONACCIA","2B123",9.39230649951204,42.0186401565916,-999.00,2021,2024,1242,"2024-12-04"
"11195X0114/SP1","BSS002NEAA","GHISONACCIA","2B123",9.39217010449843,42.0186800702326,11.00,1984,2024,7262,"2024-12-04"
"11156X0009/BRAVON","BSS002NCNK","LINGUIZETTA","2B143",9.5178822491117,42.1983263672907,15.00,1984,2024,6000,"2024-12-04"
"11076X0086/CANONI","BSS002MZLS","LUCCIANA","2B148",9.49918717413546,42.5383593389958,4.00,1997,2024,9368,"2024-12-04"
"11028X0124/SEVERA","BSS002MWXK","LURI","2B152",9.46846069710472,42.8872959315938,3.00,2009,2024,5727,"2024-12-04"
"11024X0113/PIEZO","BSS002MWRS","MERIA","2B159",9.460277,42.933483,2.00,2009,2024,5793,"2024-12-04"
"11064X0013/ALISO","BSS002MYEC","OLETTA","2B185",9.2901285850375,42.6514554460159,8.00,1977,2024,8647,"2024-12-04"
"11061X0032/BELLE","BSS002MYAZ","PALASCA","2B199",9.07571889212818,42.6462140159562,9.00,2009,2024,5777,"2024-12-04"
"11038X0105/STRU","BSS002MWYY","PATRIMONIO","2B205",9.33071123527722,42.6939839009616,8.00,1977,2024,7560,"2024-12-04"
"11112X0081/FIUM-A","BSS002NBCD","PENTA DI CASINCA","2B207",9.51989,42.442072,5.00,1977,2024,5950,"2024-12-04"
"11221X0152/PZ1","BSS002NEYU","BASE AÉRIENNE 126","2B342",9.402014,41.910449,6.00,2017,2024,2770,"2024-12-04"
"11221X0127/TRAVO","BSS002NEXV","VENTISERI TRAVO","2B342",9.39066765606577,41.9125471657226,18.00,1991,2020,5925,"2024-12-04"
"11188X0151/ANTAL","BSS002NDVV","VENTISERI ANTALOGO","2B342",9.33884738304288,41.9573732539039,351.00,2013,2024,4120,"2024-12-04"
"11188X0116/NOCE","BSS002NDUJ","VENTISERI NOCE","2B342",9.33560538768207,41.9464566754331,530.00,2002,2014,4241,"2024-12-04"
"BSS004BHJB/X","BSS004BHJB","PZ SAN PARTEO","2B346",9.48726836189609,42.5334971607904,6.48,2021,2024,1225,"2024-12-04"
"09375X0010/ISIS","BSS002DKPD","SOURCE D'ISIS","30026",3.59876212841044,43.9825718718794,239.00,2007,2024,6156,"2024-12-04"
"09656X0066/6N49","BSS002EVTV","BELLEGARDE","30034",4.46072799428761,43.7565572439357,52.30,1973,2024,7798,"2024-12-04"
"09395X0067/F","BSS002DMVM","Bourdic (Bourdic - 30)","30049",4.32555083931496,43.9750573263918,100.00,2000,2023,6781,"2024-12-04"
"09395X0059/F1","BSS002DMVD","BOURDIC","30049",4.33227150617161,43.9865905615228,84.00,2005,2024,6719,"2024-12-04"
"09914X0391/V1191","BSS002GTTQ","LE CAILAR (PIEZO)","30059",4.23214800115349,43.662281998545,3.83,1995,2024,8731,"2024-12-04"
"09388X0111/OULE","BSS002DMCS","DIONS (LA CALMETTE - 30)","30061",4.272461,43.932125,62.56,2000,2024,8527,"2024-12-04"
"09388X0052/VIGNOT","BSS002DMAH","CALMETTE (LA)","30061",4.261367,43.935881,65.21,1984,2024,7944,"2024-12-04"
"09382X0052/C","BSS002DLPL","CARDET","30068",4.08475069651798,44.0290956194161,105.07,2003,2024,7523,"2024-12-04"
"09914X0284/FAGET","BSS002GTPL","FAGET (PIEZO)","30083",4.24432301686772,43.7212317036785,13.24,1973,2024,15913,"2024-12-04"
"09145X0257/CNRP88","BSS002CMUB","CODOLET","30084",4.70138718200541,44.1271181248339,32.00,2004,2024,7479,"2024-12-04"
"09654X0569/CNRP20","BSS002EURQ","COMPS","30089",4.60708010724364,43.8482741496686,12.00,2004,2024,7182,"2024-12-04"
"09394X0005/FE1","BSS002DMQB","CONNAUX","30092",4.59836484068238,44.0972382362536,73.00,2012,2024,4673,"2024-12-04"
"09378X0080/SOEUR","BSS002DLDX","SOEUR (AVEN DE LA)","30093",3.93081733674957,43.9424033065544,130.00,2007,2024,5795,"2024-12-04"
"09373X0026/CROSF1","BSS002DKGW","CROS (LE)","30099",3.80003013248215,44.0198675698288,510.00,2006,2024,5560,"2024-12-04"
"09125X0083/HBCM","BSS002CKAZ","GRAND COMBE (LA)","30132",4.04267,44.202195,178.81,2003,2024,7345,"2024-12-04"
"09381X0096/MAIRIE","BSS002DLKM","ATTUECH","30162",4.0234895133284,44.0172890373413,125.00,2003,2024,7263,"2024-12-04"
"BSS002PTEJ/MONTFR","BSS002PTEJ",,"30179",4.5928163571028,43.8879245892216,13.00,2003,2024,7614,"2024-12-04"
"09388X0114/MAISON","BSS002DMCV","MAISONNETTE (MOUSSAC- 30)","30184",4.25014802855247,43.9792538895163,75.00,2000,2024,8049,"2024-12-04"
"09128X0053/CAL","BSS002CKVE","NAVACELLES","30187",4.23984176695092,44.1766078887383,152.00,2005,2024,6809,"2024-12-04"
"09651X0009/S","BSS002ESPJ","RESURGENCE DE LA FONTAINE DE NIMES","30189",4.34889801317144,43.8404380435892,51.11,1998,2024,9101,"2024-12-04"
"09652X0199/COURB2","BSS002ETHZ","NÎMES COURBESSAC (PIEZO)","30189",4.40902829636844,43.85250428569,53.00,1981,2024,9249,"2024-12-04"
"09134X0245/CNR459","BSS002CLFU","PONT-SAINT-ESPRIT","30202",4.659144,44.233451,40.00,2004,2024,7419,"2024-12-04"
"09405X0229/S3","BSS002DPMQ","ROCHEFORT-DU-GARD","30217",4.70960438292653,43.9888173645723,75.00,1974,2024,8485,"2024-12-04"
"09124X0293/SISE","BSS002CJWL","ROCHEGUDE","30218",4.28450879650049,44.237707637963,113.35,2005,2024,6822,"2024-12-04"
"09395X0065/NICOLA","BSS002DMVK","PONT SAINT-NICOLAS","30228",4.38327775123384,43.9395873057573,45.60,1997,2024,9711,"2024-12-04"
"09387X0059/F5","BSS002DLXN","ST GÉNIÈS (SAINT GÉNIES DE MALGOIRES - 30)","30255",4.20257595604475,43.9452245903745,130.00,2000,2018,5766,"2024-12-04"
"09921X0055/CAMBON","BSS002GVFR","SAINT GILLES","30258",4.38850490172864,43.6658909227753,5.00,2005,2024,7085,"2024-12-04"
"09392X0045/PIEZO","BSS002DMHB","SAINT-QUENTIN-LA-POTERIE","30295",4.43149078320559,44.0348724336671,84.00,2003,2024,7031,"2024-12-04"
"09646X0074/B4","BSS002ESDM","SOMMIERES","30321",4.08865984254579,43.7765892780143,25.54,2005,2024,6755,"2024-12-04"
"09364X0017/111111","BSS002DJSB","VALLERAUGUE","30339",3.56286869099386,44.0919761602772,1003.13,2009,2024,5641,"2024-12-04"
"09398X0028/VALL","BSS002DNBY","VALLIGUIERES","30340",4.6073325409396,43.9985533812439,173.00,2004,2024,6473,"2024-12-04"
"09648X0083/F90-1","BSS002ESMA","VERGEZE (PIEZO)","30344",4.23089742979381,43.7441454914866,62.00,1995,2024,8572,"2024-12-04"
"09394X0003/FONTAI","BSS002DMQA","SAINT PAUL LES FONTS","30355",4.61478672729155,44.0921397017546,62.00,2007,2012,1543,"2024-12-04"
"10351X0024/F","BSS002KHFS","AUTERIVE","31033",1.46362903527982,43.360137294725,186.13,1996,2024,9453,"2024-12-04"
"10548X0101/F","BSS002LLAE","LES BORDES","31076",0.630156011885604,43.109682775688,397.07,2001,2024,8447,"2024-12-04"
"09577X0047/F","BSS002ELUB","BUZET","31094",1.64052121958449,43.7767896391834,110.99,1996,2024,10242,"2024-12-04"
"09833C0249/F","BSS002FPUU","TUILERIE","31160",1.26428089264713,43.6834800332859,180.88,2003,2024,7442,"2024-12-04"
"10098A0004/F","BSS002HVPP","MURET 104","31165",1.3712203144669,43.452373113109,173.74,1966,2024,6716,"2024-12-04"
"10097X0224/F","BSS002HVHU","LE FAUGA","31181",1.29251647874809,43.409453717515,181.89,1995,2024,10505,"2024-12-04"
"10092X0166/F","BSS002HSFG","LAMASQUÈRE","31269",1.24280092060028,43.4814492309361,184.63,1996,2024,8925,"2024-12-04"
"10553X0026/F","BSS002LLKN","LESTELLE ST MARTORY","31296",0.907408979742495,43.1180540638825,301.91,1996,2024,9467,"2024-12-04"
"09567X0219/F","BSS002EJYJ","ONDES","31403",1.31020832845659,43.7790435015644,106.89,1996,2024,9894,"2024-12-04"
"10336X0002/F","BSS002KEHH","SAINT-ANDRE 1","31468",0.838461485690019,43.2889253098271,305.94,1976,2024,6557,"2024-12-04"
"10345X0199/F","BSS002KGEL","ST ELIX","31476",1.13432410508661,43.2809488407098,238.91,1959,2024,9832,"2024-12-04"
"09845C1426/F","BSS002GCNV","UPS","31555",1.46789255591198,43.564239717569,147.68,1996,2024,9577,"2024-12-04"
"09838D0727/F","BSS002FVWC","LOMBEZ","31555",1.42141900032988,43.5959197500026,138.75,1997,2024,9477,"2024-12-04"
"09541X0021/F","BSS002EGCX","Beaucaire","32035",0.391297062347415,43.8344690576922,97.00,2001,2024,6877,"2024-12-04"
"09523X0033/F","BSS002EEZD","FORAGE ESTANG F2 FONTAINE SAINTE""""","32127",-0.106291176297525,43.8691474410624,100.00,2013,2024,3746,"2024-12-04"
"09523X0032/F","BSS002EEZC","FORAGE ESTANG F1 FONTAINE SAINTE""""","32127",-0.10618049360152,43.8694647201833,101.00,2003,2024,7340,"2024-12-04"
"10072X0026/F","BSS002HRJY","près de Flourette","32156",0.477653169211007,43.4985077324387,178.00,1997,2024,9296,"2024-12-04"
"09546X0022/F","BSS002EGFQ","Le Masca","32162",0.47633902319194,43.789749893212,140.00,1998,2024,8980,"2024-12-04"
"10078X0001/F","BSS002HRMG","PUYMAURIN 2","32260",0.715230782095584,43.3867916146536,226.84,1971,2024,7026,"2024-12-04"
"10082X0001/F","BSS002HRNC","POLASTRON 101","32321",0.876623752636764,43.5215144924374,214.86,1973,2024,7022,"2024-12-04"
"09793X0003/F","BSS002FMPB","SAINT-MONT - 32","32398",-0.134251205010181,43.6528903132992,96.00,2002,2024,7965,"2024-12-04"
"09793X0011/F","BSS002FMPK","TARSAC","32439",-0.108384000381167,43.6663287556491,100.80,1996,2024,9926,"2024-12-04"
"09824X0002/F","BSS002FNVS","Saint cricq","32444",0.996680076973757,43.6905359723595,153.00,1992,2024,7162,"2024-12-04"
"09805X0030/F","BSS002FNEY","A CHRISTINAT","32445",0.0171868747590499,43.5606757783892,149.00,2002,2024,7964,"2024-12-04"
"07796X0043/F","BSS001WWUA","COBOGAL (AMBES-33)","33004",-0.59091678478352,45.0232226632377,3.94,1992,2024,5779,"2024-12-04"
"08254X0012/F","BSS001ZCYH","CAPLANDE (ARES-33)","33011",-1.13538581765384,44.7700790737766,5.80,1965,2023,1804,"2024-12-04"
"08041X0106/P","BSS001YMSL","LA VERGNE (ARVEYRES-33)","33015",-0.283545120414041,44.9123104632856,3.00,2008,2024,5854,"2024-12-04"
"08527X0001/F","BSS002AFYU","FOIRAIL (AUROS - 33)","33021",-0.145705022998174,44.4963826418185,103.10,1979,2024,5137,"2024-12-04"
"07788X0038/F","BSS001WVUE","STADE RAYMOND SABOURDY (AVENSAN - 33)","33022",-0.759215892570972,45.032473025481,32.00,1989,2024,3831,"2024-12-04"
"08517X0020/F","BSS002AECW","HOUEYTE F20 (BALIZAC-33)","33026",-0.465974194103794,44.4974716250117,58.18,2008,2024,5673,"2024-12-04"
"08517X0018/F","BSS002AECU","HOUEYTE F18 (BALIZAC-33)","33026",-0.465968146341637,44.4975057890852,58.17,2009,2024,5050,"2024-12-04"
"08033X0294/F4","BSS001XYRJ","COFAZ F4 (BASSENS-33)","33032",-0.527932771144998,44.920363354876,3.80,1977,2024,7205,"2024-12-04"
"08033X0157/F1","BSS001XYLC","COFAZ F1 (BASSENS-33)","33032",-0.528177112469514,44.9201772304513,3.80,1963,2024,7192,"2024-12-04"
"08744X0005/PZE","BSS002AYZP","BOUTOX (BELIN-BELIET-33)","33042",-0.770197854750671,44.4569973714837,43.29,1976,2024,9268,"2024-12-04"
"08266X0003/F","BSS001ZFCJ","CANAULEY DFCI (BIGANOS - 33)","33051",-0.918255198122893,44.6590414128439,30.17,1960,2024,7254,"2024-12-04"
"08266X0140/PZ","BSS001ZFHY","CAMP DE NOMADES 140 (BIGANOS - 33)","33051",-0.937807475422826,44.6572289977718,26.10,2010,2024,4861,"2024-12-04"
"08266X0136/F","BSS001ZFHU","CAMP DE NOMADES 136 (BIGANOS - 33)","33051",-0.937866039754128,44.657344092626,26.10,2009,2024,5523,"2024-12-04"
"08042X0025/F4","BSS001YMTM","F4 STATION (LES BILLAUX-33)","33052",-0.252223708002638,44.9745612419472,5.15,1998,2024,7076,"2024-12-04"
"08757X0120/F","BSS002BBYW","PIADA (BOURIDEYS-33)","33068",-0.479403756888708,44.3527073391143,82.00,2008,2024,5800,"2024-12-04"
"07786X0087/F","BSS001WVRJ","GRAOUSE (BRACH-33)","33070",-0.905388366515438,45.0325672401374,34.00,2009,2024,5584,"2024-12-04"
"07786X0051/F1","BSS001WVPW","LE MAYNE BERNARD NORD (BRACH-33)","33070",-0.962100000330874,45.0404359478471,30.00,2007,2024,6340,"2024-12-04"
"07786X0047/BP1","BSS001WVPS","L'ARDILOUSE (BRACH - 33)","33070",-0.975210606120244,45.0371250441866,29.00,2004,2024,3325,"2024-12-04"
"07555X0027/F9","BSS001WABQ","DUSSAUDE (BRAUD ET SAINT LOUIS-33)","33073",-0.635075281845561,45.2602355576182,1.05,1974,2024,5607,"2024-12-04"
"07555X0071/FB","BSS001WADJ","CNPE FB (BRAUD ET SAINT LOUIS-33)","33073",-0.686257755732784,45.2437503495167,2.51,1979,2024,7552,"2024-12-04"
"07555X0096/PGE3B","BSS001WADT","CNPE PGE3B (BRAUD ET SAINT LOUIS-33)","33073",-0.689883082536317,45.2583044542959,4.60,1984,2024,7324,"2024-12-04"
"08271X0106/F1","BSS001ZGHX","LE LAC VERT (DUPRAT-DURAND) (CANEJAN - 33)","33090",-0.653581499249919,44.7430335582289,53.40,1966,2024,7354,"2024-12-04"
"09001X0113/F","BSS002BXRU","LES CULTURES (CAPTIEUX-33)","33095",-0.291145695491089,44.2447124856083,118.00,2007,2024,6028,"2024-12-04"
"07778X0002/F","BSS001WUNL","CENTRE D'ESSAIS DES LANDES - B551 (CARCANS - 33)","33097",-1.16025259229457,45.0666371009631,64.91,1967,2019,3437,"2024-12-04"
"08273X0125/F","BSS001ZLHW","LEON (CARIGNAN DE BORDEAUX-33)","33099",-0.462339916368017,44.8050054319422,47.60,2015,2024,3530,"2024-12-04"
"08278X0192/F","BSS001ZNYT","CHATEAU D'EAU (CASTRES-GIRONDE - 33)","33109",-0.447905706309657,44.6954529009801,17.38,1995,2024,3065,"2024-12-04"
"08523X0014/F","BSS002AFAA","BOURG (CAUDROT - 33)","33111",-0.146102451486183,44.5768399577369,17.25,2003,2024,6731,"2024-12-04"
"08523X0095/F2","BSS002AFDK","LE GRAVA 2 (CAUDROT - 33)","33111",-0.152767308680849,44.5704271207357,9.80,1995,2024,4646,"2024-12-04"
"07542X0042/F1","BSS001VYMD","ANDRON (CIVRAC EN MEDOC-33)","33128",-0.915504353691728,45.3362650947577,9.00,1985,2024,1860,"2024-12-04"
"07807X0121/F","BSS001WYLF","UCVA (COUTRAS-33)","33138",-0.129064120828955,45.0507127582805,11.00,2013,2024,4171,"2024-12-04"
"07807X0130/P","BSS001WYLQ","PETITS ROIS (COUTRAS-33)","33138",-0.0962679937632283,45.0252648419627,12.00,2008,2024,3867,"2024-12-04"
"07791X0204/PZEM5","BSS001WWDW","PZEM5 (CUSSAC FORT MEDOC-33)","33146",-0.705551733451379,45.1090667353791,3.28,1999,2024,5827,"2024-12-04"
"08524X0046/F","BSS002AFGV","LA BARTHE (FLOUDES-33)","33169",-0.0666214697077474,44.563044609701,13.80,2006,2024,5792,"2024-12-04"
"08046X0014/F","BSS001YNLE","CANON NORD N°3 (GENISSAC - 33)","33185",-0.232096189033339,44.861051350135,6.00,2005,2024,3033,"2024-12-04"
"08767X0002/F","BSS002BDHA","DFCI COMMUNAL (GOUALADE - 33)","33190",-0.146415300442403,44.3092366984143,98.09,1998,2017,1891,"2024-12-04"
"08767X0019/F","BSS002BDHR","BRANAT (GOUALADE-33)","33190",-0.138223929454553,44.3076520461036,110.00,2018,2024,2308,"2024-12-04"
"07298X0017/F2","BSS001UZFK","VIDEAU 2 (GRAYAN-ET-L'HOPITAL - 33)","33193",-1.10691598606297,45.4354866844831,8.85,1977,2024,5179,"2024-12-04"
"08764X0008/F","BSS002BDAN","BARRY (GRIGNOLS - 33)","33195",-0.0291462988373548,44.3997934220464,77.76,1983,2024,6093,"2024-12-04"
"08515X0031/PZC","BSS002ADYJ","BALEGE (HOSTENS-33)","33202",-0.680898409002726,44.4758450237708,73.00,1976,2024,8867,"2024-12-04"
"07545X0029/F","BSS001VYWT","LES LANDES DE LA MINCOUSE (HOURTIN - 33)","33203",-1.05876532690275,45.2247759445754,18.00,2005,2024,5006,"2024-12-04"
"08034X0294/F","BSS001XZNM","BENSE (IZON - 33)","33207",-0.372826188930196,44.9344677909197,4.71,2008,2024,5829,"2024-12-04"
"07306X0066/PZEM1","BSS001UZWH","PORT DE GOULEE","33208",-0.906990305357364,45.4109272300503,2.46,1998,2024,5927,"2024-12-04"
"08014X0032/PZ13","BSS001XTMZ","LEDE DE PELLEGRINS (LACANAU-33)","33214",-1.14936485925558,44.9849093275116,19.00,2008,2024,5934,"2024-12-04"
"07785X0003/F","BSS001WVJF","MEOGAS (LACANAU - 33)","33214",-1.01665120175001,45.0041449309667,26.00,2009,2024,4885,"2024-12-04"
"08262X0023/F","BSS001ZDUB","BLAGON (LANTON-33)","33229",-0.93503975482931,44.7830471951737,46.22,1968,2024,6205,"2024-12-04"
"08262X0290/F","BSS001ZEFE","LAC BLAGON (LANTON-33)","33229",-0.927535614546609,44.7872304432193,47.00,2009,2024,5566,"2024-12-04"
"08273X0354/F","BSS001ZLTD","LOULOU (LATRESNE - 33)","33234",-0.499860986563752,44.7853680295199,3.84,1983,2024,6872,"2024-12-04"
"08278X0241/F","BSS001ZPAU","LAPRADE (LESTIAC-SUR-GARONNE -33)","33241",-0.372775213825234,44.6866538610184,6.16,2012,2024,3246,"2024-12-04"
"08037X0398/F1","BSS001YLBL","GENICART (LORMONT - 33)","33249",-0.523775107712567,44.872926885642,58.12,1970,2024,7347,"2024-12-04"
"08031X0302/P1","BSS001XWGD","CHATEAU MILLE ROSES (MACAU-33)","33262",-0.637921383777523,44.9974051960645,12.00,2007,2024,5849,"2024-12-04"
"08288X0015/P7","BSS001ZPNH","LES ITHIERS (MESTERRIEUX - 33)","33283",-0.016198220486705,44.6407639736315,19.00,2009,2024,5023,"2024-12-04"
"08048X0088/P","BSS001YPBP","BARTHE (MOULIETS ET VILLEMARTIN-33)","33296",-0.044561663781518,44.8343511005995,9.00,2007,2024,5952,"2024-12-04"
"08271X0299/PZ2","BSS001ZGRC","VINCI PZ2 (PESSAC-33)","33318",-0.657202275454151,44.7817786900196,49.50,2000,2024,6229,"2024-12-04"
"07808X1069/P","BSS001XAHQ","LE PETIT MUSSET (PORCHERES-33)","33332",-0.0245883697567549,45.0238822502877,15.00,2008,2024,5950,"2024-12-04"
"08278X0127/F1","BSS001ZNWC","GRANGENEUVE F1 (PORTETS-33)","33334",-0.444191642213886,44.6651554883305,31.95,1970,2024,7091,"2024-12-04"
"08281X0017/F","BSS001ZPDP","ROCHON (POUT(LE) - 33)","33335",-0.350482324291315,44.8159705540809,36.83,1971,2024,5727,"2024-12-04"
"08524X0160/F","BSS002AFMN","VIDEAU (PUYBARBAN-33)","33346",-0.081186502311303,44.5620285272492,12.00,2008,2024,6046,"2024-12-04"
"08273X0066/F2","BSS001ZLFK","CHATEAU GRIMONT (QUINSAC - 33)","33349",-0.505375140378603,44.7535303064638,4.00,2010,2024,5330,"2024-12-04"
"08273X0023/F","BSS001ZLDQ","PORT DU ROY (QUINSAC-33)","33349",-0.487560474753111,44.7412328974001,4.28,1990,2010,1763,"2024-12-04"
"07543X0023/F11","BSS001VYPE","PIEZO N°11 (SAINT-CHRISTOLY-MEDOC - 33)","33383",-0.822626321637069,45.3594030481178,4.28,1966,2024,6076,"2024-12-04"
"07548X0009/F","BSS001VZGZ","SHELL-BERRE (SAINT-ESTEPHE - 33)","33395",-0.749057576154961,45.2297273883712,5.33,1966,2024,5167,"2024-12-04"
"07548X0234/PZEM4","BSS001VZNT","FORAGE DU PORT DE LA CHAPELLE (SAINT-ESTEPHE - 33)","33395",-0.759524030511727,45.2633170198663,3.49,1998,2024,6166,"2024-12-04"
"08057X0001/F1","BSS001YQDV","COMMUNAL (SAINTE-FOY-LA-GRANDE - 33)","33402",0.215499960976153,44.8397248245043,18.00,1988,2024,6123,"2024-12-04"
"08264X0004/F1","BSS001ZENH","BOULAC F1 (SAINT JEAN D'ILLAC-33)","33422",-0.753803289706696,44.8182578721017,44.95,1965,2024,7591,"2024-12-04"
"07547X0083/F3","BSS001VZFA","SEMIGNAN (SAINT LAURENT MEDOC-33)","33424",-0.897394541518614,45.1987244227536,31.00,2018,2024,2151,"2024-12-04"
"08047X0039/P","BSS001YNUF","GUEYROT P1 (SAINT-LAURENT-DES-COMBES - 33)","33426",-0.145473563591896,44.8752646033706,18.00,2003,2024,6650,"2024-12-04"
