"code_station","x_l93","y_l93","x_longitude","y_latitude","nb_reseaux_distincts","nb_resultats_fw_params","date_min_fw_params","date_max_fw_params","info_up_date"
"03265993",378477,6875370,-1.3877251581478618,48.897917102492436,0,3383,1990-02-05,2024-09-23,"2024-12-06"
"03266975",373539.97,6885375.92,-1.4626662061264184,48.98526743902743,0,2574,1990-01-29,2024-09-24,"2024-12-06"
"03267530",370097.44,6873738.87,-1.5005666588454785,48.879032671692435,0,1183,2007-01-16,2024-07-05,"2024-12-06"
"03267850",368570.59,6870661.34,-1.5189506599064866,48.85061733467929,0,1783,2008-07-23,2024-07-18,"2024-12-06"
"03269000",367082,6863279,-1.533430087645882,48.78356613747696,0,2026,1990-02-12,2024-08-23,"2024-12-06"
"03269438",412986,6851638,-0.9016175166944166,48.701055697631105,0,2769,2007-01-15,2024-08-23,"2024-12-06"
"03270000",404338,6852976,-1.0199020501540712,48.70917508322301,0,2044,1990-07-23,2024-07-30,"2024-12-06"
"03270390",398339,6855721,-1.1032585471642582,48.731057612252215,0,1937,1997-01-27,2024-09-10,"2024-12-06"
"03271000",386563.85,6853896.86,-1.261783680687551,48.70906655094245,0,3971,1990-01-29,2024-09-10,"2024-12-06"
"03271415",409631.45,6842919.37,-0.9412325852554428,48.62123275095501,0,2680,2007-01-15,2024-09-17,"2024-12-06"
"03271437",407407.72,6840502.3,-0.9697171225327328,48.5985166079388,0,1869,1997-01-27,2024-09-04,"2024-12-06"
"03271820",399071.15,6827837.29,-1.0737673693718743,48.48091666290498,0,1312,2008-08-20,2024-09-17,"2024-12-06"
"03271840",403933.99,6828807.04,-1.0087174435514317,48.49186704456945,0,792,2008-08-20,2024-09-17,"2024-12-06"
"03271965",399169.07,6835980.3,-1.0781323158727492,48.554117360764245,0,3412,1990-02-12,2024-09-17,"2024-12-06"
"03272040",396496.45,6838291.22,-1.1159291465298744,48.57363031984777,0,1775,1994-03-16,2023-07-26,"2024-12-06"
"03272235",392517,6839478,-1.1706456471258293,48.58241369335151,0,1441,2007-01-15,2024-09-04,"2024-12-06"
"03272685",383604.33,6841489.07,-1.292782406198888,48.59618337555924,0,4108,1990-01-29,2024-08-23,"2024-12-06"
