id,name,lat,lon
00279,Baltmannsweiler-Hohengehren,48.7574,9.4514
00280,Bamberg,49.8667,10.9333
00281,Bamberg,49.9167,10.9333
00282,Bamberg,49.8743,10.9206
00283,Bamberg-Altenburg,49.8808,10.8695
00284,Bamberg,49.8800,10.8800
00285,Bammental,49.3600,8.7829
00287,Walternienburg-Ronney,51.9610,11.9159
00288,Bargischow-Gnevezin,53.8409,13.7549
00289,Bargteheide,53.7275,10.2514
00290,Hötensleben-Barneberg,52.1175,11.0789
00291,Barnin,53.5968,11.6952
00292,Barnstorf,52.6965,8.4870
00293,Barsinghausen,52.2992,9.4675
00294,Barsinghausen-Hohenbostel,52.3199,9.4300
00295,Barsinghausen-Stemmen,52.3461,9.5192
00296,Barßel-Loher,53.1665,7.7966
00297,Bartenshagen-Parkentin,54.0809,11.9792
00298,Barth,54.3405,12.7108
00301,Bartholomä,48.7584,9.9855
00303,Baruth,52.0613,13.4997
00304,Basdahl-Volkmarst,53.4307,8.9545
00306,Bassenheim,50.3574,7.4639
00308,Bastheim-Simonshof,50.4113,10.1782
00309,Battenberg-Berghofen,51.0028,8.6693
00310,Battenberg-Hof,51.0662,8.5375
00311,Baumannshof,48.7000,11.5333
00312,Baumgarten,53.8149,11.8818
00313,Baumholder,49.6186,7.3348
00314,"Kubschütz,",51.1604,14.5042
00315,Bayerbach-Hölskofen,48.6865,12.2893
00316,Bayerfeld-Steckweiler,49.6957,7.8387
00317,Bayerisch,49.1198,13.1987
00318,"Bayersoien,",47.6921,10.9954
00319,Eggenthal-Grub,47.9209,10.5024
00320,Heinersreuth-Vollhof,49.9666,11.5198
00321,Bayrischzell,47.6797,12.0017
00322,Bebra-Iba,50.9798,9.8657
00323,Bechhofen/Voggendorf,49.1626,10.5918
00324,Beckingen-Düppenweiler,49.4125,6.7640
00325,Beckum-Vellern,51.7948,8.0718
00326,Beckum-Unterberg,51.7204,8.0577
00327,Bederkesa,53.6234,8.8323
00328,Beelitz,52.2372,12.9775
00329,Beerfelde,52.4303,14.0443
00330,Oberzent-Beerfelden,49.5617,8.9673
00331,Beerfelden-Airlenbach,49.5883,8.9254
00332,Beesenlaublingen,51.7073,11.6966
00333,Beeskow,52.1864,14.2361
00334,Beetzendorf,52.7080,11.0936
00335,Behrensdorf,54.3426,10.6018
00336,Hörselberg-Hainich-Behringen,51.0221,10.5148
00337,Beilngries,49.0334,11.4622
00338,Belgern,51.4787,13.1183
00339,Belgershain-Rohrbach,51.2129,12.5623
00340,Belleben-Haus,51.6948,11.6399
00341,"Bellingen,",47.7277,7.5520
00342,Belm,52.3170,8.1694
00343,Belrieth,50.5269,10.4956
00344,Belsdorf,52.3419,11.1514
00345,"Belzig,",52.1433,12.5981
00346,Bendeleben,51.3765,11.0092
00347,Bendorf,50.4199,7.5656
00348,Bendorf,50.4135,7.5886
00349,Benediktbeuern,47.7064,11.4137
00351,Oberharz,51.6926,10.6978
00352,Bennigsen,52.2333,9.6667
00353,Bensdorf-Woltersdorf,52.4067,12.3726
00354,Zella-Mehlis-Benshausen,50.6460,10.5896
00355,Bensheim,49.6789,8.6276
00356,Benthe,52.3361,9.6288
00357,"Bentheim,",52.3018,7.1301
00358,Benthullen,53.0491,8.1330
00359,Beratzhausen,49.1022,11.7960
00360,Berching,49.1116,11.4329
00361,Berchtesgaden,47.6344,13.0109
00363,Berchtesgaden-Obersalzberg,47.6327,13.0503
00364,Berchtesgaden-Oberau,47.6525,13.0560
00365,Berg/Oberpfalz,49.3311,11.4303
00366,Berga/Elster,50.7524,12.1673
00369,"Bergen-Nindorf,",52.8333,9.9833
00371,Bergen/Rügen,54.4215,13.4379
00372,Bergisch,50.9552,7.1018
00374,Berglen-Birkenweißbuch,48.8498,9.4881
00375,Bergneustadt-Hüngringhausen,51.0023,7.6711
00376,Bergtheim,49.8981,10.0653
00377,"Bergzabern,",49.1070,7.9967
00378,Berka,51.6842,10.1078
00379,"Berka,",50.9075,11.2665
00381,"Berka,",50.8988,11.2739
00382,Berka/Werra,50.9405,10.0746
00383,Berkatal-Frankenhain,51.2373,9.8899
00384,Berkheim,48.0409,10.0808
00385,Berkhof,52.6000,9.7667
00386,"Berleburg,",51.0454,8.3851
00387,"Berleburg,",51.0667,8.3833
00388,"Berleburg,",51.1201,8.4540
00389,"Berleburg,",51.0148,8.4318
00390,"Berleburg,",50.9837,8.3683
00391,"Berleburg,",51.0698,8.2888
00392,"Berleburg,",51.0948,8.5148
