point_id,Uziarnienie,Jednostka,1995,2000,2005,2010,2015,2020
157,"BN-78/9180-11: 1,0-0,1 mm",udział w %,79,85,80,88,84,68
157,"BN-78/9180-11: 0,1-0,02 mm",udział w %,13,7,12,5,9,19
157,BN-78/9180-11: < 0.02 mm,udział w %,8,8,8,7,7,13
157,"PTG 2008: 2,0-0,05 mm",udział w %,,,,91,89,83
157,"PTG 2008: 0,05-0,002 mm",udział w %,,,,8,10,15
157,PTG 2008: < 0.002 mm,udział w %,3,2,1,1,1,2
157,"Odczyn ""pH "" w zawiesinie H2O",pH,6.5,6.7,6.1,5.5,5.9,6.8
157,"Odczyn ""pH "" w zawiesinie KCl",pH,5.2,5.4,5.0,4.1,5.2,6.2
157,Węglany (CaCO3),%,,,,,,0.04
157,Próchnica,%,1.53,1.62,1.58,1.69,1.87,3.98
157,Węgiel organiczny,%,0.89,0.94,0.92,0.98,1.08,2.31
157,Azot ogólny,%,0.05,0.07,0.062,0.076,0.09,0.32
157,Stosunek C/N,,17.8,13.4,14.8,12.9,12.0,7.22
157,Kwasowość hydrolityczna (Hh),cmol(+)*kg-1,2.92,2.73,3.3,3.98,2.63,2
157,Kwasowośc wymienna (Hw),cmol(+)*kg-1,,,,0.56,0.3,0.09
157,"Glin wymienny ""Al""",cmol(+)*kg-1,,,,0.35,0.12,"<0,0022"
157,Wapń wymianny (Ca2+),cmol(+)*kg-1,1.87,2.24,1.83,1.48,2.17,5.5
157,Magnez wymienny (Mg2+),cmol(+)*kg-1,0.23,0.16,0.2,0.15,0.52,0.58
157,Sód wymienny (Na+),cmol(+)*kg-1,0.03,0.06,0.01,0.14,0.04,"<0,10"
157,Potas wymienny (K+),cmol(+)*kg-1,0.17,0.21,0.15,0.23,0.72,0.17
157,Suma kationów wymiennych (S),cmol(+)*kg-1,2.3,2.67,2.19,1.99,3.46,6.25
157,Pojemność sorpcyjna gleby (T),cmol(+)*kg-1,5.22,5.4,5.49,5.97,6.09,12
157,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V),%,44.06,49.44,39.89,33.35,56.82,52.08
157,Fosfor przyswajalny,mg P2O5* 100g-1,8.0,11.4,10.0,13.7,25.6,16.8
157,Potas przyswajalny,mg K2O*100g-1,3.4,7.8,6.3,6.4,30.4,7.3
157,Magnez przyswajalny,mg Mg*100g-1,3.2,1.9,3.7,1.5,8.0,7.1
157,Siarka przyswajalna,mg S-SO4*100g-1,1.25,1.38,1.13,1.25,5.75,"<1,00"
157,Azot amonowy,NNH4 mg*kg-1,,,,,7.89,2.4
157,Azot azotanowy,NNO3 mg*kg-1,,,,,25.84,7
157,Fosfor,%,0.036,0.042,0.05,0.046,0.06,0.074
157,Wapń,%,0.06,0.1,0.06,0.04,0.1,0.19
157,Magnez,%,0.05,0.05,0.03,0.03,0.04,0.34
157,Potas,%,0.04,0.05,0.04,0.04,0.06,0.23
157,Sód,%,0.006,0.005,0.002,0.004,0.006,0.006
157,Siarka,%,0.017,0.014,0.017,0.017,0.021,0.012
157,Glin,%,0.36,0.29,0.26,0.19,0.2,1.34
157,Żelazo,%,0.35,0.33,0.35,0.32,0.3,1.91
157,Mangan,Mn mg*kg-1,238,197,234,300,325,346
157,Kadm,Cd mg*kg-1,0.13,0.2,0.18,0.12,0.17,"<0,50"
157,Miedź,Cu mg*kg-1,3.5,3.8,4.5,4.8,17.1,5.27
157,Chrom,Cr mg*kg-1,4.0,4.7,5.0,4.3,4.4,6.51
157,Nikiel,Ni mg*kg-1,2.4,2.6,3.0,2.2,2.0,2.66
157,Ołów,Pb mg*kg-1,16.7,14.6,13.3,39.2,15.9,15.4
157,Cynk,Zn mg*kg-1,26.3,23.0,24.9,28.0,37.5,28.8
157,Kobalt,Co mg*kg-1,1.49,1.35,1.67,1.29,1.32,1.56
157,Wanad,V mg*kg-1,4.9,6.7,6.9,3.9,4.6,5.4
157,Lit,Li mg*kg-1,0.9,1.5,1.3,1.3,1.7,"<10,00"
157,Beryl,Be mg*kg-1,0.13,0.13,0.1,0.14,0.11,"<2,00"
157,Bar,Ba mg*kg-1,27.2,30.6,25.8,27.6,29.3,28.8
157,Stront,Sr mg*kg-1,5.0,9.2,6.7,3.3,6.2,"<10,00"
157,Lantan,La mg*kg-1,3.8,5.2,4.2,4.0,4.6,3.13
157,Rtec,Hg mg*kg-1,,,,,0.02,"<0,100"
157,Arsen,As mg*kg-1,,,,,1.36,1.61
157,Wielopierscieniowe weglowodory aromatyczne suma 13 WWA,µg*kg-1,629.0,703.0,1640.0,882.0,980.2,1443
157,WWA - naftalen,µg*kg-1,,,,,4.2,37
157,WWA - fenantren,µg*kg-1,,,,,93.0,87
157,WWA - antracen,µg*kg-1,,,,,32.7,"<25,0"
157,WWA - fluoranten,µg*kg-1,,,,,174.9,255
157,WWA - chryzen,µg*kg-1,,,,,70.2,157
157,WWA - benzo(a)antracen,µg*kg-1,,,,,84.1,138
157,WWA - benzo(a)piren,µg*kg-1,,,,,77.8,164
157,WWA - benzo(a)fluoranten,µg*kg-1,,,,,18.5,181
157,WWA - benzo(ghi)perylen,µg*kg-1,,,,,49.2,124
157,WWA - fluoren,µg*kg-1,,,,,15.5,"<25,0"
157,WWA - piren,µg*kg-1,,,,,148.2,209
157,WWA - benzo(b)fluoranten,µg*kg-1,,,,,108.8,"<25,0"
157,WWA - benzo(k)fluoranten,µg*kg-1,,,,,34.9,155
157,"WWA - dibenzo(a,h)antracen",µg*kg-1,,,,,14.2,"<25,0"
157,"WWA - indeno(1,2,3-cd)piren",µg*kg-1,,,,,76.6,154
157,Pestycydy chloroorganiczne - DDT/DDE/DDD,mg*kg-1,,,,,0.02,
157,Pestycydy chloroorganiczne - aldrin,mg*kg-1,,,,,0.001,
157,Pestycydy chloroorganiczne - dieldrin,mg*kg-1,,,,,"<0,001",
157,Pestycydy chloroorganiczne - endrin,mg*kg-1,,,,,"<0,001",
157,Pestycydy chloroorganiczne - alfa-HCH,mg*kg-1,,,,,"<0,001",
157,Pestycydy chloroorganiczne - beta-HCH,mg*kg-1,,,,,"<0,001",
157,Pestycydy chloroorganiczne - gamma-HCH,mg*kg-1,,,,,"<0,001",
157,Pestycydy - zwiazki nie chlorowe - carbaryl,mg*kg-1,,,,,"<0,001",
157,Pestycydy - zwiazki nie chlorowe - carbofuran,mg*kg-1,,,,,"<0,001",
157,Pestycydy - zwiazki nie chlorowe - maneb,mg*kg-1,,,,,,
