point_id,Uziarnienie,Jednostka,1995,2000,2005,2010,2015,2020
191,"BN-78/9180-11: 1,0-0,1 mm",udział w %,21,18,14,22,25,20
191,"BN-78/9180-11: 0,1-0,02 mm",udział w %,49,47,55,48,48,49
191,BN-78/9180-11: < 0.02 mm,udział w %,30,35,31,30,27,31
191,"PTG 2008: 2,0-0,05 mm",udział w %,,,,37,40,28
191,"PTG 2008: 0,05-0,002 mm",udział w %,,,,60,55,67
191,PTG 2008: < 0.002 mm,udział w %,6,8,4,3,5,5
191,"Odczyn ""pH "" w zawiesinie H2O",pH,6.8,7.2,7.1,7.1,6.8,6.7
191,"Odczyn ""pH "" w zawiesinie KCl",pH,5.9,6.2,6.2,6.4,6.1,6.1
191,Węglany (CaCO3),%,,,,0.17,0.16,0.02
191,Próchnica,%,1.62,1.85,1.58,1.62,1.56,2.96
191,Węgiel organiczny,%,0.94,1.07,0.92,0.94,0.9,1.72
191,Azot ogólny,%,0.097,0.082,0.077,0.108,0.09,0.14
191,Stosunek C/N,,9.7,13.0,11.9,8.7,10.1,12.29
191,Kwasowość hydrolityczna (Hh),cmol(+)*kg-1,2.33,1.98,0.9,1.73,1.5,1.5
191,Kwasowośc wymienna (Hw),cmol(+)*kg-1,,,,,,0.11
191,"Glin wymienny ""Al""",cmol(+)*kg-1,,,,,,0.05
191,Wapń wymianny (Ca2+),cmol(+)*kg-1,5.99,6.61,7.11,6.72,5.55,6.3
191,Magnez wymienny (Mg2+),cmol(+)*kg-1,0.58,0.75,0.59,1.11,0.18,1
191,Sód wymienny (Na+),cmol(+)*kg-1,0.06,0.1,0.03,0.07,0.05,"<0,10"
191,Potas wymienny (K+),cmol(+)*kg-1,0.23,0.3,0.25,0.33,0.92,0.25
191,Suma kationów wymiennych (S),cmol(+)*kg-1,6.86,7.76,7.98,8.23,6.7,7.55
191,Pojemność sorpcyjna gleby (T),cmol(+)*kg-1,9.19,9.74,8.88,9.96,8.2,9.1
191,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V),%,74.65,79.67,89.86,82.63,81.7,82.97
191,Fosfor przyswajalny,mg P2O5* 100g-1,13.4,10.4,7.2,18.8,15.2,13.5
191,Potas przyswajalny,mg K2O*100g-1,4.9,6.9,8.7,7.3,7.6,8.6
191,Magnez przyswajalny,mg Mg*100g-1,6.4,8.4,5.4,12.6,9.4,10
191,Siarka przyswajalna,mg S-SO4*100g-1,1.12,1.0,1.38,1.28,0.73,1.8
191,Azot amonowy,NNH4 mg*kg-1,,,,,10.24,2.3
191,Azot azotanowy,NNO3 mg*kg-1,,,,,1.62,34.4
191,Fosfor,%,0.054,0.057,0.047,0.046,0.04,0.048
191,Wapń,%,0.22,0.24,0.22,0.19,0.19,0.41
191,Magnez,%,0.12,0.13,0.1,0.12,0.13,0.28
191,Potas,%,0.12,0.14,0.14,0.12,0.15,0.17
191,Sód,%,0.009,0.006,0.008,0.008,0.013,0.006
191,Siarka,%,0.026,0.023,0.018,0.021,0.017,0.013
191,Glin,%,0.9,1.19,0.74,0.63,0.8,1.02
191,Żelazo,%,0.87,1.1,0.91,0.86,0.93,1.34
191,Mangan,Mn mg*kg-1,543,510,573,518,517,432
191,Kadm,Cd mg*kg-1,0.31,0.25,0.19,0.24,0.21,"<0,50"
191,Miedź,Cu mg*kg-1,10.8,9.5,10.6,12.0,14.4,11.1
191,Chrom,Cr mg*kg-1,11.2,14.3,13.4,11.9,14.7,12
191,Nikiel,Ni mg*kg-1,6.2,8.0,8.9,7.8,9.6,7.56
191,Ołów,Pb mg*kg-1,19.3,17.1,22.5,23.4,21.0,19
191,Cynk,Zn mg*kg-1,35.0,40.7,34.9,42.5,44.8,33
191,Kobalt,Co mg*kg-1,4.56,4.48,5.02,4.14,4.53,3.84
191,Wanad,V mg*kg-1,36.7,40.7,33.6,19.8,23.2,19.2
191,Lit,Li mg*kg-1,6.7,8.2,6.8,4.3,6.6,"<10,00"
191,Beryl,Be mg*kg-1,0.33,0.4,0.33,0.34,0.5,"<2,00"
191,Bar,Ba mg*kg-1,61.3,72.3,67.8,67.1,62.0,56.1
191,Stront,Sr mg*kg-1,13.1,9.7,10.2,10.4,10.9,11
191,Lantan,La mg*kg-1,14.1,12.8,14.0,12.7,14.4,13.73
191,Rtec,Hg mg*kg-1,,,,,0.05,"<0,100"
191,Arsen,As mg*kg-1,,,,,4.57,4.39
191,Wielopierscieniowe weglowodory aromatyczne suma 13 WWA,µg*kg-1,131.0,199.0,292.0,398.0,324.2,"<25,0"
191,WWA - naftalen,µg*kg-1,,,,,10.7,"<25,0"
191,WWA - fenantren,µg*kg-1,,,,,24.0,"<25,0"
191,WWA - antracen,µg*kg-1,,,,,7.4,"<25,0"
191,WWA - fluoranten,µg*kg-1,,,,,54.6,"<25,0"
191,WWA - chryzen,µg*kg-1,,,,,29.0,"<25,0"
191,WWA - benzo(a)antracen,µg*kg-1,,,,,27.4,"<25,0"
191,WWA - benzo(a)piren,µg*kg-1,,,,,29.5,"<25,0"
191,WWA - benzo(a)fluoranten,µg*kg-1,,,,,10.0,"<25,0"
191,WWA - benzo(ghi)perylen,µg*kg-1,,,,,24.6,"<25,0"
191,WWA - fluoren,µg*kg-1,,,,,6.6,"<25,0"
191,WWA - piren,µg*kg-1,,,,,47.0,"<25,0"
191,WWA - benzo(b)fluoranten,µg*kg-1,,,,,15.4,"<25,0"
191,WWA - benzo(k)fluoranten,µg*kg-1,,,,,16.8,"<25,0"
191,"WWA - dibenzo(a,h)antracen",µg*kg-1,,,,,9.6,"<25,0"
191,"WWA - indeno(1,2,3-cd)piren",µg*kg-1,,,,,32.2,"<25,0"
191,Pestycydy chloroorganiczne - DDT/DDE/DDD,mg*kg-1,,,,,0.01,
191,Pestycydy chloroorganiczne - aldrin,mg*kg-1,,,,,"<0,001",
191,Pestycydy chloroorganiczne - dieldrin,mg*kg-1,,,,,"<0,001",
191,Pestycydy chloroorganiczne - endrin,mg*kg-1,,,,,"<0,001",
191,Pestycydy chloroorganiczne - alfa-HCH,mg*kg-1,,,,,"<0,001",
191,Pestycydy chloroorganiczne - beta-HCH,mg*kg-1,,,,,"<0,001",
191,Pestycydy chloroorganiczne - gamma-HCH,mg*kg-1,,,,,"<0,001",
191,Pestycydy - zwiazki nie chlorowe - carbaryl,mg*kg-1,,,,,"<0,001",
191,Pestycydy - zwiazki nie chlorowe - carbofuran,mg*kg-1,,,,,"<0,001",
191,Pestycydy - zwiazki nie chlorowe - maneb,mg*kg-1,,,,,,
191,Pestycydy - zwiazki nie chlorowe - atrazin,mg*kg-1,,,,,"<0,001",
191,Radioaktywność,Bq*kg-1,789,711,755,774,804,722
191,Przewodnictwo elektryczne właściwe,mS*m-1,11.68,11.4,10.2,7.59,6.68,7.57575757
191,Zasolenie,mg KCl*100g-1,30.8,30.1,26.8,20.05,17.64,20
