point_id,Uziarnienie,Jednostka,1995,2000,2005,2010,2015,2020
311,"BN-78/9180-11: 1,0-0,1 mm",udział w %,16,23,20,19,23,45
311,"BN-78/9180-11: 0,1-0,02 mm",udział w %,38,34,30,42,47,28
311,BN-78/9180-11: < 0.02 mm,udział w %,46,43,50,39,30,27
311,"PTG 2008: 2,0-0,05 mm",udział w %,,,,31,35,55
311,"PTG 2008: 0,05-0,002 mm",udział w %,,,,65,58,39
311,PTG 2008: < 0.002 mm,udział w %,15,12,12,4,7,6
311,"Odczyn ""pH "" w zawiesinie H2O",pH,6.5,6.2,6.9,7.0,6.6,6.9
311,"Odczyn ""pH "" w zawiesinie KCl",pH,5.4,5.1,5.8,6.0,5.9,6.5
311,Węglany (CaCO3),%,,,,0.08,,0.04
311,Próchnica,%,1.55,1.42,1.74,1.62,1.38,2.72
311,Węgiel organiczny,%,0.89,0.82,1.01,0.94,0.8,1.58
311,Azot ogólny,%,0.09,0.07,0.072,0.083,0.1,0.11
311,Stosunek C/N,,9.9,11.7,14.0,11.3,8.0,14.36
311,Kwasowość hydrolityczna (Hh),cmol(+)*kg-1,3.3,3.23,2.92,2.1,1.8,1.7
311,Kwasowośc wymienna (Hw),cmol(+)*kg-1,,,,,,0.05
311,"Glin wymienny ""Al""",cmol(+)*kg-1,,,,,,"<0,0022"
311,Wapń wymianny (Ca2+),cmol(+)*kg-1,6.49,5.74,6.05,6.74,3.87,5.7
311,Magnez wymienny (Mg2+),cmol(+)*kg-1,1.2,0.92,1.4,2.37,0.5,1
311,Sód wymienny (Na+),cmol(+)*kg-1,0.06,0.1,0.03,0.07,0.02,"<0,10"
311,Potas wymienny (K+),cmol(+)*kg-1,0.38,0.65,0.49,0.52,1.53,1.01
311,Suma kationów wymiennych (S),cmol(+)*kg-1,8.13,7.41,7.97,9.7,5.92,7.71
311,Pojemność sorpcyjna gleby (T),cmol(+)*kg-1,11.43,10.64,10.89,11.8,7.72,12.3
311,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V),%,71.13,69.64,73.19,82.2,76.69,62.68
311,Fosfor przyswajalny,mg P2O5* 100g-1,11.2,18.1,12.7,13.2,15.1,23.9
311,Potas przyswajalny,mg K2O*100g-1,12.4,23.0,20.1,14.8,25.2,42.8
311,Magnez przyswajalny,mg Mg*100g-1,10.8,9.2,28.5,21.7,14.2,10.7
311,Siarka przyswajalna,mg S-SO4*100g-1,1.25,1.38,1.28,0.95,0.83,7.1
311,Azot amonowy,NNH4 mg*kg-1,,,,,12.36,2.3
311,Azot azotanowy,NNO3 mg*kg-1,,,,,2.68,60.2
311,Fosfor,%,0.053,0.061,0.054,0.049,0.05,0.053
