point_id,Uziarnienie,Jednostka,1995,2000,2005,2010,2015,2020
371,"BN-78/9180-11: 1,0-0,1 mm",udział w %,54,61,51,34,41,61
371,"BN-78/9180-11: 0,1-0,02 mm",udział w %,18,15,18,18,14,24
371,BN-78/9180-11: < 0.02 mm,udział w %,28,24,31,48,45,15
371,"PTG 2008: 2,0-0,05 mm",udział w %,,,,41,45,75
371,"PTG 2008: 0,05-0,002 mm",udział w %,,,,40,35,20
371,PTG 2008: < 0.002 mm,udział w %,8,6,7,19,20,5
371,"Odczyn ""pH "" w zawiesinie H2O",pH,6.9,6.1,6.5,6.9,6.6,6.4
371,"Odczyn ""pH "" w zawiesinie KCl",pH,6.0,5.8,5.4,5.7,5.9,5.6
371,Węglany (CaCO3),%,,,,,,0.5
371,Próchnica,%,2.13,2.17,1.96,3.83,3.52,4.53
371,Węgiel organiczny,%,1.23,1.26,1.14,2.22,2.04,2.63
371,Azot ogólny,%,0.136,0.124,0.116,0.224,0.22,0.29
371,Stosunek C/N,,9.0,10.2,9.8,9.9,9.3,9.07
371,Kwasowość hydrolityczna (Hh),cmol(+)*kg-1,1.35,1.25,1.35,3.15,2.48,4.2
371,Kwasowośc wymienna (Hw),cmol(+)*kg-1,,,,,,0.1
371,"Glin wymienny ""Al""",cmol(+)*kg-1,,,,,,"<0,0022"
371,Wapń wymianny (Ca2+),cmol(+)*kg-1,13.72,12.32,12.98,16.4,13.15,16
371,Magnez wymienny (Mg2+),cmol(+)*kg-1,0.35,0.48,1.12,3.99,1.14,4.17
371,Sód wymienny (Na+),cmol(+)*kg-1,0.1,0.06,0.06,0.15,0.3,"<0,10"
371,Potas wymienny (K+),cmol(+)*kg-1,0.38,0.34,0.61,1.23,5.14,0.32
371,Suma kationów wymiennych (S),cmol(+)*kg-1,14.55,13.2,14.77,21.78,19.73,20.49
371,Pojemność sorpcyjna gleby (T),cmol(+)*kg-1,15.9,14.45,16.12,24.93,22.21,26.6
371,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V),%,91.51,91.35,91.63,87.36,88.84,77.03
371,Fosfor przyswajalny,mg P2O5* 100g-1,43.0,36.2,19.6,17.0,18.4,1.9
371,Potas przyswajalny,mg K2O*100g-1,7.5,9.0,12.6,43.4,80.2,6.4
371,Magnez przyswajalny,mg Mg*100g-1,2.3,3.6,6.6,35.7,32.1,28.7
371,Siarka przyswajalna,mg S-SO4*100g-1,1.5,1.25,1.38,1.7,1.01,5.8
371,Azot amonowy,NNH4 mg*kg-1,,,,,7.06,2.3
371,Azot azotanowy,NNO3 mg*kg-1,,,,,22.34,19.1
371,Fosfor,%,0.098,0.091,0.086,0.074,0.07,0.055
371,Wapń,%,0.47,0.39,0.33,0.34,0.32,0.28
371,Magnez,%,0.18,0.14,0.2,0.22,0.21,0.25
371,Potas,%,0.17,0.13,0.22,0.21,0.2,0.22
371,Sód,%,0.008,0.005,0.01,0.006,0.005,0.005
371,Siarka,%,0.024,0.019,0.022,0.028,0.028,0.033
371,Glin,%,0.97,0.6,0.8,0.8,0.64,1.24
371,Żelazo,%,0.85,0.72,1.13,1.44,1.45,1.55
371,Mangan,Mn mg*kg-1,768,788,719,694,484,684
371,Kadm,Cd mg*kg-1,0.37,0.31,0.29,0.27,0.21,"<0,50"
371,Miedź,Cu mg*kg-1,11.5,9.0,10.3,19.9,18.7,13.6
371,Chrom,Cr mg*kg-1,12.5,10.7,12.3,13.9,14.7,17.4
371,Nikiel,Ni mg*kg-1,11.3,7.7,10.0,21.7,21.3,17.7
371,Ołów,Pb mg*kg-1,16.4,14.0,12.0,18.1,14.7,21
371,Cynk,Zn mg*kg-1,46.7,46.7,45.7,69.7,49.3,56.6
371,Kobalt,Co mg*kg-1,5.6,4.51,5.6,7.9,6.21,6.53
371,Wanad,V mg*kg-1,23.7,23.3,23.8,20.6,18.8,21.4
371,Lit,Li mg*kg-1,10.4,7.1,11.9,9.4,11.4,13.6
371,Beryl,Be mg*kg-1,0.33,0.3,0.43,0.54,0.55,"<2,00"
371,Bar,Ba mg*kg-1,89.0,80.3,85.6,76.8,57.3,94.2
371,Stront,Sr mg*kg-1,181.0,165.0,187.1,20.5,19.2,71.1
371,Lantan,La mg*kg-1,7.7,7.7,7.9,7.9,6.9,10.68
371,Rtec,Hg mg*kg-1,,,,,0.05,"<0,100"
371,Arsen,As mg*kg-1,,,,,5.48,5.4
371,Wielopierscieniowe weglowodory aromatyczne suma 13 WWA,µg*kg-1,93.0,151.0,124.0,151.0,89.4,120
371,WWA - naftalen,µg*kg-1,,,,,2.5,"<25,0"
371,WWA - fenantren,µg*kg-1,,,,,18.5,"<25,0"
371,WWA - antracen,µg*kg-1,,,,,2.7,"<25,0"
371,WWA - fluoranten,µg*kg-1,,,,,10.9,36
371,WWA - chryzen,µg*kg-1,,,,,5.8,"<25,0"
371,WWA - benzo(a)antracen,µg*kg-1,,,,,5.2,31
371,WWA - benzo(a)piren,µg*kg-1,,,,,6.6,"<25,0"
371,WWA - benzo(a)fluoranten,µg*kg-1,,,,,3.6,"<25,0"
371,WWA - benzo(ghi)perylen,µg*kg-1,,,,,7.3,"<25,0"
371,WWA - fluoren,µg*kg-1,,,,,2.9,"<25,0"
371,WWA - piren,µg*kg-1,,,,,9.1,27
371,WWA - benzo(b)fluoranten,µg*kg-1,,,,,4.1,"<25,0"
371,WWA - benzo(k)fluoranten,µg*kg-1,,,,,4.5,"<25,0"
371,"WWA - dibenzo(a,h)antracen",µg*kg-1,,,,,4.1,"<25,0"
371,"WWA - indeno(1,2,3-cd)piren",µg*kg-1,,,,,7.7,26
371,Pestycydy chloroorganiczne - DDT/DDE/DDD,mg*kg-1,,,,,0.003,
371,Pestycydy chloroorganiczne - aldrin,mg*kg-1,,,,,"<0,001",
371,Pestycydy chloroorganiczne - dieldrin,mg*kg-1,,,,,"<0,001",
371,Pestycydy chloroorganiczne - endrin,mg*kg-1,,,,,"<0,001",
371,Pestycydy chloroorganiczne - alfa-HCH,mg*kg-1,,,,,"<0,001",
371,Pestycydy chloroorganiczne - beta-HCH,mg*kg-1,,,,,"<0,001",
371,Pestycydy chloroorganiczne - gamma-HCH,mg*kg-1,,,,,"<0,001",
371,Pestycydy - zwiazki nie chlorowe - carbaryl,mg*kg-1,,,,,0.001,
371,Pestycydy - zwiazki nie chlorowe - carbofuran,mg*kg-1,,,,,"<0,001",
371,Pestycydy - zwiazki nie chlorowe - maneb,mg*kg-1,,,,,,
371,Pestycydy - zwiazki nie chlorowe - atrazin,mg*kg-1,,,,,0.001,
371,Radioaktywność,Bq*kg-1,491,442,476,618,828,408
371,Przewodnictwo elektryczne właściwe,mS*m-1,10.38,8.4,8.0,7.04,11.04,6.44
371,Zasolenie,mg KCl*100g-1,27.4,22.2,21.0,18.6,29.15,17
