point_id,year,ArsenAs mg*kg-1,Azot amonowyNNH4 mg*kg-1,Azot azotanowyNNO3 mg*kg-1,Azot ogólny%,"BN-78/9180-11: 0,1-0,02 mmudział w %","BN-78/9180-11: 1,0-0,1 mmudział w %",BN-78/9180-11: < 0.02 mmudział w %,BarBa mg*kg-1,BerylBe mg*kg-1,ChromCr mg*kg-1,CynkZn mg*kg-1,Fosfor przyswajalnymg P2O5* 100g-1,Fosfor%,"Glin wymienny ""Al""cmol(+)*kg-1",Glin%,KadmCd mg*kg-1,KobaltCo mg*kg-1,Kwasowośc wymienna (Hw)cmol(+)*kg-1,Kwasowość hydrolityczna (Hh)cmol(+)*kg-1,LantanLa mg*kg-1,LitLi mg*kg-1,Magnez przyswajalnymg Mg*100g-1,Magnez wymienny (Mg2+)cmol(+)*kg-1,Magnez%,ManganMn mg*kg-1,MiedźCu mg*kg-1,NikielNi mg*kg-1,"Odczyn ""pH "" w zawiesinie H2OpH","Odczyn ""pH "" w zawiesinie KClpH",OłówPb mg*kg-1,"PTG 2008: 0,05-0,002 mmudział w %","PTG 2008: 2,0-0,05 mmudział w %",PTG 2008: < 0.002 mmudział w %,Pestycydy - zwiazki nie chlorowe - atrazinmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbarylmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbofuranmg*kg-1,Pestycydy chloroorganiczne - DDT/DDE/DDDmg*kg-1,Pestycydy chloroorganiczne - aldrinmg*kg-1,Pestycydy chloroorganiczne - alfa-HCHmg*kg-1,Pestycydy chloroorganiczne - beta-HCHmg*kg-1,Pestycydy chloroorganiczne - dieldrinmg*kg-1,Pestycydy chloroorganiczne - endrinmg*kg-1,Pestycydy chloroorganiczne - gamma-HCHmg*kg-1,Pojemność sorpcyjna gleby (T)cmol(+)*kg-1,Potas przyswajalnymg K2O*100g-1,Potas wymienny (K+)cmol(+)*kg-1,Potas%,Przewodnictwo elektryczne właściwemS*m-1,Próchnica%,RadioaktywnośćBq*kg-1,RtecHg mg*kg-1,Siarka przyswajalnamg S-SO4*100g-1,Siarka%,Stosunek C/Nnan,StrontSr mg*kg-1,Suma kationów wymiennych (S)cmol(+)*kg-1,Sód wymienny (Na+)cmol(+)*kg-1,Sód%,WWA - antracenµg*kg-1,WWA - benzo(a)antracenµg*kg-1,WWA - benzo(a)fluorantenµg*kg-1,WWA - benzo(a)pirenµg*kg-1,WWA - benzo(b)fluorantenµg*kg-1,WWA - benzo(ghi)perylenµg*kg-1,WWA - benzo(k)fluorantenµg*kg-1,WWA - chryzenµg*kg-1,"WWA - dibenzo(a,h)antracenµg*kg-1",WWA - fenantrenµg*kg-1,WWA - fluorantenµg*kg-1,WWA - fluorenµg*kg-1,"WWA - indeno(1,2,3-cd)pirenµg*kg-1",WWA - naftalenµg*kg-1,WWA - pirenµg*kg-1,WanadV mg*kg-1,Wapń wymianny (Ca2+)cmol(+)*kg-1,Wapń%,Wielopierscieniowe weglowodory aromatyczne suma 13 WWAµg*kg-1,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V)%,Węgiel organiczny%,Węglany (CaCO3)%,Zasoleniemg KCl*100g-1,Żelazo%
219,2015,2.49,7.91,3.35,0.11,27,56,17,39.6,0.25,8.5,52.5,13.9,0.04,0.16,0.49,0.13,2.59,0.39,2.85,8.4,4.2,7.3,0.42,0.08,179,5.7,5.4,5.2,4.3,10.2,24,71,5,"<0,001","<0,001","<0,001",0.012,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",6.5,22.4,0.74,0.11,11.64,1.47,679,0.02,0.72,0.015,7.8,6.2,3.65,0.05,0.007,5.2,14.0,5.8,19.8,36.3,22.0,14.0,19.3,7.5,70.1,31.2,1.5,19.9,5.4,20.6,11.2,2.45,0.1,281.3,56.14,0.86,,30.73,0.6
219,2020,3.12,1,49.1,0.1,25,56,19,28.3,"<2,00",6.45,18.9,17.7,0.045,0.02,0.28,"<0,50",1.56,0.09,2,14.5,"<10,00",6.8,0.72,0.06,152,4,4.33,6.6,6.5,9.3,27,69,4,,,,,,,,,,,9.4,14.2,0.25,0.07,13.6363636,3.65,381,"<0,100",5.23,0.013,21.2,"<10,00",6.83,"<0,10",0.004,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",8.95,5.8,0.12,"<25,0",72.66,2.12,0.03,36,0.33
221,1995,,,,0.069,30.0,50.0,20.0,40.5,0.23,7.3,30.7,42.6,0.098,,0.68,0.23,2.06,,3.22,8.8,5.5,8.4,0.71,0.07,223.0,5.9,4.5,6.5,5.5,13.6,,,5.0,,,,,,,,,,,8.09,18.8,0.57,0.08,7.96,2.18,444.0,,0.63,0.026,18.3,11.6,4.87,0.1,0.005,,,,,,,,,,,,,,,,5.7,3.49,0.13,786.0,60.2,1.26,,21.0,0.52
221,2000,,,,0.081,31.0,51.0,18.0,36.2,0.2,6.5,28.7,37.0,0.111,,0.57,0.21,1.85,,3.45,8.2,5.4,6.1,0.58,0.06,190.0,7.3,4.1,6.4,5.3,13.5,,,3.0,,,,,,,,,,,7.84,16.0,0.51,0.05,6.4,2.07,443.0,,0.63,0.023,14.8,10.6,4.39,0.06,0.004,,,,,,,,,,,,,,,,6.3,3.24,0.1,858.0,55.99,1.2,,17.0,0.47
221,2005,,,,0.081,31.0,48.0,21.0,32.7,0.17,7.5,27.3,36.3,0.114,,0.5,0.19,2.23,,3.4,6.9,4.8,23.4,1.98,0.06,238.0,7.6,3.7,6.4,5.5,16.3,,,3.0,,,,,,,,,,,10.22,36.8,0.9,0.06,13.5,1.8,434.0,,1.01,0.021,12.8,9.2,6.82,0.02,0.005,,,,,,,,,,,,,,,,7.9,3.92,0.19,984.0,66.73,1.04,,35.6,0.48
221,2010,,,,0.096,30.0,50.0,20.0,36.2,0.19,6.9,43.5,51.8,0.099,,0.42,0.17,2.08,,2.7,7.7,3.2,13.7,1.23,0.07,220.0,7.6,4.9,6.6,5.6,15.0,33.0,65.0,2.0,,,,,,,,,,,7.73,25.6,0.69,0.07,7.49,1.72,426.0,,1.33,0.024,10.4,6.8,5.03,0.14,0.004,,,,,,,,,,,,,,,,9.8,2.97,0.12,806.8,65.09,1.0,,19.77,0.49
221,2015,3.05,9.77,17.46,0.1,37,51,12,37.2,0.18,6.7,48.4,45.9,0.11,,0.36,0.19,1.84,,1.73,6.3,3.2,14.0,0.57,0.07,243,7.6,4.8,6.7,6.2,15.3,27,72,1,"<0,001",0.004,"<0,001",0.125,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",6.95,23.9,1.35,0.06,10.07,1.85,636,0.03,1.08,0.021,10.7,7.8,5.22,0.08,0.006,6.6,50.1,12.4,62.4,98.0,57.7,33.6,61.9,15.6,38.4,112.2,4.5,71.1,6.0,95.6,11.2,3.22,0.16,707.8,75.09,1.07,,26.58,0.41
221,2020,2.89,1,32,0.12,33,44,23,35.6,"<2,00",7.35,46.4,30.5,0.033,0.01,0.42,"<0,50",2.3,0.11,3,8.34,"<10,00",8.1,0.75,0.07,276,6.26,5.55,6.4,5.4,13.4,41,55,4,,,,,,,,,,,9.4,27.3,0.71,0.06,6.81818181,1.2,271,"<0,100",4.3,0.019,5.83,"<10,00",4.56,"<0,10",0.002,81,588,"<25,0",735,778,680,692,661,"<25,0",274,1190,"<25,0",818,"<25,0",996,11,3.1,0.1,7493,48.51,0.7,0.04,18,0.61
223,1995,,,,0.082,32.0,48.0,20.0,46.7,0.2,5.8,38.3,13.0,0.022,,0.59,0.29,1.73,,1.87,9.7,7.8,6.8,0.66,0.08,405.0,4.0,4.0,6.8,5.8,12.4,,,3.0,,,,,,,,,,,6.53,10.4,0.45,0.08,7.35,1.23,465.0,,1.25,0.016,8.7,9.0,4.66,0.06,0.006,,,,,,,,,,,,,,,,8.3,3.49,0.13,139.0,71.36,0.71,,19.4,0.57
223,2000,,,,0.098,35.0,44.0,21.0,46.0,0.2,8.0,36.3,10.2,0.029,,0.51,0.26,2.21,,1.43,9.9,6.4,5.8,0.56,0.07,370.0,4.5,3.7,6.8,5.7,13.9,,,4.0,,,,,,,,,,,5.94,13.3,0.4,0.07,8.2,1.36,513.0,,1.5,0.017,8.1,8.2,4.51,0.06,0.006,,,,,,,,,,,,,,,,6.7,3.49,0.11,119.0,75.93,0.79,,21.6,0.5
223,2005,,,,0.085,33.0,45.0,22.0,40.3,0.17,5.9,36.2,9.9,0.035,,0.51,0.27,1.86,,1.83,8.4,5.9,6.8,0.65,0.07,342.0,4.8,3.7,6.6,5.6,13.6,,,3.0,,,,,,,,,,,6.53,12.8,0.33,0.06,9.1,1.2,507.0,,1.18,0.017,8.2,7.7,4.7,0.03,0.007,,,,,,,,,,,,,,,,7.7,3.69,0.11,225.0,71.98,0.7,,24.1,0.53
223,2010,,,,0.078,36.0,45.0,19.0,43.4,0.18,5.7,40.2,8.7,0.042,0.08,0.36,0.21,2.51,0.19,2.4,7.0,3.0,5.1,0.4,0.05,401.0,4.8,4.8,6.2,5.2,13.7,42.0,57.0,1.0,,,,,,,,,,,5.5,11.1,0.3,0.05,5.18,1.29,479.0,,1.4,0.013,9.6,4.7,3.1,0.05,0.007,,,,,,,,,,,,,,,,8.2,2.34,0.07,451.0,56.33,0.75,,13.66,0.53
223,2015,2.69,9.16,1.82,0.13,35,43,22,43.2,0.24,5.8,28.1,11.2,0.04,0.09,0.37,0.16,2.19,0.28,2.1,6.2,2.3,4.6,0.31,0.05,316,4.4,4.6,5.9,5.2,10.4,44,54,2,"<0,001","<0,001","<0,001",0.028,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",5.2,15.1,0.55,0.04,7.67,1.31,598,0.02,0.94,0.016,5.8,5.3,3.1,0.05,0.006,4.7,22.6,6.5,28.9,42.3,22.1,15.5,27.5,7.1,36.3,59.0,4.5,26.7,5.4,48.2,8.5,2.2,0.09,345.4,59.63,0.76,,20.25,0.42
223,2020,4.53,2.2,20.7,0.13,29,40,31,49.6,"<2,00",7.91,36.8,11.6,0.052,0.01,0.51,"<0,50",3.34,0.07,1.7,9.54,"<10,00",4.9,0.53,0.11,397,2.68,6.37,6.8,6.1,13.3,44,50,6,,,,,,,,,,,8.3,16,0.43,0.12,4.54545454,3.15,418,"<0,100",2.2,0.02,14.08,"<10,00",6.06,"<0,10",0.005,"<25,0",29,"<25,0",43,43,45,37,37,"<25,0","<25,0",63,"<25,0",73,"<25,0",54,11.8,5.1,0.1,424,73.01,1.83,0.02,12,0.74
225,1995,,,,0.08,14.0,78.0,8.0,14.5,0.1,2.8,13.5,11.0,0.011,0.95,0.39,0.13,0.51,1.07,3.75,5.3,2.9,0.6,0.08,0.03,82.0,1.5,2.5,5.3,4.1,9.3,,,3.0,,,,,,,,,,,4.72,2.4,0.11,0.04,2.42,1.65,206.0,,1.25,0.019,12.0,3.8,0.97,0.03,0.003,,,,,,,,,,,,,,,,5.8,0.75,0.03,277.0,20.55,0.96,,6.4,0.36
225,2000,,,,0.09,10.0,83.0,7.0,13.1,0.07,4.3,11.8,11.9,0.014,0.79,0.36,0.09,0.74,0.89,3.38,4.7,2.3,1.0,0.09,0.02,74.0,2.0,1.9,5.7,4.3,10.4,,,2.0,,,,,,,,,,,4.52,4.0,0.15,0.03,3.1,1.83,210.0,,1.25,0.019,11.8,2.8,1.14,0.03,0.003,,,,,,,,,,,,,,,,6.7,0.87,0.04,390.0,25.22,1.06,,8.2,0.24
225,2005,,,,0.089,14.0,79.0,7.0,15.0,0.07,2.6,14.0,13.6,0.021,0.86,0.37,0.06,0.67,1.0,3.75,4.3,3.1,1.0,0.09,0.03,79.0,2.3,2.0,5.4,4.3,9.0,,,1.0,,,,,,,,,,,4.98,8.2,0.24,0.04,4.2,1.67,235.0,,0.98,0.016,10.9,3.0,1.23,0.04,0.005,,,,,,,,,,,,,,,,6.2,0.86,0.04,353.0,24.7,0.97,,11.2,0.32
225,2010,,,,0.086,11.0,83.0,6.0,11.1,0.09,3.4,19.3,18.2,0.051,0.93,0.28,0.07,0.83,1.14,3.6,4.0,1.7,1.0,0.09,0.02,90.0,3.1,2.5,5.1,4.0,9.7,9.0,90.0,1.0,,,,,,,,,,,4.22,7.4,0.19,0.03,5.21,1.79,395.0,,1.04,0.014,12.1,1.7,0.62,0.06,0.007,,,,,,,,,,,,,,,,4.7,0.28,0.02,236.4,14.62,1.04,,13.75,0.32
225,2015,1.77,7.42,3.09,0.1,15,78,7,13.1,0.09,3.2,11.7,20.3,0.05,1.24,0.24,0.04,0.7,1.56,4.43,3.0,1.1,1.4,0.18,0.02,85,3.0,2.1,4.2,3.2,8.4,12,87,1,"<0,001","<0,001","<0,001",0.005,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",5.07,7.3,0.12,0.01,6.24,1.71,756,0.01,0.73,0.015,9.9,1.6,0.64,0.05,0.003,6.0,32.9,8.5,38.5,60.4,30.7,21.6,39.7,7.9,25.4,68.4,4.0,35.4,6.5,57.9,4.3,0.3,0.01,428.7,12.69,0.99,,16.47,0.29
225,2020,1.67,2.7,21.1,0.11,24,61,15,10.9,"<2,00",3.16,12.6,10,0.037,0.36,0.84,"<0,50","<1,00",0.63,3.5,3.85,"<10,00",1.4,0.15,0.25,105,"<2,00","<2,00",5.4,4.4,7.9,21,75,4,,,,,,,,,,,4.7,4.4,0.18,0.2,"<1,00",1.21,221,"<0,100",3.2,0.011,6.36,"<10,00",1.43,"<0,10",0.006,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",37,"<25,0","<25,0",4.88,1.1,0.22,37,30.43,0.7,"<0,01","<10,00",1.08
229,1995,,,,0.074,59.0,18.0,23.0,43.3,0.3,8.2,26.2,15.7,0.036,,0.67,0.32,2.03,,1.65,14.2,4.6,4.5,0.49,0.11,395.0,4.5,5.7,6.7,5.5,12.3,,,3.0,,,,,,,,,,,8.41,15.2,0.47,0.1,8.65,1.61,537.0,,1.25,0.02,12.6,10.2,6.76,0.06,0.006,,,,,,,,,,,,,,,,15.0,5.74,0.19,499.0,80.38,0.93,,22.8,0.67
229,2000,,,,0.065,60.0,16.0,24.0,46.3,0.23,10.2,26.5,14.8,0.034,,0.58,0.26,3.12,,1.6,13.5,5.1,5.1,0.49,0.1,417.0,4.5,5.2,7.3,5.8,11.5,,,3.0,,,,,,,,,,,8.13,18.0,0.49,0.08,11.2,1.41,607.0,,1.25,0.018,12.6,10.1,6.53,0.06,0.006,,,,,,,,,,,,,,,,13.3,5.49,0.2,552.0,80.32,0.82,,29.6,0.62
229,2005,,,,0.06,58.0,17.0,25.0,42.5,0.2,7.2,25.1,16.8,0.042,,0.62,0.2,3.96,,2.08,11.8,4.2,4.6,0.49,0.1,462.0,5.2,4.7,6.8,5.3,13.3,,,4.0,,,,,,,,,,,9.03,15.5,0.44,0.09,10.6,1.42,575.0,,1.11,0.019,13.7,8.7,6.95,0.03,0.008,,,,,,,,,,,,,,,,13.1,5.99,0.18,432.0,76.97,0.82,,27.9,0.68
229,2010,,,,0.082,62.0,14.0,24.0,44.9,0.26,8.5,34.7,13.2,0.047,,0.56,0.14,3.31,,1.35,12.5,3.7,6.5,0.52,0.1,477.0,5.1,7.2,7.2,6.4,13.1,66.0,32.0,2.0,,,,,,,,,,,6.74,11.1,0.29,0.09,6.5,1.48,740.0,,1.24,0.016,10.5,8.0,5.39,0.11,0.008,,,,,,,,,,,,,,,,11.0,4.47,0.17,868.2,79.97,0.86,0.12,17.15,0.64
229,2015,2.08,5.65,28.18,0.1,65,14,21,40.1,0.2,6.8,17.3,12.9,0.04,,0.42,0.11,2.66,,1.2,9.0,2.3,4.9,0.15,0.07,388,4.2,5.5,6.6,6.0,10.6,61,36,3,"<0,001","<0,001","<0,001",0.021,"<0,001","<0,001","<0,001","<0,001","<0,001",0.006,5.52,7.5,0.51,0.03,11.04,1.28,684,0.05,0.9,0.014,7.4,6.5,4.32,0.07,0.004,5.0,17.4,6.3,21.7,31.4,18.4,12.6,19.4,7.4,14.7,34.2,1.2,18.3,6.0,27.9,8.8,3.59,0.15,229.7,78.26,0.74,,29.15,0.52
229,2020,2.7,2.8,34.5,0.1,18,57,25,44.9,"<2,00",7.58,21.9,17.1,0.034,"<0,0022",0.4,"<0,50",2.95,7,1.2,13.19,"<10,00",4.8,0.47,0.07,429,4.8,5.6,7.3,6.9,13.2,23,69,8,,,,,,,,,,,12,8,0.1,0.07,9.84848484,0.86,556,"<0,100",2.6,0.013,5,"<10,00",7.57,"<0,10",0.004,"<25,0",36,43,46,"<25,0",29,38,38,"<25,0","<25,0",67,"<25,0",35,"<25,0",56,9.98,7,0.14,345,63.08,0.5,0.03,26,0.5
231,1995,,,,0.087,12.0,82.0,6.0,19.4,0.13,3.8,15.2,22.0,0.068,,0.38,0.08,0.91,,3.3,5.3,2.1,4.4,0.37,0.05,142.0,3.0,1.8,6.2,5.1,12.1,,,3.0,,,,,,,,,,,6.02,10.7,0.32,0.05,4.84,1.65,398.0,,0.5,0.024,11.0,5.2,2.72,0.03,0.005,,,,,,,,,,,,,,,,4.1,2.0,0.15,119.0,45.18,0.96,,12.8,0.34
231,2000,,,,0.09,15.0,79.0,6.0,18.1,0.13,3.7,16.2,17.5,0.071,,0.31,0.09,0.93,,3.68,4.8,2.1,3.9,0.35,0.04,125.0,2.5,2.5,5.8,5.0,11.9,,,2.0,,,,,,,,,,,5.99,6.9,0.18,0.04,4.3,1.67,307.0,,0.63,0.02,10.8,4.1,2.31,0.03,0.004,,,,,,,,,,,,,,,,5.0,1.75,0.15,264.0,38.56,0.97,,11.4,0.28
231,2005,,,,0.089,13.0,78.0,9.0,18.9,0.07,3.2,15.4,16.4,0.067,,0.34,0.06,0.7,,3.6,4.8,1.8,3.4,0.31,0.03,166.0,3.4,2.0,6.2,5.1,10.0,,,2.0,,,,,,,,,,,5.98,8.7,0.13,0.04,6.0,1.33,338.0,,0.63,0.02,8.6,4.7,2.38,0.03,0.004,,,,,,,,,,,,,,,,6.0,1.91,0.15,305.0,39.8,0.77,,16.0,0.35
231,2010,,,,0.075,11.0,81.0,8.0,17.1,0.11,3.6,22.0,19.4,0.062,0.21,0.26,0.08,0.93,0.37,3.0,4.1,1.5,2.9,0.26,0.03,154.0,3.6,2.4,5.9,4.6,10.7,10.0,89.0,1.0,,,,,,,,,,,4.89,12.2,0.31,0.04,6.22,1.48,331.0,,0.98,0.012,11.5,3.6,1.89,0.08,0.002,,,,,,,,,,,,,,,,4.5,1.25,0.05,142.1,38.7,0.86,,16.41,0.3
231,2015,1.46,11.57,12.28,0.1,10,81,9,16.9,0.13,3.4,13.0,20.3,0.06,0.28,0.25,0.07,0.86,0.58,3.23,3.7,1.4,3.0,0.23,0.03,143,3.3,2.0,4.8,3.8,8.6,7,90,3,"<0,001","<0,001","<0,001",0.117,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",4.87,9.2,0.29,0.01,6.21,1.59,487,0.01,0.8,0.014,9.2,3.6,1.64,0.02,0.002,3.7,30.9,8.3,48.7,75.3,41.2,27.5,45.3,8.5,19.3,74.6,3.1,45.7,3.5,64.8,4.4,1.1,0.05,488.6,33.62,0.92,,16.39,0.28
231,2020,1.32,2.1,26.6,0.08,27,60,13,13.5,"<2,00",3.44,15.7,24.5,0.071,"<0,0022",0.7,"<0,50","<1,00",0.58,2.4,4.79,"<10,00",2.1,0.18,0.21,139,"<2,00",2.04,5.2,4.2,8.94,23,73,4,,,,,,,,,,,3,8.4,0.27,0.11,6.06060606,1.14,245,"<0,100",3.9,0.014,8.25,"<10,00",1.75,"<0,10",0.005,"<25,0",40,"<25,0",65,81,76,61,60,"<25,0","<25,0",90,"<25,0",114,"<25,0",73,4.28,1.3,0.3,660,58.33,0.66,"<0,01",16,0.71
233,1995,,,,0.106,22.0,62.0,16.0,27.3,0.17,5.0,22.7,12.8,0.046,0.51,0.44,0.17,1.92,0.65,3.75,7.8,3.4,4.1,0.37,0.07,238.0,3.7,5.3,5.3,4.3,15.9,,,6.0,,,,,,,,,,,5.95,16.6,0.43,0.07,4.99,1.88,440.0,,1.25,0.021,10.3,5.9,2.2,0.03,0.005,,,,,,,,,,,,,,,,7.0,1.37,0.06,169.0,36.97,1.09,,13.0,0.43
233,2000,,,,0.111,26.0,59.0,15.0,27.7,0.17,6.8,24.1,20.0,0.043,0.0,0.41,0.18,2.12,0.0,2.08,6.8,3.7,8.6,0.65,0.09,251.0,4.0,4.2,7.1,6.1,17.5,,,4.0,,,,,,,,,,,7.05,25.3,0.67,0.09,6.5,1.91,404.0,,1.25,0.018,10.0,5.7,4.97,0.06,0.006,,,,,,,,,,,,,,,,6.7,3.59,0.09,231.0,70.5,1.11,,17.2,0.44
233,2005,,,,0.102,21.0,66.0,13.0,29.9,0.16,5.4,22.0,13.3,0.055,,0.39,0.18,2.46,,2.7,10.3,3.6,8.8,0.7,0.1,219.0,3.6,4.7,6.8,5.6,19.6,,,4.0,,,,,,,,,,,6.92,25.5,0.7,0.08,6.9,1.74,428.0,,1.5,0.021,9.9,5.5,4.22,0.03,0.008,,,,,,,,,,,,,,,,8.2,2.79,0.1,214.0,60.98,1.01,,18.3,0.4
233,2010,,,,0.074,11.0,73.0,16.0,31.1,0.17,5.1,24.5,13.2,0.056,0.73,0.31,0.08,2.17,1.03,3.98,6.9,2.2,3.2,0.23,0.06,343.0,5.0,4.3,5.3,4.0,16.3,19.0,79.0,2.0,,,,,,,,,,,5.57,12.0,0.36,0.07,5.84,1.33,503.0,,0.91,0.014,10.4,3.1,1.59,0.04,0.004,,,,,,,,,,,,,,,,6.9,0.95,0.06,187.4,28.52,0.77,,15.42,0.52
233,2015,2.22,32.48,45.12,0.1,14,74,12,28.7,0.17,5.2,24.3,21.1,0.06,0.39,0.27,0.07,1.82,0.81,3.98,6.0,2.6,4.2,0.41,0.06,297,5.2,4.2,5.2,4.4,14.1,16,80,4,"<0,001","<0,001","<0,001",0.029,"<0,001","<0,001","<0,001","<0,001","<0,001",0.001,6.14,21.1,0.37,0.06,16.96,1.7,385,0.01,1.41,0.016,9.9,3.5,2.16,0.03,0.006,3.9,9.8,5.3,13.0,8.3,11.3,9.0,13.5,4.7,18.8,19.6,3.2,14.4,2.9,17.1,6.8,1.34,0.05,146.5,35.23,0.99,,44.77,0.53
233,2020,2.58,1,33.5,0.12,23,56,21,29.6,"<2,00",6.23,23.5,19.1,0.026,0.03,0.64,"<0,50",2.11,0.26,3.8,7.2,"<10,00",4.8,0.45,0.1,318,4.22,4.43,5.5,4.6,13.5,27,69,4,,,,,,,,,,,7.2,16.6,0.28,0.09,13.2575757,0.91,355,"<0,100",3.8,0.011,4.42,"<10,00",3.13,"<0,10",0.003,"<25,0","<25,0",30,26,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",38,"<25,0","<25,0","<25,0",32,7.76,2.4,0.18,96,43.47,0.53,0.02,35,0.69
235,1995,,,,0.094,17.0,63.0,20.0,45.7,0.3,8.7,38.3,12.0,0.049,0.1,0.8,0.32,3.09,0.28,2.62,9.5,7.3,10.3,0.99,0.15,265.0,5.7,7.7,5.6,4.8,16.9,,,7.0,,,,,,,,,,,9.2,7.8,0.25,0.12,17.6,1.45,452.0,,1.88,0.019,8.9,12.3,6.58,0.1,0.008,,,,,,,,,,,,,,,,15.0,5.24,0.18,434.0,71.52,0.84,,46.5,0.76
235,2000,,,,0.095,18.0,65.0,17.0,48.7,0.27,8.2,33.3,15.5,0.035,0.07,0.69,0.28,2.87,0.07,2.05,8.9,6.7,8.4,0.83,0.14,258.0,6.0,6.4,6.0,5.0,14.7,,,6.0,,,,,,,,,,,9.09,7.8,0.27,0.1,21.4,1.28,531.0,,1.65,0.018,7.8,16.2,7.04,0.08,0.007,,,,,,,,,,,,,,,,13.8,5.86,0.18,350.0,77.45,0.74,,56.5,0.68
235,2005,,,,0.089,20.0,64.0,16.0,53.1,0.27,7.3,31.3,25.2,0.055,,0.86,0.25,2.67,,1.35,8.3,4.9,3.1,0.18,0.12,287.0,5.8,6.5,6.9,6.2,12.7,,,4.0,,,,,,,,,,,7.14,16.3,0.38,0.06,18.1,1.36,407.0,,1.6,0.02,8.9,19.8,5.79,0.02,0.008,,,,,,,,,,,,,,,,11.6,5.21,0.18,829.0,81.09,0.79,,47.7,0.62
235,2010,,,,0.073,16.0,65.0,19.0,35.3,0.24,8.0,38.6,14.2,0.041,,0.38,0.23,2.58,,1.95,8.5,3.2,7.4,0.6,0.09,239.0,6.0,5.6,6.5,5.7,16.4,20.0,76.0,4.0,,,,,,,,,,,6.67,9.4,0.22,0.07,4.46,1.22,450.0,,1.02,0.014,9.7,6.1,4.72,0.03,0.006,,,,,,,,,,,,,,,,9.5,3.86,0.12,608.5,70.75,0.71,,11.77,0.63
235,2015,2.42,6.98,3.33,0.07,22,64,14,28.7,0.19,6.4,31.9,17.5,0.04,0.17,0.29,0.15,1.86,0.35,2.7,6.8,3.2,4.2,0.2,0.07,160,4.2,4.1,5.4,4.6,11.0,18,77,5,"<0,001","<0,001","<0,001",0.041,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",5.62,9.5,0.38,0.06,4.65,1.11,583,0.02,0.82,0.012,9.2,5.7,2.92,0.02,0.006,4.8,31.7,8.8,41.7,62.1,33.6,23.2,38.8,8.1,43.9,61.2,3.2,41.7,4.4,52.5,8.7,2.32,0.07,446.6,51.92,0.64,,12.28,0.52
235,2020,3.05,2.3,34.3,0.1,25,57,18,30,"<2,00",6.78,29.4,21.9,0.062,0.27,0.95,"<0,50",2.32,0.4,3.8,8.36,"<10,00",8.3,0.63,0.17,210,"<2,00",3.93,5.2,4.6,10.4,28,69,3,,,,,,,,,,,6,14.7,0.41,0.13,18.18,1.38,431,"<0,100",3.7,0.01,8,"<10,00",3.54,"<0,10",0.006,"<25,0",85,"<25,0",96,117,73,63,75,"<25,0",28,133,"<25,0",102,"<25,0",101,8.86,2.5,0.57,873,59,0.8,0.19,48,1.5
237,1995,,,,0.103,37.0,44.0,19.0,48.7,0.2,5.0,25.2,9.9,0.046,0.14,0.58,0.21,2.48,0.26,3.45,7.0,4.3,4.2,0.34,0.06,297.0,4.7,3.8,6.0,5.2,13.6,,,6.0,,,,,,,,,,,7.05,11.1,0.36,0.07,10.12,1.81,479.0,,1.25,0.021,10.2,5.8,3.6,0.03,0.004,,,,,,,,,,,,,,,,7.0,2.87,0.09,401.0,51.06,1.05,,26.7,0.52
237,2000,,,,0.115,38.0,42.0,20.0,55.7,0.23,6.7,28.0,16.9,0.059,0.05,0.59,0.27,2.75,0.19,2.98,6.7,4.6,4.7,0.43,0.07,307.0,6.0,3.9,6.4,5.5,10.9,,,5.0,,,,,,,,,,,6.41,19.2,0.45,0.09,8.2,2.04,499.0,,1.25,0.023,10.3,7.2,3.43,0.06,0.005,,,,,,,,,,,,,,,,9.3,2.49,0.13,527.0,53.51,1.18,,21.6,0.55
237,2005,,,,0.098,39.0,43.0,18.0,55.2,0.2,5.5,25.0,9.2,0.059,0.21,0.52,0.24,2.86,0.37,4.2,10.3,4.0,3.0,0.22,0.07,334.0,5.0,4.7,5.3,4.2,10.3,,,3.0,,,,,,,,,,,6.81,12.5,0.36,0.06,7.4,1.72,493.0,,1.09,0.018,10.2,6.9,2.61,0.01,0.008,,,,,,,,,,,,,,,,10.2,2.02,0.09,340.0,38.33,1.0,,19.6,0.55
