point_id,year,As [mg*kg-1],Ba [mg*kg-1],Be [mg*kg-1],Cd [mg*kg-1],Co [mg*kg-1],Cr [mg*kg-1],Cu [mg*kg-1],Hg [mg*kg-1],La [mg*kg-1],Li [mg*kg-1],Mn [mg*kg-1],Ni [mg*kg-1],Pb [mg*kg-1],Sr [mg*kg-1],V [mg*kg-1],Zn [mg*kg-1]
327,2000,,57.7,0.23,0.28,3.12,6.8,7.6,,7.2,4.6,685,4.3,21.2,6.7,16.3,37.0
327,2005,,53.5,0.2,0.32,2.39,6.9,6.8,,6.7,3.7,610,5.0,23.6,7.3,19.1,36.1
327,2010,,56.5,0.18,0.26,2.38,5.6,5.7,,6.7,2.5,498,4.0,32.3,4.9,9.2,61.6
327,2015,11.35,50.2,0.2,0.51,2.32,5.9,6.9,0.05,4.7,2.7,465.0,4.2,36.3,6.5,9.3,131.0
327,2020,7.61,52.4,"<2,00","<0,50",2.41,6.78,5.98,"<0,100",5.95,"<10,00",475,4.2,31.6,"<10,00",10.3,67.4
329,1995,,78.3,0.8,0.41,2.56,12.2,6.2,,15.2,14.5,357,10.7,10.7,62.7,31.7,46.7
329,2000,,83.7,0.7,0.47,3.05,12.8,7.5,,14.6,13.4,383,9.7,13.9,61.3,36.0,45.0
329,2005,,78.8,0.62,0.39,3.84,10.5,6.2,,11.0,12.0,359,10.8,14.3,60.9,38.8,44.5
329,2010,,71.1,0.85,0.3,6.89,20.2,7.3,,14.5,14.1,372,15.3,17.5,52.2,23.8,67.4
329,2015,2.8,59.7,0.98,0.27,7.1,21.2,7.5,0.03,12.5,17.0,336.0,14.8,14.9,55.3,23.9,58.3
329,2020,3.93,76.6,"<2,00","<0,50",5.3,14.2,7.95,"<0,100",12.29,10.5,377,10.4,20.2,42.9,18.5,53.1
331,1995,,71.7,0.3,1.32,1.57,11.0,6.2,,9.7,7.0,280,4.8,34.8,18.0,25.0,95.0
331,2000,,68.7,0.27,1.16,1.43,11.3,7.0,,9.0,6.4,277,4.5,37.7,16.7,30.3,89.0
331,2005,,65.8,0.27,1.03,2.03,10.0,7.3,,8.5,5.5,286,5.0,39.2,12.3,24.9,93.3
331,2010,,64.1,0.24,1.09,2.18,8.3,6.3,,7.1,3.4,294,4.9,37.1,8.4,15.2,116.0
331,2015,5.28,58.2,0.22,0.96,2.24,9.3,5.9,0.06,6.9,4.2,257.0,5.5,40.4,9.3,15.8,96.4
331,2020,5.93,75.7,"<2,00",0.96,2.43,10.9,4.81,"<0,100",8.76,"<10,00",304,5.49,38.6,12.8,16.8,93.9
333,1995,,115.3,0.73,2.63,2.8,19.5,18.2,,14.3,16.1,480,13.2,48.1,19.5,55.0,196.7
333,2000,,116.5,0.6,2.73,3.31,18.7,14.6,,12.3,12.9,511,12.9,45.7,13.8,60.0,208.7
333,2005,,111.7,0.56,2.56,3.51,16.0,15.9,,11.9,10.2,531,14.0,53.8,12.3,51.8,189.4
333,2010,,62.6,0.39,1.72,4.71,9.3,7.4,,9.4,4.1,541,8.0,61.9,8.4,15.0,149.7
333,2015,4.76,59.1,0.38,1.4,4.46,11.6,7.4,0.05,9.3,6.0,458.0,8.3,42.0,9.1,17.1,128.7
333,2020,5.6,77.7,"<2,00",1.97,4.92,13.2,6.13,"<0,100",11.81,10.4,449,8.85,49.7,14.6,19.3,147
335,1995,,170.0,1.16,80.91,8.62,27.5,25.5,,16.8,30.3,970,27.1,448.3,30.9,85.0,4916.7
335,2000,,188.0,1.33,90.87,8.4,29.0,29.2,,17.3,30.6,1107,26.0,473.3,28.7,86.7,5012.0
335,2005,,165.6,0.96,81.16,7.92,28.0,24.8,,15.1,28.3,1057,27.1,486.5,24.0,87.2,5957.5
335,2010,,116.0,1.13,57.5,8.27,26.3,24.1,,16.6,14.3,1076,29.4,549.5,14.8,40.7,5805.2
335,2015,20.66,101.2,1.15,67.98,8.16,24.0,22.4,0.13,15.1,14.2,959.0,37.5,491.4,15.1,39.7,6668.3
335,2020,28.2,144,"<2,00",59.4,6.62,21.3,19.6,0.125,15.16,16.8,763,24.4,411,26.1,35.2,4610
337,1995,,15.7,0.2,0.48,3.02,8.3,4.9,,12.8,6.6,755,8.0,18.4,9.7,20.0,46.5
337,2000,,20.7,0.3,0.6,3.59,9.2,5.0,,12.1,5.7,738,6.6,17.9,8.5,18.3,45.0
337,2005,,18.0,0.33,0.5,4.54,9.9,6.0,,10.6,5.3,690,9.3,20.5,12.9,17.9,46.5
337,2010,,35.1,0.37,0.46,4.02,8.0,5.4,,7.6,2.9,466,8.2,18.5,5.6,11.6,52.0
337,2015,2.88,40.9,0.39,0.67,4.01,10.3,5.1,0.04,9.4,4.4,394.0,9.4,18.9,7.0,13.2,67.0
337,2020,3.11,44.3,"<2,00","<0,50",3.56,10.3,5.14,"<0,100",11.81,"<10,00",379,8.05,15.9,"<10,00",12.2,41.6
339,1995,,42.0,0.23,0.45,2.69,9.8,4.2,,10.0,4.1,338,6.5,19.9,9.2,20.0,35.0
339,2000,,41.0,0.3,0.52,3.02,9.2,3.5,,10.2,5.0,317,5.1,16.9,9.0,18.3,38.3
339,2005,,45.8,0.23,0.53,3.19,8.9,4.0,,9.0,5.6,321,6.0,14.9,7.9,18.9,39.0
339,2010,,44.6,0.26,0.47,3.2,7.6,3.9,,7.4,3.4,534,6.4,18.7,6.6,10.6,46.1
339,2015,2.87,41.8,0.22,0.41,2.63,7.4,3.3,0.01,6.0,2.7,367.0,5.2,16.8,5.8,9.1,38.0
339,2020,3.59,53.3,"<2,00","<0,50",3.48,10.6,4.17,"<0,100",8.16,"<10,00",475,6.57,20.1,"<10,00",13.2,44
341,1995,,18.0,0.17,0.55,0.91,3.7,3.3,,5.3,3.3,65,3.5,17.3,4.7,6.7,35.0
341,2000,,18.4,0.17,0.72,0.84,5.3,4.0,,6.3,3.6,82,2.8,18.1,6.2,8.3,39.7
341,2005,,20.9,0.17,0.81,0.8,5.0,4.2,,4.9,2.3,93,3.3,23.9,7.4,8.8,39.0
341,2010,,23.2,0.15,0.67,0.94,3.5,3.7,,4.0,1.7,80,2.4,21.9,5.3,5.8,60.4
341,2015,2.2,22.6,0.11,0.51,1.01,4.1,3.3,0.03,4.3,1.9,69.0,2.5,15.6,4.9,6.2,41.5
341,2020,4.47,32.3,"<2,00",2.04,3.02,10.2,3.55,"<0,100",10.3,"<10,00",435,13.5,65.5,16.5,23.3,147
343,1995,,71.3,0.27,5.15,3.33,6.8,7.3,,6.0,2.9,652,5.2,1050.0,12.2,9.3,253.0
343,2000,,72.0,0.3,5.2,2.86,7.5,7.5,,5.6,3.2,678,4.8,1073.3,10.2,10.8,318.3
343,2005,,85.3,0.33,4.95,2.26,6.5,7.4,,5.1,2.3,803,5.3,1033.4,9.2,12.5,284.8
343,2010,,58.4,0.49,10.44,3.48,11.0,7.7,,5.9,3.6,1242,8.2,965.1,8.2,19.8,1626.7
343,2015,8.35,45.3,0.46,10.85,3.09,10.1,7.2,0.11,5.4,3.5,1041.0,7.4,856.6,7.6,18.4,1458.8
343,2020,5.09,29.1,"<2,00",9.48,2.34,8.74,4.24,"<0,100",7.91,"<10,00",496,6.32,2100,14,14.9,281
345,1995,,42.7,0.47,2.22,4.22,11.0,8.3,,13.3,7.7,363,12.2,40.4,11.8,18.3,160.0
345,2000,,44.7,0.57,2.4,5.09,12.8,9.5,,15.6,8.3,363,13.6,48.5,12.5,16.7,170.3
345,2005,,40.2,0.53,1.99,4.89,11.3,9.2,,11.3,5.4,366,15.0,49.2,10.0,17.5,167.9
345,2010,,25.0,0.5,1.18,4.62,10.0,9.0,,8.5,4.9,352,14.5,45.9,4.3,14.0,176.9
345,2015,2.9,23.7,0.41,1.21,4.18,7.9,7.4,0.08,6.5,2.8,317.0,11.9,49.4,4.0,11.1,142.0
345,2020,5.77,53.9,"<2,00",2.45,5.87,14.7,10.6,0.109,8.56,"<10,00",475,17.1,56.6,"<10,00",18.1,195
347,1995,,106.0,0.37,0.99,3.72,14.8,15.0,,12.5,9.5,280,10.3,43.5,14.4,26.7,67.3
347,2000,,91.7,0.4,0.88,4.04,14.5,13.8,,10.4,8.8,282,9.4,44.3,16.4,26.7,61.7
347,2005,,87.0,0.33,0.77,4.66,15.9,15.1,,9.9,6.3,263,11.1,41.3,11.6,21.0,72.0
347,2010,,86.4,0.54,0.44,6.64,15.8,14.0,,9.9,13.0,411,22.1,23.3,12.8,17.9,92.0
347,2015,4.69,74.0,0.69,0.42,6.52,16.4,16.4,0.11,11.0,12.4,368.0,20.1,25.4,16.7,19.4,115.5
347,2020,6,115,"<2,00",0.72,7.52,21.1,19.4,0.15,11.34,13.9,421,23.2,30.1,25.5,24.6,130
349,1995,,65.7,0.43,1.91,5.2,13.5,8.0,,18.7,7.1,672,8.2,38.8,13.2,17.3,111.7
349,2000,,65.7,0.5,1.89,4.79,15.3,8.7,,14.4,8.8,593,9.7,36.7,11.7,18.3,113.3
349,2005,,59.3,0.37,1.47,4.4,16.6,7.4,,15.6,6.8,615,10.4,39.7,10.3,25.4,116.0
349,2010,,61.9,0.57,1.04,5.45,16.8,8.0,,15.8,7.1,346,12.2,36.9,8.7,20.5,106.3
349,2015,6.03,52.3,0.67,0.94,5.65,16.8,9.5,0.04,13.9,7.8,334.0,12.6,32.2,8.4,21.6,99.8
349,2020,5.93,64.9,"<2,00",1.4,5.87,20.4,6.5,"<0,100",21.7,11.1,370,12.9,32.5,12.8,25.3,105
351,1995,,63.0,0.43,1.43,5.33,12.3,8.0,,17.8,8.3,775,10.2,57.6,12.4,23.3,96.7
351,2000,,65.0,0.47,1.37,5.55,14.2,10.1,,16.4,8.3,717,9.6,61.1,10.2,26.7,98.3
351,2005,,75.8,0.4,1.28,4.79,13.7,9.4,,17.7,7.9,770,10.5,57.6,14.2,26.3,93.4
351,2010,,67.4,0.48,1.16,5.71,11.4,8.6,,12.2,5.3,815,9.8,52.2,5.8,15.3,105.1
351,2015,5.58,78.6,0.73,1.05,7.28,18.3,11.3,0.04,16.4,10.0,908.0,14.7,49.9,10.0,23.9,138.9
351,2020,5.99,72.4,"<2,00",1.16,6.46,16.9,10.4,"<0,100",15.93,"<10,00",714,12.8,48.7,12,22.1,112
353,1995,,97.3,0.47,1.39,5.2,18.8,16.7,,16.1,8.4,562,13.2,43.2,28.7,29.3,185.0
353,2000,,96.3,0.53,1.24,5.55,20.2,18.0,,11.4,9.6,583,12.1,40.7,30.4,33.3,168.3
353,2005,,87.7,0.4,1.14,4.88,21.9,18.7,,14.7,7.9,579,14.2,42.5,29.7,31.5,179.1
353,2010,,93.0,0.53,0.98,5.18,16.3,16.2,,12.4,6.2,619,12.9,44.5,17.9,20.2,151.7
353,2015,5.73,87.2,0.78,0.97,5.96,20.1,17.3,0.06,13.0,9.3,658.0,15.1,45.9,19.7,24.7,157.9
353,2020,4.54,88,"<2,00",0.75,5.06,16.2,13.7,0.105,17.32,"<10,00",515,12.4,29.8,17.3,19.7,90.8
355,1995,,83.2,0.62,0.55,4.91,17.8,11.3,,23.2,13.9,424,14.9,19.1,26.3,36.0,57.5
355,2000,,78.3,0.6,0.52,5.35,17.5,12.3,,18.6,12.3,440,14.1,18.7,24.1,40.0,56.7
355,2005,,83.1,0.5,0.47,5.96,17.5,12.5,,17.9,9.8,396,15.6,22.3,21.3,34.3,51.0
355,2010,,57.1,0.56,0.32,5.73,16.9,9.4,,16.1,7.9,380,15.2,19.4,16.3,21.0,53.5
355,2015,5.9,55.4,0.74,0.34,7.06,20.0,11.8,0.02,18.4,9.8,436.0,18.9,18.2,20.7,25.5,59.8
355,2020,5.62,60.4,"<2,00","<0,50",6.12,19.1,6.62,"<0,100",23.02,11.6,373,16.3,13.5,25,24,39.8
357,1995,,18.3,0.3,0.47,3.64,8.7,5.2,,10.5,4.3,380,6.0,17.6,9.2,18.3,32.5
357,2000,,23.5,0.33,0.61,4.01,10.2,8.3,,11.1,5.0,387,5.9,19.5,9.5,20.0,35.0
357,2005,,20.3,0.27,0.46,3.86,9.3,5.1,,8.7,4.0,411,5.7,22.0,8.1,18.5,33.8
357,2010,,30.1,0.29,0.44,4.03,7.7,4.9,,8.3,2.6,369,6.5,19.1,8.3,10.8,46.0
357,2015,2.46,33.8,0.31,0.31,3.8,9.5,6.2,0.02,8.3,4.0,282.0,8.0,15.0,8.8,13.1,38.2
357,2020,4.48,87.7,"<2,00","<0,50",2.14,10.2,11.4,"<0,100",18.4,"<10,00",416,10.2,32.2,"<10,00",11.7,75.8
359,1995,,82.7,0.33,0.4,3.65,9.2,4.7,,10.8,5.9,435,6.8,14.5,9.5,18.3,33.3
359,2000,,83.7,0.37,0.35,4.27,9.7,4.5,,11.4,6.0,460,5.5,16.0,7.6,15.3,36.7
359,2005,,74.5,0.37,0.43,4.92,8.6,4.3,,9.5,5.7,420,6.3,13.3,6.3,16.4,31.6
359,2010,,81.7,0.34,0.21,4.12,8.1,4.3,,9.5,3.5,461,6.1,15.8,4.5,12.8,32.2
359,2015,3.02,62.6,0.27,0.37,3.52,7.4,4.6,0.02,7.9,4.0,410.0,4.6,22.4,5.8,10.6,39.6
359,2020,5.61,64.9,"<2,00",0.64,4.13,9.67,5.59,"<0,100",7.64,"<10,00",588,7.77,36.5,"<10,00",13.6,65
361,1995,,33.0,0.13,0.25,2.08,5.2,4.2,,8.6,4.7,333,3.7,18.5,5.1,18.3,25.7
361,2000,,34.7,0.17,0.19,2.21,5.3,4.5,,8.6,4.1,357,3.2,19.3,4.8,16.7,26.0
361,2005,,29.9,0.17,0.16,2.1,3.9,3.5,,6.9,4.2,329,3.7,18.7,3.8,19.1,21.2
361,2010,,21.4,0.1,0.12,1.93,4.2,3.3,,5.8,1.6,192,2.5,17.8,2.2,6.4,22.1
361,2015,2.1,26.1,0.11,0.12,2.18,4.5,3.2,0.02,6.1,2.3,323.0,2.6,12.1,3.0,6.8,20.4
361,2020,3.33,37.6,"<2,00","<0,50",3.97,8.01,3.81,"<0,100",6.66,"<10,00",695,4.39,16.7,"<10,00",12,27.7
363,1995,,51.7,0.4,0.27,4.53,12.5,10.2,,10.5,11.1,342,12.3,21.6,6.9,31.3,41.7
363,2000,,51.0,0.47,0.23,4.53,14.8,10.2,,8.2,11.9,376,11.8,19.9,5.0,30.7,40.0
363,2005,,44.9,0.37,0.26,5.03,13.2,10.2,,9.0,9.7,337,11.9,18.3,4.9,28.3,38.6
363,2010,,45.9,0.4,0.21,4.86,12.2,10.2,,9.3,7.8,431,10.6,21.0,4.0,16.3,44.7
363,2015,5.62,50.5,0.6,0.2,5.47,14.1,14.4,0.04,9.5,9.3,448.0,12.3,28.5,5.6,19.0,49.9
363,2020,5.42,62.9,"<2,00","<0,50",8.21,23.1,16.2,"<0,100",14.17,16.1,539,30.4,15,11.8,23.8,62.7
365,1995,,89.7,0.47,0.45,5.87,18.0,14.5,,8.2,15.8,505,26.3,24.9,20.0,39.0,66.7
365,2000,,94.2,0.56,0.55,6.96,20.5,14.6,,8.4,18.5,552,29.7,24.0,26.8,33.3,78.3
365,2005,,97.6,0.37,0.52,7.02,17.0,15.2,,9.5,18.5,457,25.6,27.0,17.9,33.5,65.8
365,2010,,104.9,0.83,0.4,10.56,31.6,20.0,,9.7,21.3,1100,38.3,25.1,16.4,35.9,99.1
365,2015,8.49,130.9,1.28,0.4,14.52,36.1,29.7,0.06,11.1,27.4,1360.0,52.3,30.4,21.0,37.9,119.0
365,2020,7.94,143,"<2,00",0.52,11,36.2,20.4,"<0,100",16.84,32.5,1131,40.8,25.3,24.2,37.8,90.2
367,1995,,29.8,0.22,0.19,2.13,5.5,4.4,,7.1,4.1,267,4.0,9.9,5.2,6.0,16.0
367,2000,,28.4,0.18,0.11,2.0,4.8,3.5,,7.6,3.3,232,2.8,11.3,5.6,6.7,17.2
367,2005,,28.0,0.14,0.17,1.76,5.7,3.6,,8.2,2.6,267,2.7,10.0,5.1,5.4,17.1
367,2010,,28.7,0.17,0.1,2.18,3.8,4.1,,6.4,2.0,216,3.0,10.7,4.3,5.4,20.1
367,2015,1.66,24.3,0.12,0.11,1.97,3.8,5.3,0.01,5.9,1.9,231.0,3.0,10.3,3.7,4.8,18.0
367,2020,3.43,41.8,"<2,00","<0,50",3.87,9.51,8.61,0.115,7.55,"<10,00",294,6.36,104,"<10,00",12.3,30.6
369,1995,,17.1,0.1,0.08,1.31,3.5,3.3,,3.6,2.9,196,2.8,9.1,3.6,5.4,16.3
369,2000,,21.8,0.13,0.12,1.2,5.0,4.0,,4.1,3.0,163,2.8,7.7,5.9,6.1,20.0
369,2005,,23.7,0.07,0.08,1.4,4.5,3.9,,3.7,4.1,191,3.3,7.7,3.3,7.0,16.9
369,2010,,15.7,0.1,0.11,1.83,3.2,4.1,,3.4,1.8,231,3.4,7.8,2.0,3.9,17.3
369,2015,1.23,21.9,0.1,0.06,1.74,3.3,3.7,0.0,3.7,2.3,282.0,3.1,6.2,2.8,4.1,14.3
369,2020,1.14,14.4,"<2,00","<0,50",1.72,3.41,"<2,00","<0,100",3.72,"<10,00",224,2.74,5.85,"<10,00",3.82,11.2
371,1995,,89.0,0.33,0.37,5.6,12.5,11.5,,7.7,10.4,768,11.3,16.4,181.0,23.7,46.7
371,2000,,80.3,0.3,0.31,4.51,10.7,9.0,,7.7,7.1,788,7.7,14.0,165.0,23.3,46.7
371,2005,,85.6,0.43,0.29,5.6,12.3,10.3,,7.9,11.9,719,10.0,12.0,187.1,23.8,45.7
371,2010,,76.8,0.54,0.27,7.9,13.9,19.9,,7.9,9.4,694,21.7,18.1,20.5,20.6,69.7
371,2015,5.48,57.3,0.55,0.21,6.21,14.7,18.7,0.05,6.9,11.4,484.0,21.3,14.7,19.2,18.8,49.3
371,2020,5.4,94.2,"<2,00","<0,50",6.53,17.4,13.6,"<0,100",10.68,13.6,684,17.7,21,71.1,21.4,56.6
373,1995,,56.0,0.3,0.28,3.41,9.0,7.5,,12.8,5.9,392,7.7,60.5,10.2,15.7,36.7
373,2000,,57.0,0.43,0.29,4.27,11.3,8.5,,15.0,7.7,367,7.5,58.3,8.9,13.3,36.7
373,2005,,60.0,0.4,0.23,4.63,13.2,8.4,,14.1,6.7,357,9.0,54.0,10.1,15.6,42.8
373,2010,,39.8,0.29,0.18,3.04,6.5,7.0,,8.6,2.3,374,5.4,62.9,5.2,8.4,35.3
373,2015,2.08,40.0,0.25,0.16,2.94,7.5,7.3,0.03,9.7,3.0,334.0,5.3,70.0,6.2,9.6,30.1
373,2020,3.47,57.1,"<2,00","<0,50",3.92,13.3,6.84,"<0,100",10.06,"<10,00",306,9.32,54.4,10.3,16.6,33.3
375,1995,,65.3,0.47,0.23,4.8,13.5,11.5,,17.6,10.4,312,12.4,11.7,14.0,31.3,33.3
375,2000,,60.7,0.53,0.16,5.04,15.5,11.0,,20.2,10.8,317,12.2,9.7,13.4,28.7,31.0
375,2005,,53.6,0.43,0.13,5.19,18.1,8.7,,17.1,8.9,288,13.7,9.7,10.7,29.4,36.7
375,2010,,47.8,0.49,0.13,4.9,11.9,8.2,,10.9,5.4,256,13.5,10.5,6.8,16.3,33.3
375,2015,3.5,49.2,0.47,0.12,4.76,14.3,8.5,0.01,13.0,6.6,241.0,13.7,9.5,8.8,18.8,29.6
375,2020,11.4,152,"<2,00","<0,50",14.6,45.6,27.4,"<0,100",14.84,27.6,1320,53.2,21.8,56,48.6,88.1
377,1995,,136.0,0.6,0.43,5.73,20.2,11.8,,10.3,17.8,1150,16.7,22.3,14.9,53.3,51.7
377,2000,,140.0,0.73,0.34,7.03,21.5,12.2,,12.4,20.3,1100,14.7,23.5,12.8,53.3,61.7
377,2005,,148.5,0.7,0.32,6.74,20.7,12.8,,10.6,24.3,1077,15.0,26.6,15.8,54.7,71.5
377,2010,,115.0,0.62,0.29,3.76,18.9,10.4,,10.0,11.5,421,11.4,21.4,12.1,26.6,50.8
377,2015,5.1,106.5,0.55,0.28,3.75,17.2,9.0,0.04,7.9,8.4,389.0,10.7,19.3,10.9,24.3,39.3
377,2020,6.18,120,"<2,00","<0,50",4.57,22.5,11.3,"<0,100",12.99,15.2,525,12.3,20.3,17.5,30.2,49.8
379,1995,,27.3,0.17,0.15,2.08,5.0,5.2,,6.0,3.9,283,6.2,12.3,5.0,11.3,27.7
379,2000,,23.3,0.13,0.23,1.73,4.8,4.8,,4.7,3.1,270,5.0,11.6,3.8,13.7,27.5
379,2005,,19.8,0.1,0.25,1.73,4.6,3.8,,4.2,4.2,285,4.8,14.3,3.9,10.9,28.1
379,2010,,28.2,0.15,0.13,1.92,4.3,4.9,,4.4,2.4,285,4.8,17.2,3.0,5.9,27.4
379,2015,2.34,27.2,0.13,0.11,2.04,4.8,4.1,0.01,3.7,2.2,289.0,4.9,13.6,2.5,6.2,21.0
379,2020,1.88,18.3,"<2,00","<0,50",1.52,4.55,3.17,"<0,100",5.24,"<10,00",193,4.34,9.18,"<10,00",6,13.3
381,1995,,50.3,0.4,0.39,5.25,13.7,9.2,,18.3,9.5,453,14.5,13.9,22.7,35.3,43.3
381,2000,,48.7,0.43,0.39,5.87,13.5,9.7,,15.6,8.7,480,13.6,13.2,20.8,33.3,46.7
381,2005,,46.3,0.37,0.39,5.93,13.0,9.1,,13.7,6.8,488,11.3,14.3,18.4,26.1,40.5
381,2010,,48.9,0.33,0.33,5.12,11.6,9.7,,14.3,5.4,545,10.9,14.7,13.7,15.1,56.8
381,2015,4.41,45.5,0.41,0.25,5.99,14.4,11.0,0.03,13.1,6.2,423.0,14.6,12.9,10.9,19.8,54.7
381,2020,3.98,46.6,"<2,00","<0,50",5.21,12.9,7.86,"<0,100",18.09,"<10,00",523,10.9,13.7,16.6,16.4,53.4
383,1995,,48.0,0.3,0.97,3.41,13.2,7.2,,7.7,8.3,323,8.0,45.5,12.0,26.3,123.3
383,2000,,41.5,0.34,1.03,3.71,13.2,6.3,,7.4,7.5,284,8.9,38.7,10.6,26.7,135.7
383,2005,,39.4,0.24,0.62,3.57,10.6,6.1,,5.8,5.6,276,7.3,35.3,9.3,23.8,138.9
383,2010,,40.8,0.28,0.38,2.99,8.7,5.9,,6.9,3.9,293,7.1,15.2,8.1,11.5,50.5
383,2015,2.72,32.5,0.23,0.27,2.36,8.7,5.0,0.05,5.5,3.7,193.0,6.2,12.4,6.6,11.3,38.0
383,2020,3.64,36.4,"<2,00","<0,50",2.96,12.1,5.75,"<0,100",7.54,"<10,00",215,6.69,13.3,"<10,00",14.8,39.5
385,1995,,37.1,0.17,0.23,1.41,4.5,3.8,,4.1,3.1,272,3.5,10.5,4.5,11.3,23.6
385,2000,,36.3,0.17,0.19,1.11,3.7,3.0,,3.0,2.3,280,4.0,9.2,4.2,9.7,20.5
385,2005,,38.6,0.13,0.2,1.8,3.7,4.1,,4.2,4.2,306,4.7,13.7,6.3,7.6,25.7
385,2010,,37.2,0.15,0.15,1.46,3.3,3.8,,3.2,2.0,332,2.9,12.3,2.3,5.0,22.1
385,2015,2.48,35.7,0.15,0.11,1.46,3.4,3.1,0.02,2.7,1.9,289.0,2.8,11.5,1.8,5.0,16.8
385,2020,2.44,30.5,"<2,00","<0,50",1.34,4.26,3.76,"<0,100",4.09,"<10,00",257,2.79,13.3,"<10,00",5.66,18.6
387,1995,,62.7,0.33,0.39,5.59,11.0,8.7,,13.9,7.7,762,12.2,12.8,14.3,26.3,40.0
387,2000,,58.7,0.37,0.36,6.29,10.2,9.7,,11.9,7.3,780,12.9,11.9,11.1,26.7,46.7
387,2005,,61.6,0.3,0.27,5.5,9.2,8.4,,10.6,6.6,723,12.0,15.7,9.8,24.5,35.0
387,2010,,57.8,0.34,0.21,6.07,10.2,9.6,,12.0,5.1,719,13.3,12.6,8.1,13.5,44.8
387,2015,2.89,48.5,0.34,0.18,5.82,10.9,9.7,0.03,12.6,5.3,614.0,13.4,11.5,8.6,13.9,38.9
387,2020,2.99,57.6,"<2,00","<0,50",5.77,10.9,8.29,"<0,100",14.54,"<10,00",750,11.2,12.9,11.1,13.3,34.2
389,1995,,74.7,0.3,0.32,5.31,8.8,6.2,,14.4,6.0,615,10.1,13.6,13.6,24.3,38.3
389,2000,,69.3,0.3,0.28,5.04,10.2,6.3,,13.9,6.6,633,11.1,14.4,12.8,26.7,48.3
389,2005,,71.4,0.23,0.22,4.89,9.1,5.8,,12.7,5.8,625,9.0,15.6,10.5,23.5,42.0
389,2010,,50.1,0.33,0.25,5.84,10.1,8.0,,14.0,4.1,784,12.5,14.9,10.5,14.3,46.4
389,2015,2.96,50.8,0.42,0.33,7.07,13.0,10.0,0.02,16.7,5.4,931.0,14.8,15.4,10.4,16.7,51.9
389,2020,2.6,48.4,"<2,00","<0,50",5.1,11.1,10.6,"<0,100",17.45,"<10,00",861,10.3,13.9,13.7,13.2,31.5
393,1995,,56.3,0.43,0.24,3.68,12.7,6.7,,18.2,6.6,477,9.8,11.1,16.0,26.7,27.0
393,2000,,49.3,0.36,0.24,4.43,11.0,5.8,,19.6,6.7,460,8.6,10.8,20.4,26.7,30.0
393,2005,,61.6,0.33,0.18,4.51,10.4,5.4,,23.7,6.3,438,7.9,10.9,26.5,27.3,24.6
393,2010,,44.6,0.25,0.14,2.97,5.0,2.6,,6.4,3.5,462,4.8,9.4,16.7,5.5,19.1
393,2015,1.9,41.1,0.26,0.16,3.28,7.3,3.5,0.01,10.6,4.2,413.0,6.3,10.1,20.9,9.4,20.9
393,2020,3.34,51.2,"<2,00","<0,50",4.91,13.3,5.75,"<0,100",17.2,"<10,00",329,10,9.39,24.9,17.2,23.9
395,1995,,60.1,0.48,0.13,3.21,14.8,11.2,,20.8,8.3,340,12.2,9.2,27.2,26.7,32.0
395,2000,,52.8,0.39,0.18,4.5,11.5,9.4,,15.4,6.8,387,9.2,12.0,21.5,33.3,31.7
395,2005,,58.4,0.43,0.12,4.75,15.7,8.1,,19.5,7.7,343,14.3,11.0,18.5,26.5,30.2
395,2010,,49.9,0.44,0.12,4.65,12.0,7.6,,13.9,5.5,373,10.7,10.7,7.7,15.6,31.8
395,2015,2.92,50.0,0.46,0.1,4.96,14.4,7.7,0.01,17.2,6.5,400.0,11.8,9.9,8.7,19.2,31.1
395,2020,3.38,57.3,"<2,00","<0,50",5.17,15.3,3.72,"<0,100",20.3,"<10,00",398,11.4,9.41,12,19.2,24.8
397,1995,,68.7,0.43,0.23,3.01,12.2,8.0,,20.3,7.8,443,9.2,10.7,16.1,20.0,31.5
397,2000,,58.1,0.33,0.23,4.29,11.0,6.8,,17.2,6.2,557,8.2,11.5,14.3,23.3,36.7
397,2005,,52.7,0.36,0.27,4.34,12.7,7.5,,21.4,5.9,442,10.9,9.6,22.5,21.5,38.5
397,2010,,46.2,0.35,0.2,4.35,10.0,7.4,,14.9,4.1,481,8.9,12.4,20.8,12.3,42.4
397,2015,2.5,46.3,0.36,0.19,4.25,11.3,7.2,0.03,17.6,5.1,497.0,9.0,14.1,24.1,14.8,41.9
397,2020,2.61,50,"<2,00","<0,50",4.33,11.4,5.59,0.171,17.7,"<10,00",504,8.92,12.2,14.2,14.1,24.7
399,1995,,60.3,0.5,0.16,3.33,14.0,8.8,,20.9,8.1,332,11.3,9.4,16.2,26.7,30.6
399,2000,,59.7,0.53,0.23,4.04,16.0,9.7,,21.8,9.5,342,13.6,10.8,13.0,30.7,35.0
399,2005,,56.7,0.38,0.18,3.87,13.2,8.8,,24.0,5.8,367,10.6,10.3,15.8,23.9,27.0
399,2010,,47.8,0.36,0.16,4.11,10.7,7.0,,14.7,4.2,413,9.0,10.8,12.9,12.9,30.0
399,2015,2.42,40.8,0.35,0.15,3.83,10.8,6.9,0.04,15.2,4.4,362.0,8.6,10.8,12.8,13.7,24.9
399,2020,3.32,57.7,"<2,00","<0,50",5.06,14.2,6.73,"<0,100",17.63,"<10,00",560,10.1,15,11.4,17.5,29.8
