point_id,year,Al [cmol(+)*kg-1],Ca2+ [cmol(+)*kg-1],Hh [cmol(+)*kg-1],Hw [cmol(+)*kg-1],K+ [cmol(+)*kg-1],Mg2+ [cmol(+)*kg-1],Na+ [cmol(+)*kg-1],S [cmol(+)*kg-1],T [cmol(+)*kg-1],V [%]
239,2010,0.05,3.04,2.48,0.14,0.34,0.25,0.05,3.67,6.15,59.68
239,2015,0.16,2.07,2.63,0.32,0.26,0.23,0.07,2.64,5.27,50.1
239,2020,0.02,2.8,2.4,0.1,0.27,0.3,"<0,10",3.37,6.2,54.35
241,1995,0.38,2.49,3.68,0.56,0.21,0.39,0.06,3.15,6.83,46.12
241,2000,0.14,2.74,2.84,0.25,0.23,0.46,0.06,3.49,6.33,55.13
241,2005,0.11,2.74,2.78,0.25,0.21,0.9,0.02,3.87,6.65,58.2
241,2010,0.28,1.87,2.85,0.42,0.27,0.46,0.04,2.64,5.49,48.1
241,2015,0.21,2.72,1.95,0.39,0.49,0.17,0.03,3.4,5.35,63.57
241,2020,"<0,0022",5.1,2.4,0.11,0.28,0.93,"<0,10",6.31,11.2,56.34
243,1995,0.75,1.0,3.3,0.84,0.08,0.15,0.03,1.26,4.56,27.63
243,2000,0.84,0.8,3.75,1.09,0.08,0.18,0.03,1.09,4.84,22.52
243,2005,0.61,1.05,4.28,0.72,0.07,0.16,0.01,1.29,5.57,23.16
243,2010,1.0,0.19,3.68,1.19,0.06,0.05,0.02,0.31,3.99,7.79
243,2015,1.56,0.25,4.43,1.86,0.05,0.06,0.01,0.37,4.8,7.75
243,2020,0.01,0.8,5.3,1.6,0.13,0.13,"<0,10",1.06,6.3,16.83
245,1995,,4.24,2.25,,0.13,0.39,0.06,4.82,7.07,68.18
245,2000,,3.64,2.33,,0.2,0.36,0.06,4.26,6.59,64.64
245,2005,,3.94,2.1,,0.42,0.67,0.02,5.05,7.15,70.63
245,2010,0.93,0.92,4.65,1.21,0.22,0.23,0.05,1.41,6.06,23.3
245,2015,1.33,0.54,4.88,1.84,0.18,0.21,0.02,0.95,5.83,16.35
245,2020,0.38,1.3,6.3,2.01,0.34,0.12,"<0,10",1.76,9.1,19.34
247,1995,0.14,3.24,2.85,0.25,0.25,0.36,0.06,3.91,6.76,57.84
247,2000,0.0,6.03,1.13,0.07,0.27,0.65,0.06,7.01,8.14,86.12
247,2005,,7.31,1.55,,0.66,0.74,0.01,8.72,10.27,84.91
247,2010,,8.86,1.88,,0.77,0.88,0.04,10.55,12.43,84.87
247,2015,1.14,1.27,4.21,1.47,0.31,0.29,0.03,1.89,6.1,31.02
247,2020,0.01,15.7,1.2,0.09,0.75,0.63,"<0,10",17.08,32.6,52.39
249,1995,0.18,3.62,2.77,0.25,0.21,0.39,0.03,4.25,7.02,60.54
249,2000,0.17,2.99,2.4,0.28,0.3,0.43,0.06,3.78,6.18,61.17
249,2005,0.02,2.41,2.78,0.18,0.34,0.53,0.01,3.29,6.07,54.2
249,2010,0.05,2.63,2.63,0.19,0.39,0.55,0.03,3.61,6.24,57.84
249,2015,0.14,1.86,2.33,0.37,0.34,0.23,0.05,2.47,4.8,51.5
249,2020,"<0,0022",3,2,0.11,0.41,1.23,"<0,10",4.64,7.2,64.44
251,1995,0.09,4.49,3.98,0.21,0.47,0.49,0.06,5.51,9.49,58.06
251,2000,0.05,5.04,3.72,0.26,0.6,0.65,0.1,6.39,10.11,63.2
251,2005,,17.21,1.05,,0.38,0.49,0.02,18.1,19.15,94.52
251,2010,,3.65,1.88,,0.23,0.4,0.09,4.36,6.24,69.88
251,2015,0.14,2.42,2.1,0.3,0.34,0.31,0.06,3.12,5.22,59.8
251,2020,0.01,2.7,2.1,0.14,0.39,0.32,"<0,10",3.41,6.7,50.9
253,1995,0.14,3.24,2.77,0.23,0.45,0.48,0.06,4.23,7.0,60.43
253,2000,0.1,3.74,2.55,0.26,0.7,0.76,0.1,5.3,7.85,67.52
253,2005,,4.99,2.03,,0.56,0.49,0.02,6.06,8.09,74.91
253,2010,,6.12,1.43,,0.14,0.24,0.09,6.58,8.01,82.14
253,2015,0.13,2.45,3.04,0.32,0.27,0.08,0.03,2.82,5.86,48.13
253,2020,0.01,6,3.6,0.09,0.76,0.98,"<0,10",7.74,14.2,54.51
255,1995,0.26,2.24,4.2,0.35,0.21,0.53,0.06,3.04,7.24,41.99
255,2000,0.3,2.7,3.85,0.48,0.23,0.43,0.08,3.44,7.29,47.19
255,2005,0.02,2.72,3.15,0.16,0.8,0.61,0.02,4.15,7.3,56.85
255,2010,0.05,3.22,2.4,0.21,0.09,0.63,0.05,3.99,6.39,62.47
255,2015,0.14,3.28,2.55,0.32,0.67,0.17,0.04,4.16,6.71,62.01
255,2020,"<0,0022",5.4,2,0.09,0.12,0.73,"<0,10",6.25,8.8,71.02
257,1995,1.02,0.87,3.75,1.23,0.17,0.14,0.03,1.21,4.96,24.4
257,2000,0.82,0.5,3.75,1.03,0.19,0.1,0.06,0.85,4.6,18.48
257,2005,0.06,0.86,3.0,0.17,0.15,0.11,0.01,1.13,4.13,27.36
257,2010,0.23,1.36,3.08,0.42,0.19,0.12,0.05,1.71,4.79,35.75
257,2015,0.14,2.62,2.33,0.33,0.34,0.54,0.04,3.54,5.87,60.28
257,2020,"<0,0022",2.9,0.8,0.1,0.42,0.43,"<0,10",3.75,4.8,78.13
259,1995,0.14,3.99,3.3,0.25,0.23,0.49,0.13,4.84,8.14,59.46
259,2000,0.02,4.29,2.78,0.16,0.25,0.35,0.1,4.99,7.77,64.22
259,2005,0.32,2.91,3.9,0.53,0.47,0.38,0.08,3.84,7.74,49.61
259,2010,0.05,3.17,2.33,0.16,0.62,0.4,0.05,4.24,6.57,64.54
259,2015,0.09,2.42,2.4,0.32,0.55,0.21,0.01,3.19,5.59,57.09
259,2020,"<0,0022",2.3,3.9,0.44,0.44,0.42,"<0,10",3.16,6.3,50.16
261,1995,1.77,0.87,4.65,2.03,0.17,0.11,0.03,1.18,5.83,20.24
261,2000,0.03,2.23,2.7,0.26,0.27,0.16,0.06,2.72,5.42,50.18
261,2005,0.02,2.35,3.08,0.14,0.38,0.26,0.01,3.0,6.08,49.34
261,2010,0.07,2.07,2.78,0.21,0.38,0.28,0.04,2.77,5.55,49.93
261,2015,0.2,1.35,2.93,0.46,0.35,0.36,0.02,2.08,5.01,41.46
261,2020,0.03,2.9,3.3,0.23,0.31,0.6,"<0,10",3.81,6.9,55.22
263,1995,0.63,2.99,3.45,0.81,0.28,0.51,0.06,3.84,7.29,52.67
263,2000,0.92,2.6,3.9,1.27,0.3,0.42,0.06,3.38,7.28,46.43
263,2005,1.14,2.02,3.98,1.44,0.2,0.57,0.01,2.8,6.78,41.3
263,2010,1.54,1.78,4.43,1.79,0.36,0.4,0.12,2.66,7.09,37.51
263,2015,0.77,2.59,3.38,1.09,0.72,0.24,0.01,3.56,6.94,51.31
263,2020,0.09,3,3.2,0.4,0.29,0.87,"<0,10",4.16,7.2,57.78
265,1995,0.11,2.0,3.0,0.32,0.3,0.39,0.06,2.75,5.75,47.83
265,2000,0.38,1.75,3.21,0.45,0.21,0.33,0.03,2.32,5.53,41.95
265,2005,0.27,1.75,3.38,0.37,0.15,0.39,0.03,2.32,5.7,40.7
265,2010,0.6,1.09,3.15,0.81,0.16,0.15,0.07,1.47,4.62,31.78
265,2015,0.05,0.47,3.53,0.3,0.08,0.1,0.02,0.66,4.19,15.84
265,2020,"<0,0022",3,1.1,0.07,0.09,0.22,"<0,10",3.31,6.5,50.92
267,1995,,4.12,2.25,,0.25,0.22,0.06,4.65,6.9,67.39
267,2000,,4.49,2.1,,0.3,0.27,0.1,5.16,7.26,71.07
267,2005,,3.89,2.18,,0.33,0.35,0.04,4.61,6.79,67.89
267,2010,,2.91,2.25,,0.39,0.39,0.15,3.84,6.09,63.03
267,2015,0.09,2.12,2.48,0.25,0.28,0.29,0.01,2.7,5.18,52.13
267,2020,"<0,0022",3.1,2.1,0.1,0.43,0.38,"<0,10",3.91,6.9,56.67
269,1995,,6.11,1.28,,0.17,1.51,0.06,7.85,9.13,85.98
269,2000,,7.23,1.13,,0.23,1.92,0.1,9.48,10.61,89.35
269,2005,,6.13,1.65,,0.22,2.65,0.07,9.07,10.72,84.61
269,2010,,6.05,1.13,,0.15,1.98,0.11,8.29,9.42,88.0
269,2015,,5.86,1.2,,1.39,0.14,0.04,7.43,8.63,86.09
269,2020,"<0,0022",6.4,1.7,0.09,0.24,1.53,"<0,10",8.17,13.7,59.64
271,1995,0.58,0.87,3.38,0.91,0.25,0.16,0.03,1.31,4.69,27.93
271,2000,0.59,0.8,3.58,0.82,0.17,0.12,0.06,1.15,4.73,24.31
271,2005,0.53,1.12,3.08,0.69,0.27,0.21,0.01,1.61,4.69,34.33
271,2010,0.1,1.72,2.93,0.26,0.33,0.29,0.03,2.36,5.29,44.64
271,2015,0.81,0.75,3.56,1.07,0.2,0.2,0.01,1.15,4.71,24.46
271,2020,"<0,0022",2.5,2.4,0.11,0.23,0.4,"<0,10",3.13,4.6,68.04
273,1995,0.45,0.62,3.45,0.7,0.32,0.14,0.03,1.11,4.56,24.34
273,2000,0.71,0.62,3.4,1.05,0.27,0.12,0.06,1.07,4.47,23.94
273,2005,0.78,0.83,3.45,0.96,0.11,0.19,0.01,1.14,4.59,24.84
273,2010,0.67,0.29,3.15,1.02,0.18,0.09,0.05,0.61,3.76,16.33
273,2015,0.37,1.7,3.15,0.56,0.5,0.15,0.03,2.38,5.53,42.99
273,2020,0.01,2.2,1.1,0.23,0.33,0.42,"<0,10",2.95,3.7,79.73
275,1995,0.65,0.87,3.07,0.86,0.13,0.17,0.03,1.2,4.27,28.1
275,2000,0.64,1.12,3.25,0.82,0.08,0.19,0.06,1.45,4.7,30.85
275,2005,0.53,0.94,2.85,0.74,0.09,0.3,0.01,1.34,4.19,31.98
275,2010,0.86,0.62,3.68,1.07,0.16,0.14,0.15,1.06,4.74,22.42
275,2015,0.54,0.37,3.38,0.77,0.2,0.13,0.06,0.77,4.15,18.52
275,2020,0.01,1,4.2,1,0.18,0.15,"<0,10",1.33,4.6,28.91
277,1995,,9.68,1.5,,0.39,1.12,0.1,11.29,12.79,88.27
277,2000,,10.37,1.05,,0.3,1.11,0.08,11.86,12.91,91.87
277,2005,,11.05,0.83,,0.22,1.44,0.13,12.84,13.67,93.93
277,2010,,14.31,0.53,,0.22,1.71,0.2,16.44,16.97,96.88
277,2015,,14.06,0.68,,1.37,0.12,0.08,15.63,16.31,95.83
277,2020,"<0,0022",17,"<0,75",0.09,0.67,1.03,"<0,10",18.7,49.6,37.7
279,1995,,5.74,2.77,,0.25,0.44,0.06,6.49,9.26,70.09
279,2000,,4.94,3.03,,0.19,0.33,0.06,5.52,8.55,64.56
