point_id,year,radioactivity [Bq*kg-1],soil_electrical_conductivity [mS*m-1],soil_salinity [mg KCl*100g-1]
275,2010,374.0,3.45,9.09
275,2015,444.0,4.24,11.19
275,2020,272.0,6.44,17.0
277,1995,722.0,14.19,37.5
277,2000,678.0,18.6,49.1
277,2005,651.0,17.6,45.4
277,2010,752.0,22.32,58.92
277,2015,876.0,11.31,29.86
277,2020,570.0,11.74,31.0
279,1995,556.0,9.86,25.4
279,2000,566.0,8.3,21.9
279,2005,565.0,6.5,17.1
279,2010,527.0,3.84,10.13
279,2015,870.0,6.58,17.37
279,2020,516.0,7.2,19.0
281,1995,790.0,8.54,22.0
281,2000,711.0,7.1,18.7
281,2005,693.0,5.0,13.3
281,2010,809.0,7.21,19.04
281,2015,885.0,8.91,23.52
281,2020,696.0,5.68,15.0
283,1995,483.0,5.98,15.4
283,2000,366.0,7.4,14.6
283,2005,449.0,6.7,17.8
283,2010,557.0,10.69,28.21
283,2015,600.0,8.34,22.02
283,2020,417.0,10.61,28.0
285,1995,687.0,3.34,8.6
285,2000,730.0,5.3,14.6
285,2005,728.0,6.3,16.6
285,2010,817.0,7.85,20.73
285,2015,1057.0,6.54,17.27
285,2020,708.0,5.68,15.0
287,1995,207.0,9.06,23.3
287,2000,252.0,7.4,19.6
287,2005,294.0,6.7,17.8
287,2010,348.0,3.64,9.6
287,2015,561.0,6.91,18.24
287,2020,233.0,6.06,16.0
289,1995,383.0,4.35,11.0
289,2000,344.0,3.5,9.2
289,2005,358.0,5.5,14.5
289,2010,420.0,5.63,14.85
289,2015,890.0,5.88,15.52
289,2020,327.0,8.33,22.0
291,1995,571.0,9.57,24.2
291,2000,497.0,13.3,35.1
291,2005,566.0,11.4,30.1
291,2010,474.0,5.59,14.75
291,2015,456.0,6.01,15.87
291,2020,409.0,36.74,97.0
295,1995,577.0,9.68,24.9
295,2000,482.0,8.4,22.2
295,2005,446.0,6.7,17.8
295,2010,460.0,9.66,25.49
295,2015,658.0,26.02,68.69
295,2020,447.0,12.5,33.0
297,1995,210.0,10.56,27.2
297,2000,200.0,8.3,21.9
297,2005,181.0,7.6,20.1
297,2010,234.0,9.02,23.82
297,2015,418.0,8.11,21.41
297,2020,75.0,9.09,24.0
299,1995,216.0,21.12,54.4
299,2000,273.0,28.1,74.2
299,2005,235.0,20.9,55.2
299,2010,286.0,19.67,51.92
299,2015,329.0,18.92,49.95
299,2020,285.0,14.77,39.0
301,1995,1362.0,8.22,21.7
301,2000,1229.0,8.3,21.3
301,2005,1492.0,10.2,26.8
301,2010,2055.0,7.77,20.5
301,2015,1664.0,8.62,22.76
301,2020,1325.0,19.7,52.0
303,1995,851.0,6.83,18.0
303,2000,972.0,7.8,20.6
303,2005,905.0,8.2,21.6
303,2010,888.0,5.6,14.79
303,2015,949.0,6.11,16.13
303,2020,1407.0,10.61,28.0
305,1995,457.0,5.54,14.6
305,2000,535.0,5.1,13.5
305,2005,551.0,6.0,15.8
305,2010,541.0,5.14,13.56
305,2015,269.0,8.52,22.49
305,2020,504.0,17.8,47.0
307,1995,669.0,10.91,28.8
307,2000,757.0,9.9,26.1
307,2005,795.0,13.5,35.6
307,2010,799.0,6.55,17.29
307,2015,883.0,6.81,17.98
307,2020,815.0,12.12,32.0
311,1995,726.0,7.66,20.2
311,2000,808.0,9.8,25.9
311,2005,838.0,12.4,32.6
311,2010,826.0,5.84,15.41
311,2015,736.0,6.37,16.82
311,2020,494.0,12.88,34.0
313,1995,560.0,6.6,17.4
313,2000,677.0,8.1,21.4
313,2005,719.0,9.9,26.1
313,2010,564.0,6.86,18.12
313,2015,689.0,9.7,25.61
313,2020,538.0,7.58,20.0
315,1995,713.0,12.76,33.7
315,2000,745.0,12.1,31.9
315,2005,707.0,13.2,34.7
315,2010,735.0,10.66,28.13
315,2015,673.0,23.85,62.96
315,2020,595.0,7.58,20.0
317,1995,877.0,9.15,24.1
317,2000,816.0,6.4,21.0
317,2005,819.0,6.3,16.7
317,2010,941.0,9.42,24.86
317,2015,1141.0,7.23,19.09
317,2020,555,"<1,00","<10,00"
319,1995,837.0,13.2,34.8
319,2000,852.0,17.2,45.4
319,2005,786.0,13.2,35.0
319,2010,965.0,11.01,29.06
319,2015,989.0,21.38,56.44
319,2020,760.0,3.79,10.0
321,1995,498.0,11.24,29.7
321,2000,552.0,8.4,22.2
321,2005,464.0,9.3,24.6
321,2010,432.0,16.47,43.49
321,2015,329.0,6.78,17.9
321,2020,402.0,12.5,33.0
323,1995,159.0,5.19,13.7
323,2000,190.0,6.3,21.0
323,2005,168.0,6.4,21.0
323,2010,104.0,3.21,8.47
323,2015,354.0,4.39,11.59
323,2020,209.0,4.17,11.0
325,1995,438.0,7.44,19.6
325,2000,434.0,9.3,24.6
325,2005,506.0,6.4,17.0
325,2010,593.0,4.07,10.74
325,2015,666.0,10.01,26.43
325,2020,365.0,5.68,15.0
327,1995,515.0,7.92,20.9
327,2000,502.0,5.8,15.3
327,2005,534.0,8.9,23.6
327,2010,462.0,4.01,10.58
327,2015,833.0,4.72,12.46
327,2020,299.0,7.2,19.0
329,1995,970.0,7.09,18.7
329,2000,874.0,7.0,18.5
329,2005,830.0,6.5,17.2
329,2010,1285.0,5.55,14.64
329,2015,1012.0,10.73,28.33
329,2020,744.0,9.85,26.0
331,1995,468.0,11.76,31.0
331,2000,452.0,9.3,24.6
331,2005,409.0,6.9,18.2
331,2010,513.0,4.81,12.71
331,2015,234.0,6.04,15.95
331,2020,256.0,9.09,24.0
333,1995,685.0,18.34,48.4
333,2000,545.0,20.5,54.1
333,2005,636.0,18.5,48.9
333,2010,685.0,5.1,13.46
333,2015,404.0,6.67,17.61
333,2020,564.0,10.23,27.0
335,1995,175.0,19.89,52.5
335,2000,336.0,20.4,53.9
335,2005,308.0,18.5,48.9
335,2010,863.0,11.15,29.45
335,2015,752.0,20.45,53.99
335,2020,643.0,10.23,27.0
337,1995,553.0,6.83,18.0
337,2000,661.0,7.6,20.1
337,2005,594.0,9.6,25.3
337,2010,542.0,8.44,22.27
337,2015,459.0,5.04,13.31
337,2020,339.0,15.15,40.0
339,1995,440.0,13.06,34.5
339,2000,442.0,12.2,32.2
339,2005,464.0,14.7,38.8
339,2010,478.0,12.1,31.94
339,2015,299.0,6.39,16.87
339,2020,407,3.41,"<10,00"
341,1995,212.0,4.84,12.8
341,2000,288.0,3.8,10.0
341,2005,266.0,13.6,36.0
341,2010,310.0,3.98,10.51
341,2015,82.0,4.23,11.17
341,2020,510.0,7.2,19.0
343,1995,200.0,10.38,27.4
343,2000,166.0,12.4,32.7
343,2005,174.0,9.6,25.3
343,2010,342.0,8.39,22.14
343,2015,514.0,6.92,18.27
343,2020,238,"<1,00",10
345,1995,699.0,12.8,33.8
345,2000,610.0,15.5,40.9
345,2005,589.0,13.5,35.7
345,2010,321.0,10.88,28.72
345,2015,518.0,6.18,16.32
345,2020,288.0,5.68,15.0
347,1995,524.0,6.05,16.0
347,2000,613.0,6.7,17.6
347,2005,599.0,6.9,18.3
347,2010,681.0,5.84,15.42
347,2015,804.0,5.92,15.63
347,2020,518.0,3.79,10.0
349,1995,871.0,13.49,35.6
349,2000,734.0,14.5,38.3
349,2005,693.0,11.1,29.2
349,2010,778.0,5.63,14.87
349,2015,515.0,5.44,14.36
349,2020,560.0,7.2,19.0
351,1995,817.0,6.92,18.3
351,2000,782.0,9.9,26.1
351,2005,791.0,8.1,21.3
351,2010,813.0,5.02,13.24
351,2015,527.0,7.79,20.57
351,2020,619.0,7.58,20.0
353,1995,824.0,19.89,52.5
353,2000,698.0,22.8,60.2
353,2005,838.0,17.3,45.6
353,2010,734.0,12.7,33.54
353,2015,505.0,7.96,21.01
353,2020,668.0,10.98,29.0
355,1995,946.0,16.87,44.5
355,2000,816.0,19.4,51.2
355,2005,838.0,13.5,35.6
355,2010,764.0,8.89,23.46
355,2015,840.0,7.8,20.59
355,2020,696.0,9.85,26.0
357,1995,436.0,9.34,24.7
357,2000,488.0,7.4,19.5
357,2005,545.0,9.3,24.6
357,2010,477.0,6.43,16.99
357,2015,473.0,5.16,13.62
357,2020,684.0,10.61,28.0
359,1995,529.0,9.25,24.4
359,2000,499.0,7.5,19.5
359,2005,435.0,10.1,26.6
359,2010,486.0,5.09,13.42
359,2015,666.0,7.58,20.01
359,2020,438.0,3.79,10.0
361,1995,368.0,3.2,8.4
361,2000,356.0,2.1,5.5
361,2005,367.0,4.0,10.6
361,2010,399.0,3.19,8.41
361,2015,125.0,3.55,9.37
361,2020,333.0,3.79,10.0
363,1995,590.0,7.74,20.4
363,2000,531.0,5.5,14.5
363,2005,566.0,8.1,21.3
363,2010,594.0,4.48,11.84
363,2015,692.0,6.85,18.08
363,2020,690.0,12.12,32.0
365,1995,552.0,5.28,13.9
365,2000,536.0,8.7,23.0
365,2005,488.0,9.1,24.1
365,2010,805.0,4.45,11.74
365,2015,962.0,5.97,15.76
365,2020,725.0,4.92,13.0
367,1995,381.0,3.03,8.0
367,2000,265.0,3.7,9.8
367,2005,299.0,9.0,23.8
367,2010,354.0,3.83,10.11
367,2015,134.0,5.01,13.23
367,2020,354.0,3.79,10.0
369,1995,218.0,3.52,9.3
369,2000,226.0,4.0,10.6
369,2005,263.0,6.4,17.0
369,2010,256.0,4.11,10.85
369,2015,15.0,2.85,7.52
369,2020,115.0,8.33,22.0
371,1995,491.0,10.38,27.4
371,2000,442.0,8.4,22.2
371,2005,476.0,8.0,21.0
371,2010,618.0,7.04,18.6
371,2015,828.0,11.04,29.15
371,2020,408.0,6.44,17.0
373,1995,584.0,3.43,9.1
373,2000,694.0,3.7,9.8
373,2005,589.0,6.0,16.0
373,2010,612.0,4.95,13.07
373,2015,488.0,5.34,14.1
373,2020,522.0,7.95,21.0
375,1995,722.0,5.28,13.9
375,2000,777.0,7.8,20.6
375,2005,808.0,9.9,26.1
375,2010,766.0,5.3,14.0
375,2015,829.0,3.85,10.16
375,2020,685.0,6.82,18.0
377,1995,592.0,11.97,31.6
377,2000,514.0,9.8,25.9
377,2005,612.0,13.2,34.7
377,2010,413.0,5.8,15.3
377,2015,586.0,5.33,14.07
377,2020,443.0,3.79,10.0
379,1995,383.0,5.54,14.6
379,2000,331.0,4.6,12.1
379,2005,280.0,7.4,19.5
379,2010,300.0,4.14,10.92
379,2015,467.0,4.07,10.74
379,2020,273.0,6.82,18.0
381,1995,641.0,14.96,39.5
381,2000,644.0,16.7,44.1
381,2005,611.0,15.6,41.1
381,2010,971.0,15.08,39.81
381,2015,1096.0,7.45,19.67
381,2020,561.0,13.26,35.0
383,1995,380.0,7.92,20.9
383,2000,388.0,8.7,22.9
383,2005,338.0,8.9,23.6
383,2010,399.0,5.6,14.78
383,2015,416.0,4.28,11.3
383,2020,317.0,10.61,28.0
385,1995,247.0,2.2,5.8
385,2000,217.0,2.3,6.1
385,2005,183.0,3.9,10.4
385,2010,254.0,3.52,9.3
385,2015,481.0,4.02,10.61
385,2020,209.0,4.17,11.0
387,1995,625.0,8.27,21.8
387,2000,550.0,9.9,26.1
387,2005,562.0,8.0,21.0
387,2010,727.0,4.95,13.07
387,2015,749.0,5.42,14.31
387,2020,538.0,8.71,23.0
389,1995,654.0,5.63,14.9
389,2000,657.0,8.4,22.2
389,2005,618.0,8.6,22.8
389,2010,615.0,6.88,18.16
389,2015,610.0,6.16,16.26
389,2020,594.0,7.2,19.0
393,1995,764.0,21.12,54.4
393,2000,683.0,21.4,56.5
393,2005,715.0,18.1,47.7
393,2010,769.0,8.07,21.3
393,2015,1279.0,4.86,12.83
393,2020,661.0,4.92,13.0
395,1995,857.0,22.0,56.6
395,2000,746.0,21.1,54.4
395,2005,745.0,18.1,47.9
395,2010,709.0,9.73,25.68
395,2015,862.0,9.47,25.0
395,2020,621.0,11.74,31.0
397,1995,734.0,3.26,8.4
397,2000,675.0,2.8,7.4
397,2005,739.0,4.2,11.0
397,2010,750.0,8.27,21.83
397,2015,714.0,14.61,38.57
397,2020,612.0,8.71,23.0
399,1995,787.0,3.52,9.1
399,2000,787.0,2.6,6.8
399,2005,751.0,3.7,9.8
399,2010,764.0,4.9,12.93
399,2015,1073.0,18.51,48.87
399,2020,655.0,6.44,17.0
401,1995,827.0,13.73,35.4
401,2000,736.0,16.0,42.2
401,2005,771.0,11.1,29.3
401,2010,632.0,7.46,19.7
401,2015,723.0,8.35,22.04
401,2020,577.0,8.33,22.0
403,1995,687.0,19.36,49.8
403,2000,787.0,17.7,46.7
403,2005,771.0,12.0,31.6
403,2010,803.0,10.94,28.88
403,2015,788.0,12.98,34.27
403,2020,674.0,12.5,33.0
405,1995,1016.0,18.51,48.9
405,2000,911.0,15.5,40.9
405,2005,782.0,16.6,43.6
405,2010,853.0,9.2,24.29
405,2015,976.0,9.26,24.45
405,2020,602.0,11.36,30.0
407,1995,860.0,9.51,25.1
407,2000,739.0,11.6,30.6
407,2005,872.0,16.9,44.6
407,2010,802.0,6.57,17.35
407,2015,763.0,7.23,19.09
407,2020,718.0,7.2,19.0
409,1995,869.0,5.54,14.6
409,2000,774.0,6.0,15.8
409,2005,837.0,8.8,23.3
409,2010,844.0,6.89,18.2
409,2015,545.0,6.51,17.19
409,2020,670.0,15.53,41.0
411,1995,674.0,16.17,42.7
411,2000,807.0,22.8,60.2
411,2005,828.0,21.1,55.8
411,2010,784.0,15.69,41.42
411,2015,985.0,16.99,44.85
411,2020,680,"<1,00","<10,00"
413,1995,585.0,13.67,36.1
413,2000,594.0,12.2,32.2
413,2005,608.0,9.6,25.3
413,2010,579.0,4.7,12.41
413,2015,605.0,4.39,11.59
413,2020,477.0,6.82,18.0
415,1995,492.0,15.65,41.3
415,2000,588.0,16.9,44.6
415,2005,662.0,12.3,32.4
415,2010,653.0,6.37,16.81
415,2015,829.0,4.63,12.22
415,2020,554.0,6.82,18.0
417,1995,702.0,4.76,12.6
417,2000,808.0,6.6,17.4
417,2005,797.0,6.3,16.6
417,2010,703.0,7.39,19.5
417,2015,919.0,6.06,16.0
417,2020,633.0,9.47,25.0
419,1995,836.0,5.28,13.9
419,2000,740.0,6.7,17.6
419,2005,763.0,7.8,20.6
419,2010,746.0,6.9,18.22
419,2015,1011.0,9.27,24.47
419,2020,460.0,10.23,27.0
421,1995,727.0,10.12,26.7
421,2000,694.0,9.9,26.1
421,2005,623.0,11.1,29.2
421,2010,598.0,5.75,15.18
421,2015,1031.0,9.86,26.03
421,2020,653.0,5.3,14.0
423,1995,719.0,6.83,18.0
423,2000,616.0,5.6,14.8
423,2005,646.0,7.8,20.6
423,2010,826.0,5.66,14.93
423,2015,765.0,6.41,16.92
423,2020,497.0,4.55,12.0
425,1995,743.0,21.38,56.4
425,2000,719.0,23.2,61.2
425,2005,724.0,21.9,57.7
425,2010,962.0,17.8,46.99
425,2015,1002.0,9.31,24.58
425,2020,621.0,5.68,15.0
427,1995,807.0,4.15,10.9
427,2000,779.0,7.0,18.5
427,2005,778.0,9.2,24.3
427,2010,896.0,8.21,21.66
427,2015,866.0,5.33,14.07
427,2020,685.0,4.55,12.0
429,1995,1114.0,7.39,19.5
429,2000,1029.0,7.9,20.9
429,2005,1001.0,9.1,24.1
429,2010,935.0,8.63,22.77
429,2015,1070.0,9.01,23.79
429,2020,672.0,16.29,43.0
431,1995,674.0,8.62,22.8
431,2000,701.0,7.3,19.3
431,2005,656.0,9.2,24.3
431,2010,671.0,4.81,12.7
431,2015,542.0,3.55,9.37
431,2020,564.0,6.82,18.0
433,1995,691.0,5.72,15.1
433,2000,820.0,7.0,18.5
433,2005,752.0,9.2,24.3
433,2010,885.0,10.02,26.44
433,2015,576.0,5.65,14.92
433,2020,608.0,9.09,24.0
435,1995,929.0,13.84,36.5
435,2000,887.0,11.2,29.6
435,2005,1012.0,13.8,36.4
435,2010,979.0,10.11,26.68
435,2015,623.0,4.89,12.91
435,2020,1067.0,4.17,11.0
437,1995,853.0,3.55,9.4
437,2000,741.0,4.6,12.1
437,2005,746.0,7.6,20.0
437,2010,875.0,5.52,14.58
437,2015,683.0,5.17,13.65
437,2020,735.0,5.3,14.0
439,1995,726.0,3.52,9.3
439,2000,762.0,4.6,12.1
439,2005,744.0,5.3,13.9
439,2010,783.0,6.48,17.1
439,2015,822.0,5.87,15.5
439,2020,696.0,6.06,16.0
441,1995,1013.0,9.51,25.1
441,2000,896.0,9.9,26.1
441,2005,910.0,12.2,32.2
441,2010,947.0,8.07,21.31
441,2015,1018.0,6.53,17.24
441,2020,927.0,9.09,24.0
443,1995,736.0,5.02,13.2
443,2000,776.0,5.1,13.5
443,2005,831.0,5.2,13.9
443,2010,785.0,5.75,15.17
443,2015,705.0,5.35,14.12
443,2020,653.0,13.26,35.0
445,1995,651.0,7.7,20.3
445,2000,737.0,9.9,26.1
445,2005,746.0,11.2,29.7
445,2010,726.0,7.42,19.6
445,2015,885.0,5.52,14.57
445,2020,614.0,7.58,20.0
447,1995,714.0,13.64,36.0
447,2000,751.0,12.1,31.9
447,2005,774.0,17.6,46.4
447,2010,845.0,10.68,28.2
447,2015,1091.0,16.16,42.66
447,2020,660.0,6.82,18.0
449,1995,732.0,6.86,18.1
449,2000,723.0,5.3,14.0
449,2005,721.0,9.4,24.8
449,2010,780.0,5.44,14.36
449,2015,931.0,6.34,16.74
449,2020,1180,3.41,"<10,00"
