point_id,year,available ammonium nitrogen[NNH4 mg*kg-1],available magnesium [mg Mg*100g-1],available nitrate nitrogen [NNO3 mg*kg-1],available phosphorus [mg P2O5* 100g-1],available potassium [mg K2O*100g-1],available sulphur [mg S-SO4*100g-1]
187,2020,5.2,5.5,33.5,8.7,15.7,3.2
189,1995,,7.8,,21.4,10.4,6.38
189,2000,,10.8,,24.3,20.4,7.05
189,2005,,22.7,,20.3,17.8,1.56
189,2010,,15.9,,13.1,11.2,0.91
189,2015,10.74,10.6,2.18,14.6,11.5,0.47
189,2020,18.2,6.7,10.8,25.3,20.5,7.0
191,1995,,6.4,,13.4,4.9,1.12
191,2000,,8.4,,10.4,6.9,1.0
191,2005,,5.4,,7.2,8.7,1.38
191,2010,,12.6,,18.8,7.3,1.28
191,2015,10.24,9.4,1.62,15.2,7.6,0.73
191,2020,2.3,10.0,34.4,13.5,8.6,1.8
193,1995,,12.0,,32.0,51.0,1.25
193,2000,,14.0,,29.2,40.5,1.25
193,2005,,13.4,,21.5,31.6,1.62
193,2010,,20.1,,54.0,39.0,1.15
193,2015,8.65,12.7,2.4,63.0,73.2,2.08
193,2020,2.5,20.1,37.0,41.5,55.0,6.5
195,1995,,20.0,,5.2,7.5,1.88
195,2000,,20.0,,4.0,9.5,1.45
195,2005,,16.1,,10.1,20.2,1.5
195,2010,,21.6,,2.2,7.8,1.12
195,2015,7.59,17.3,2.91,3.7,8.8,0.99
195,2020,5.5,15.8,34.3,2.5,9.9,1.7
197,1995,,10.0,,22.7,18.4,0.8
197,2000,,10.3,,28.0,11.2,1.0
197,2005,,16.6,,21.3,12.2,1.0
197,2010,,14.7,,18.5,23.4,0.94
197,2015,8.54,9.6,8.15,18.5,23.1,0.68
197,2020,7.2,10.9,34.7,13.3,24.9,4.8
199,1995,,1.8,,11.0,7.8,0.88
199,2000,,2.0,,11.3,11.7,0.88
199,2005,,3.9,,8.2,8.4,0.75
199,2010,,4.4,,8.8,15.4,0.7
199,2015,8.93,4.1,"<1,00",8.2,9.5,0.41
199,2020,3.3,4.8,33.5,8.6,15.8,1.1
201,1995,,1.8,,13.0,7.5,2.0
201,2000,,1.6,,16.5,10.2,1.75
201,2005,,2.2,,14.5,15.7,1.68
201,2010,,3.1,,15.6,4.4,0.71
201,2015,10.64,6.8,6.09,15.3,6.3,0.31
201,2020,6.85,3.5,42.2,18.1,7.0,1.8
203,1995,,7.1,,7.7,4.6,1.63
203,2000,,8.7,,6.9,6.5,1.38
203,2005,,7.6,,9.4,7.8,1.29
203,2010,,6.8,,9.4,9.8,1.31
203,2015,8.99,5.4,7.78,7.2,7.2,0.57
203,2020,2.3,4.9,42.5,7.9,9.0,3.09
205,1995,,1.9,,15.3,8.5,1.42
205,2000,,1.4,,13.6,6.0,1.7
205,2005,,5.6,,15.1,11.7,1.75
205,2010,,3.4,,11.0,12.4,1.07
205,2015,6.56,1.58,3.24,12.3,7.2,0.6
205,2020,2.4,11.6,15.1,1.9,4.5,2.43
207,1995,,6.2,,14.2,20.4,1.87
207,2000,,8.4,,16.7,21.0,1.68
207,2005,,16.9,,19.0,21.1,1.88
207,2010,,13.6,,12.0,37.7,1.06
207,2015,12.12,7.2,2.95,13.9,22.7,0.73
207,2020,4.2,9.6,35.2,9.2,34.6,3.4
209,1995,,3.8,,8.5,15.0,2.5
209,2000,,3.2,,6.5,19.3,2.25
209,2005,,2.7,,18.2,35.3,1.83
209,2010,,7.9,,11.4,20.4,1.74
209,2015,7.96,5.3,11.17,8.3,15.8,0.75
209,2020,8.2,13.0,44.7,13.0,44.7,3.2
211,1995,,2.3,,3.8,10.9,1.38
211,2000,,3.3,,5.9,14.0,1.38
211,2005,,2.1,,8.3,22.0,1.25
211,2010,,11.4,,3.5,11.6,1.03
211,2015,11.13,5.8,4.62,4.1,9.5,0.36
211,2020,2.3,5.3,35.0,16.0,19.4,2.7
213,1995,,3.0,,23.4,10.8,2.25
213,2000,,2.8,,26.6,8.0,2.5
213,2005,,3.8,,25.2,9.7,2.12
213,2010,,6.9,,20.2,11.4,1.12
213,2015,10.56,7.1,31.2,20.4,17.6,1.71
213,2020,1.0,2.0,28.3,11.7,5.7,3.15
215,1995,,5.4,,13.4,14.5,1.5
215,2000,,5.2,,15.0,10.0,1.75
215,2005,,5.8,,18.7,12.9,1.26
215,2010,,7.1,,16.6,15.4,1.47
215,2015,6.94,5.1,2.0,16.1,15.2,0.72
215,2020,1.0,1.4,22.3,14.4,3.3,2.18
217,1995,,1.5,,2.4,3.4,1.38
217,2000,,2.0,,4.8,6.4,1.38
217,2005,,1.4,,9.5,11.8,1.28
217,2010,,15.3,,20.6,24.3,1.22
217,2015,9.19,15.1,3.29,18.0,23.4,0.77
217,2020,1.0,3.5,43.9,7.2,15.3,4.92
219,1995,,4.7,,36.1,16.2,2.0
219,2000,,4.8,,42.0,13.9,2.13
219,2005,,4.0,,38.6,21.3,2.0
219,2010,,9.0,,49.0,30.0,1.27
219,2015,7.91,7.3,3.35,13.9,22.4,0.72
219,2020,1.0,6.8,49.1,17.7,14.2,5.23
221,1995,,8.4,,42.6,18.8,0.63
221,2000,,6.1,,37.0,16.0,0.63
221,2005,,23.4,,36.3,36.8,1.01
221,2010,,13.7,,51.8,25.6,1.33
221,2015,9.77,14.0,17.46,45.9,23.9,1.08
221,2020,1.0,8.1,32.0,30.5,27.3,4.3
223,1995,,6.8,,13.0,10.4,1.25
223,2000,,5.8,,10.2,13.3,1.5
223,2005,,6.8,,9.9,12.8,1.18
223,2010,,5.1,,8.7,11.1,1.4
223,2015,9.16,4.6,1.82,11.2,15.1,0.94
223,2020,2.2,4.9,20.7,11.6,16.0,2.2
225,1995,,0.6,,11.0,2.4,1.25
225,2000,,1.0,,11.9,4.0,1.25
225,2005,,1.0,,13.6,8.2,0.98
225,2010,,1.0,,18.2,7.4,1.04
225,2015,7.42,1.4,3.09,20.3,7.3,0.73
225,2020,2.7,1.4,21.1,10.0,4.4,3.2
229,1995,,4.5,,15.7,15.2,1.25
229,2000,,5.1,,14.8,18.0,1.25
229,2005,,4.6,,16.8,15.5,1.11
229,2010,,6.5,,13.2,11.1,1.24
229,2015,5.65,4.9,28.18,12.9,7.5,0.9
229,2020,2.8,4.8,34.5,17.1,8.0,2.6
231,1995,,4.4,,22.0,10.7,0.5
231,2000,,3.9,,17.5,6.9,0.63
231,2005,,3.4,,16.4,8.7,0.63
231,2010,,2.9,,19.4,12.2,0.98
231,2015,11.57,3.0,12.28,20.3,9.2,0.8
231,2020,2.1,2.1,26.6,24.5,8.4,3.9
233,1995,,4.1,,12.8,16.6,1.25
233,2000,,8.6,,20.0,25.3,1.25
233,2005,,8.8,,13.3,25.5,1.5
233,2010,,3.2,,13.2,12.0,0.91
233,2015,32.48,4.2,45.12,21.1,21.1,1.41
233,2020,1.0,4.8,33.5,19.1,16.6,3.8
235,1995,,10.3,,12.0,7.8,1.88
235,2000,,8.4,,15.5,7.8,1.65
235,2005,,3.1,,25.2,16.3,1.6
235,2010,,7.4,,14.2,9.4,1.02
235,2015,6.98,4.2,3.33,17.5,9.5,0.82
235,2020,2.3,8.3,34.3,21.9,14.7,3.7
237,1995,,4.2,,9.9,11.1,1.25
237,2000,,4.7,,16.9,19.2,1.25
237,2005,,3.0,,9.2,12.5,1.09
237,2010,,3.4,,10.4,11.0,0.66
237,2015,9.15,1.3,3.34,12.8,13.3,1.0
237,2020,7.7,7.5,34.9,12.9,11.0,3.4
239,1995,,2.9,,5.4,13.7,0.83
239,2000,,2.9,,8.8,11.1,1.0
239,2005,,2.6,,6.0,9.0,0.63
239,2010,,2.8,,7.0,14.6,1.07
239,2015,11.32,2.46,2.08,4.8,9.5,0.71
239,2020,2.3,4.0,6.2,7.5,10.0,3.2
241,1995,,4.4,,7.4,5.5,0.88
241,2000,,5.0,,4.8,5.7,0.8
241,2005,,10.5,,3.9,6.5,1.0
241,2010,,5.6,,7.0,10.2,0.86
241,2015,9.92,5.8,16.81,8.9,8.2,0.92
241,2020,2.3,8.8,30.7,10.7,7.3,5.6
243,1995,,1.5,,3.5,1.8,2.0
243,2000,,2.0,,5.6,2.5,2.25
243,2005,,1.3,,7.5,2.6,1.83
243,2010,,0.5,,3.8,2.8,0.55
243,2015,6.84,2.7,2.22,5.7,2.8,0.6
243,2020,6.9,1.5,23.6,7.0,2.3,3.3
245,1995,,4.4,,13.0,2.2,1.13
245,2000,,5.8,,17.6,5.6,1.25
245,2005,,8.0,,20.4,18.1,1.07
245,2010,,2.4,,24.4,7.4,0.89
245,2015,22.69,2.3,31.58,31.5,9.0,1.36
245,2020,10.0,1.7,34.6,29.1,10.0,3.3
247,1995,,5.2,,10.1,7.6,2.75
247,2000,,6.3,,13.4,7.4,2.5
247,2005,,8.3,,105.0,28.8,2.25
247,2010,,9.3,,90.8,31.5,1.75
247,2015,11.8,3.1,11.11,6.6,13.2,0.76
247,2020,2.4,6,46.6,49.2,28.3,"<1,00"
249,1995,,5.5,,9.0,6.6,0.63
249,2000,,4.7,,9.0,9.3,0.5
249,2005,,5.5,,12.7,10.2,0.76
249,2010,,6.8,,11.1,14.2,0.82
249,2015,9.49,3.7,5.75,14.0,11.0,0.9
249,2020,1.0,11.7,53.7,14.2,14.3,4.0
251,1995,,5.8,,30.4,20.0,2.0
251,2000,,7.5,,36.4,24.7,1.75
251,2005,,5.3,,29.2,16.2,1.68
251,2010,,4.6,,18.6,8.7,1.52
251,2015,9.74,3.7,13.29,16.5,14.8,0.81
251,2020,2.2,3.5,27.7,14.7,11.4,1.2
253,1995,,5.4,,12.7,16.2,2.13
253,2000,,8.6,,25.1,28.8,2.25
253,2005,,5.0,,22.5,22.1,1.96
253,2010,,2.6,,12.8,4.1,1.11
253,2015,6.88,2.9,"<1,00",6.1,4.2,0.7
253,2020,2.5,10.0,13.9,28.4,29.2,3.8
255,1995,,2.9,,9.0,5.9,0.75
255,2000,,3.4,,7.2,6.4,0.58
255,2005,,5.8,,10.4,35.0,0.63
255,2010,,7.6,,3.4,3.2,0.55
255,2015,10.45,7.3,9.55,5.8,8.8,0.83
255,2020,2.8,6.1,34.3,4.8,1.8,2.4
257,1995,,1.9,,7.7,4.6,0.5
257,2000,,1.1,,7.1,6.8,0.38
257,2005,,2.3,,6.6,6.1,0.63
257,2010,,1.4,,9.0,6.9,0.56
257,2015,6.29,3.5,54.25,27.4,23.9,5.45
257,2020,3.5,4.7,24.3,21.1,14.7,3.9
259,1995,,5.0,,12.7,5.3,1.12
259,2000,,3.6,,8.9,7.3,1.25
259,2005,,5.4,,4.1,17.0,1.13
259,2010,,4.4,,7.8,23.7,1.1
259,2015,10.62,5.4,2.05,6.9,9.5,0.58
259,2020,2.3,4.0,16.9,7.4,16.1,3.8
261,1995,,1.0,,4.5,4.8,1.25
261,2000,,2.0,,6.2,7.5,1.25
261,2005,,2.7,,8.6,8.1,1.07
261,2010,,3.1,,6.7,13.8,0.9
261,2015,11.27,3.3,3.19,8.0,16.1,0.52
261,2020,6.7,6.0,26.0,5.8,8.6,3.8
263,1995,,5.5,,5.6,10.5,2.13
263,2000,,4.5,,5.2,10.0,1.87
263,2005,,6.7,,3.3,9.0,1.73
263,2010,,5.1,,4.7,14.0,0.67
263,2015,9.46,6.9,"<1,00",2.1,15.3,0.74
263,2020,2.2,9.5,33.5,3.7,9.9,2.3
265,1995,,4.2,,7.0,10.9,0.88
265,2000,,3.1,,7.2,7.3,0.75
265,2005,,4.2,,7.2,5.4,0.75
265,2010,,1.6,,6.8,6.9,0.91
265,2015,3.22,1.02,"<1,00",6.5,4.3,0.37
265,2020,2.2,2.5,15.6,1.9,3.8,"<1,00"
267,1995,,2.2,,4.4,9.2,1.25
267,2000,,3.0,,4.4,11.9,0.98
267,2005,,3.4,,5.8,9.4,0.78
267,2010,,4.9,,5.3,13.2,0.88
267,2015,5.54,2.6,2.17,6.0,15.2,0.36
267,2020,1.0,4.0,32.0,8.5,14.4,4.5
269,1995,,17.3,,6.5,3.9,1.25
269,2000,,19.3,,8.1,5.3,0.98
269,2005,,29.8,,7.7,7.3,0.88
269,2010,,20.2,,8.6,5.6,0.94
269,2015,6.19,14.8,5.09,8.3,9.6,0.88
269,2020,2.2,16.7,33.2,9.7,8.9,"<1,00"
271,1995,,1.4,,7.0,6.3,1.38
271,2000,,1.4,,7.4,5.7,1.38
271,2005,,2.5,,8.0,10.3,1.38
271,2010,,3.8,,11.8,9.7,0.97
271,2015,4.08,2.0,18.33,8.8,10.9,0.79
271,2020,2.4,4.7,37.1,20.8,6.7,2.9
273,1995,,1.5,,10.4,13.7,1.38
273,2000,,1.4,,11.7,10.6,1.25
273,2005,,2.1,,9.3,4.5,1.13
273,2010,,1.1,,17.3,8.6,1.05
273,2015,2.98,5.3,19.49,11.5,7.8,0.93
273,2020,22.5,4.3,15.4,16.6,15.1,1.4
275,1995,,2.3,,8.0,2.3,1.0
275,2000,,2.0,,6.0,2.5,1.0
275,2005,,3.0,,5.5,3.9,0.88
275,2010,,1.5,,8.6,4.0,0.6
275,2015,3.5,2.0,"<1,00",6.9,5.8,0.31
275,2020,2.1,2.0,27.8,14.8,4.8,1.7
277,1995,,12.4,,12.2,10.9,1.63
277,2000,,12.2,,10.7,8.3,1.63
277,2005,,13.5,,13.6,6.4,1.88
277,2010,,16.4,,11.3,7.9,5.07
277,2015,11.24,11.7,"<1,00",6.9,6.2,3.79
277,2020,2.5,9.9,37.1,17.4,27.7,1.1
279,1995,,4.6,,11.2,10.9,1.25
279,2000,,3.2,,7.6,8.0,1.0
279,2005,,3.7,,9.7,5.5,1.13
279,2010,,4.7,,40.9,10.7,0.75
279,2015,8.98,3.2,5.4,12.0,5.0,0.81
279,2020,2.4,3.1,36.3,26.6,14.8,2.0
281,1995,,7.4,,10.9,8.3,1.38
281,2000,,8.2,,12.3,10.6,1.38
281,2005,,9.3,,19.7,13.3,1.62
281,2010,,10.6,,17.1,21.8,1.19
281,2015,12.06,5.2,2.02,27.2,33.2,1.11
281,2020,2.5,9.3,77.2,14.2,18.2,3.2
283,1995,,13.2,,12.6,6.6,0.75
283,2000,,10.8,,15.6,8.9,0.75
283,2005,,10.4,,18.0,8.3,1.13
283,2010,,4.1,,22.4,7.1,0.74
283,2015,5.0,10.9,1.59,50.3,25.3,1.12
283,2020,2.4,4.3,18.9,6.0,6.9,1.2
285,1995,,6.4,,3.5,6.0,0.75
285,2000,,5.2,,12.9,10.0,0.75
285,2005,,7.5,,5.1,14.9,1.03
285,2010,,9.6,,2.2,8.9,0.88
285,2015,9.26,3.8,"<1,00",23.4,11.1,0.89
285,2020,12.5,8.9,31.2,5.9,14.9,3.8
287,1995,,4.6,,25.0,16.1,1.25
287,2000,,3.4,,21.0,14.0,1.08
287,2005,,3.4,,25.4,16.0,1.13
287,2010,,1.7,,4.1,4.4,0.73
287,2015,8.94,1.04,10.46,6.4,3.6,0.44
287,2020,2.2,1.7,5.7,5.1,2.1,2.9
289,1995,,4.2,,13.0,15.0,0.38
289,2000,,3.6,,10.9,10.1,0.25
289,2005,,5.0,,9.8,10.2,0.6
289,2010,,12.0,,14.4,17.6,0.43
289,2015,10.75,4.1,3.13,14.2,11.7,0.73
289,2020,8.2,5.4,34,8.8,21.4,"<1,00"
291,1995,,6.2,,14.7,13.9,0.93
291,2000,,5.2,,22.2,20.8,0.78
291,2005,,4.6,,21.4,22.5,1.05
291,2010,,4.9,,10.4,10.4,0.77
291,2015,9.61,3.9,4.09,6.9,10.6,0.66
291,2020,2.3,3.9,34.2,8.9,13.4,11.6
295,1995,,3.6,,8.4,21.2,5.0
295,2000,,3.3,,7.2,18.9,4.6
295,2005,,3.9,,4.7,13.4,4.38
295,2010,,7.3,,7.0,23.7,1.51
295,2015,10.61,5.0,39.69,9.7,25.3,1.32
295,2020,2.3,7.6,34.7,7.5,15.5,3.4
297,1995,,3.0,,24.2,10.9,1.25
297,2000,,3.0,,18.3,11.6,1.25
297,2005,,4.6,,19.7,11.1,1.13
297,2010,,4.8,,36.0,19.5,0.92
297,2015,0.63,1.52,11.55,46.1,15.2,1.19
297,2020,2.2,1.9,17.6,41.8,1.7,2.1
299,1995,,6.4,,2.6,17.1,2.25
299,2000,,4.2,,1.7,15.4,2.25
299,2005,,5.0,,4.8,22.0,1.95
299,2010,,6.3,,3.6,37.8,1.28
299,2015,18.48,4.7,2.58,4.2,55.7,1.43
299,2020,2.6,6.3,39.6,2.4,25.4,"<1,00"
301,1995,,12.6,,1.6,11.7,1.88
301,2000,,12.6,,2.7,15.0,1.88
301,2005,,15.6,,10.8,16.5,2.02
301,2010,,22.8,,2.0,7.6,1.17
301,2015,21.8,14.1,"<1,00",3.6,13.3,0.71
301,2020,38.3,20.7,67.5,10.0,26.3,7.0
303,1995,,6.6,,13.8,17.1,2.88
303,2000,,8.0,,18.4,26.3,2.6
303,2005,,13.0,,18.4,21.8,2.75
303,2010,,6.9,,9.0,13.6,1.07
303,2015,16.49,7.3,1.19,4.4,12.9,0.58
303,2020,37.8,22.6,2.5,35.7,76.5,1.8
305,1995,,5.5,,13.0,12.4,0.75
305,2000,,8.5,,16.4,15.4,0.88
305,2005,,6.5,,15.2,10.0,1.0
305,2010,,6.8,,12.0,23.3,0.78
305,2015,42.6,6.3,6.94,5.5,28.4,0.69
305,2020,35.0,7.9,35.0,5.6,23.1,3.3
307,1995,,9.2,,25.9,20.8,1.5
307,2000,,6.0,,30.6,16.8,1.38
307,2005,,6.7,,57.8,60.6,1.08
307,2010,,17.0,,18.2,21.9,0.78
307,2015,9.55,10.6,6.07,16.4,20.3,0.36
307,2020,3.6,12.4,34.1,14.1,35.4,4.1
311,1995,,10.8,,11.2,12.4,1.25
311,2000,,9.2,,18.1,23.0,1.38
311,2005,,28.5,,12.7,20.1,1.28
311,2010,,21.7,,13.2,14.8,0.95
311,2015,12.36,14.2,2.68,15.1,25.2,0.83
311,2020,2.3,10.7,60.2,23.9,42.8,7.1
313,1995,,10.1,,32.8,17.4,1.12
313,2000,,10.8,,40.8,21.0,0.95
313,2005,,8.5,,17.0,51.6,1.25
313,2010,,10.7,,28.6,17.7,1.02
313,2015,9.35,6.1,11.86,24.5,24.9,0.89
313,2020,2.2,10.0,33.3,24.1,17.7,3.7
315,1995,,4.2,,51.0,20.3,1.25
315,2000,,4.4,,48.5,24.9,1.15
315,2005,,5.2,,53.0,37.4,0.78
315,2010,,14.8,,77.0,43.4,1.64
315,2015,13.23,12.8,68.2,72.9,43.5,2.11
315,2020,2.3,15.7,35.1,32.9,22.2,3.6
317,1995,,20.6,,18.2,24.6,1.25
317,2000,,18.8,,15.2,24.2,1.38
317,2005,,18.1,,10.3,16.6,1.08
317,2010,,19.8,,2.3,6.4,1.3
317,2015,13.58,13.6,4.11,1.6,11.7,1.08
317,2020,2.6,12.8,10.9,4.8,11.7,2.0
319,1995,,14.2,,53.0,33.7,1.25
319,2000,,11.0,,50.0,40.7,1.25
319,2005,,15.1,,46.7,66.3,0.95
319,2010,,14.0,,51.7,66.8,1.24
319,2015,7.0,9.9,66.44,46.1,65.2,1.41
319,2020,2.9,14.1,48.7,36,61.7,"<1,00"
321,1995,,7.7,,17.5,29.9,1.88
321,2000,,10.1,,10.3,20.3,2.01
321,2005,,8.5,,8.5,13.3,1.8
321,2010,,11.1,,14.1,26.0,1.8
321,2015,15.99,4.7,7.29,8.8,23.5,0.73
321,2020,2.3,5.4,44.1,13.6,19.9,6.6
323,1995,,6.6,,14.8,6.4,0.63
323,2000,,6.0,,18.0,5.4,0.75
323,2005,,4.6,,10.7,5.4,0.75
323,2010,,0.82,,9.2,2.3,1.16
323,2015,3.36,0.8,1.96,8.9,2.9,0.53
323,2020,2.2,2.9,11.6,18.2,4.0,2.1
325,1995,,5.0,,15.4,22.5,1.0
325,2000,,6.5,,17.2,18.4,1.25
325,2005,,4.4,,18.6,20.1,0.83
325,2010,,3.0,,6.9,14.7,1.44
325,2015,5.24,3.8,14.17,6.5,20.2,1.12
325,2020,4.7,5.0,30.5,11.2,6.7,4.9
327,1995,,3.3,,6.5,14.3,0.63
327,2000,,2.6,,6.4,10.4,0.63
327,2005,,2.0,,8.6,14.8,0.63
327,2010,,7.1,,1.4,4.8,0.69
327,2015,14.0,10.1,"<1,00",5.5,5.6,0.85
327,2020,2.3,4.2,34.8,3.0,3.1,2.2
329,1995,,4.8,,10.2,16.7,1.12
329,2000,,6.0,,13.2,16.5,1.38
329,2005,,8.5,,14.9,23.3,1.5
329,2010,,7.9,,7.2,35.9,1.19
329,2015,7.25,9.1,12.6,5.1,27.4,1.52
329,2020,2.6,8.4,79.1,9.4,44.1,1.6
331,1995,,9.8,,28.2,25.6,1.5
331,2000,,10.4,,23.4,20.6,1.75
331,2005,,12.3,,17.4,16.7,1.5
331,2010,,11.2,,18.1,14.2,1.15
331,2015,8.52,8.3,2.25,14.8,18.6,0.85
331,2020,2.3,9.4,30.8,13.2,16.8,1.8
333,1995,,7.0,,10.4,19.2,1.5
333,2000,,4.9,,7.1,15.2,1.75
333,2005,,16.4,,21.2,35.9,1.23
333,2010,,6.7,,5.1,11.0,1.25
333,2015,10.86,10.9,9.45,3.0,11.7,1.14
333,2020,2.4,4.1,32.7,10.8,8.4,3.3
335,1995,,23.6,,33.2,37.8,1.25
335,2000,,24.9,,27.0,39.9,1.48
335,2005,,28.6,,28.2,48.2,1.25
335,2010,,20.9,,35.8,30.8,1.69
335,2015,10.67,16.6,25.87,35.4,44.3,3.85
335,2020,2.4,16.1,45.3,18.0,18.2,2.0
337,1995,,4.7,,5.3,11.1,1.5
337,2000,,6.4,,7.0,10.0,1.8
337,2005,,4.6,,8.6,12.6,1.43
337,2010,,9.8,,4.8,10.2,2.05
337,2015,12.99,6.9,4.36,3.1,9.4,0.83
337,2020,1.0,10.7,32.6,12.0,7.2,2.5
339,1995,,4.0,,5.8,4.4,1.0
339,2000,,3.1,,8.0,10.4,1.25
339,2005,,3.6,,16.8,17.1,1.13
339,2010,,4.6,,22.8,27.1,1.58
339,2015,13.09,4.4,4.85,14.5,23.1,0.59
339,2020,2.2,4.4,19.6,19.4,14.6,"<1,00"
341,1995,,4.7,,4.6,8.1,1.58
341,2000,,4.8,,5.8,6.6,1.68
341,2005,,7.3,,19.8,9.2,1.75
341,2010,,4.1,,7.5,8.2,1.39
341,2015,9.3,4.2,"<1,00",5.7,18.1,0.55
341,2020,2.8,13.5,24.9,12.4,4.5,3.8
343,1995,,16.0,,56.5,12.8,0.5
343,2000,,15.8,,50.0,9.7,0.75
343,2005,,15.1,,42.5,12.1,0.63
343,2010,,33.8,,10.8,21.3,0.73
343,2015,10.5,31.5,"<1,00",7.2,20.2,1.0
343,2020,3.4,19.8,5.3,"<1,00",2.8,2.2
345,1995,,4.6,,38.0,17.9,0.75
345,2000,,3.3,,33.5,14.2,0.75
345,2005,,4.9,,20.2,14.2,0.5
345,2010,,4.4,,15.3,22.4,0.71
345,2015,12.43,2.76,2.37,17.6,15.5,1.08
345,2020,34,5.1,28.5,15.8,39.3,"<1,00"
347,1995,,7.6,,10.0,10.5,1.63
347,2000,,6.9,,13.5,11.8,1.43
347,2005,,10.0,,20.7,21.3,1.25
347,2010,,21.7,,20.6,14.9,1.28
347,2015,7.93,16.3,7.95,34.4,18.0,0.92
347,2020,2.3,12.4,30.7,21.4,26.5,2.9
349,1995,,10.8,,15.7,25.8,1.75
349,2000,,10.1,,11.2,22.1,1.63
349,2005,,11.8,,12.8,23.4,1.45
349,2010,,20.7,,12.4,17.3,1.1
349,2015,3.48,12.6,"<1,00",8.4,16.6,0.64
349,2020,4.8,13.7,33.2,6.9,8.8,6.6
351,1995,,5.3,,3.8,4.5,1.75
351,2000,,10.1,,9.4,10.6,1.63
351,2005,,9.2,,4.4,6.0,0.88
351,2010,,6.2,,5.1,4.8,0.79
351,2015,10.29,6.3,14.03,8.5,11.3,1.02
351,2020,2.4,8.7,35.4,14.2,14.6,"<1,00"
353,1995,,21.4,,166.0,34.2,1.87
353,2000,,21.5,,153.0,29.0,1.73
353,2005,,20.6,,148.0,40.1,1.43
353,2010,,20.9,,68.5,10.7,2.42
353,2015,0.43,13.2,5.85,64.8,9.1,1.73
353,2020,3.1,11.2,35.7,39.4,7.4,"<1,00"
355,1995,,13.9,,25.0,11.3,1.75
355,2000,,14.4,,27.0,11.8,1.53
355,2005,,15.2,,24.9,8.2,1.23
355,2010,,12.3,,27.1,21.1,0.79
355,2015,3.94,8.6,10.35,39.7,23.0,0.82
355,2020,2.3,7.8,34,23.9,14.7,"<1,00"
357,1995,,6.2,,5.4,5.8,1.5
357,2000,,8.0,,5.8,7.6,1.68
357,2005,,6.7,,15.5,16.6,1.13
357,2010,,7.1,,14.6,10.5,0.88
357,2015,6.68,7.4,5.54,12.5,10.7,0.72
357,2020,2.3,5.7,43.5,12.7,7.2,4.9
359,1995,,4.7,,14.5,20.9,1.0
359,2000,,4.4,,10.6,16.9,1.25
359,2005,,5.0,,8.3,17.5,0.89
359,2010,,4.5,,1.8,17.3,1.15
359,2015,8.79,8.4,7.74,13.2,25.9,1.26
359,2020,4.5,19.7,33.6,1.7,5.6,"<1,00"
361,1995,,1.6,,5.9,6.7,1.5
361,2000,,1.6,,5.6,6.8,1.8
361,2005,,2.0,,5.2,7.4,1.63
361,2010,,0.96,,4.6,5.0,1.1
361,2015,4.29,1.96,1.61,8.9,6.9,0.49
361,2020,2.2,3.0,27.7,6.0,5.7,2.3
363,1995,,3.6,,4.6,11.4,1.13
363,2000,,2.9,,3.6,8.5,0.98
363,2005,,2.5,,5.0,14.8,1.38
363,2010,,3.2,,5.3,14.2,1.09
363,2015,7.51,4.3,7.04,14.8,16.9,1.14
363,2020,2.4,28.7,36.4,6.4,9.6,2.2
365,1995,,15.6,,9.1,10.4,2.63
365,2000,,18.6,,16.9,19.2,2.5
365,2005,,16.0,,10.3,15.3,2.13
365,2010,,26.5,,11.3,17.7,1.21
365,2015,5.4,24.0,7.86,9.3,14.8,0.76
365,2020,2.4,16.6,24.3,7.0,6.9,2.4
367,1995,,1.6,,7.7,5.8,1.63
367,2000,,2.0,,8.6,8.0,1.45
367,2005,,3.0,,11.6,12.6,1.38
367,2010,,2.3,,7.9,8.5,0.85
367,2015,5.83,2.74,7.26,6.5,8.0,0.75
367,2020,23.5,2.7,25.5,5.6,10.9,"<1,00"
369,1995,,1.2,,9.2,5.9,1.37
369,2000,,3.3,,9.5,4.3,1.25
369,2005,,6.3,,10.9,13.3,0.97
369,2010,,7.7,,13.4,8.4,0.81
369,2015,9.15,7.6,"<1,00",7.7,7.8,0.58
369,2020,2.1,9.7,20.4,10.0,6.1,1.2
371,1995,,2.3,,43.0,7.5,1.5
371,2000,,3.6,,36.2,9.0,1.25
371,2005,,6.6,,19.6,12.6,1.38
371,2010,,35.7,,17.0,43.4,1.7
371,2015,7.06,32.1,22.34,18.4,80.2,1.01
371,2020,2.3,28.7,19.1,1.9,6.4,5.8
373,1995,,6.5,,12.8,17.9,1.13
373,2000,,7.8,,13.3,15.5,0.85
373,2005,,18.3,,18.7,27.2,1.13
373,2010,,3.4,,10.8,13.6,0.97
373,2015,7.84,2.76,5.07,7.2,7.6,0.89
373,2020,2.4,6.6,29.4,5.3,8.0,3.1
375,1995,,14.6,,4.2,5.0,0.88
375,2000,,13.4,,6.7,7.9,1.0
375,2005,,20.8,,4.9,9.4,0.63
375,2010,,15.8,,9.2,8.3,0.98
375,2015,6.21,13.4,"<1,00",8.2,8.0,0.48
375,2020,2.6,24.0,49.5,2.7,4.3,1.1
377,1995,,14.2,,10.6,12.0,2.12
377,2000,,16.0,,8.2,11.5,1.88
377,2005,,19.1,,7.7,18.2,2.38
377,2010,,17.7,,5.7,9.2,0.97
377,2015,6.98,13.6,4.35,4.5,10.7,0.7
