,Code,Name,lat,lon
84,254169997,"BOBIĘCINO,Poland",54.02042, 16.83706
85,251150010,"BOBROWICE,Poland",51.9522474, 15.0867621
86,252179998,"BOBROWNIKI,Poland",51.548774, 21.9333433
87,252170050,"BOBROWNIKI,Poland",51.548774, 21.9333433
88,251190180,"BOBRY,Poland",53.7389228, 22.3525576
89,249209999,"BOCHNIA,Poland",49.9693563, 20.430541
90,252140120,"BOCZÓW,Poland",49.8470183, 20.2840956
91,252230140,"BOĆKI,Poland",52.6512834, 23.0426375
92,250200040,"BODZENTYN,Poland",50.9409927, 20.9573478
93,250140030,"BOGATYNIA,Poland",50.9077147, 14.9539185
94,250149999,"BOGATYNIA,Poland",50.9077147, 14.9539185
95,249190170,"BOGDANÓWKA,Poland",51.4045508, 19.458414
96,251210050,"BOGLEWICE,Poland",51.8088692, 20.9962498
97,250219978,"BOGORIA,Poland",50.6519146, 21.2601913
98,252199994,"BOGUCIN,Poland",51.5053707, 21.5729143
99,250219999,"BOGUSŁAWICE,Poland",50.9980344, 17.1015665
100,250210060,"BOGUSŁAWICE,Poland",50.9980344, 17.1015665
101,250160190,"BOGUSZÓW-GORCE,Poland",50.7566795, 16.2043895
102,251169992,"BOJANOWO,Poland",51.7070018, 16.7487692
103,253200110,"BOLEJNY,Poland",53.4795922, 20.4102728
104,250199992,"BOLESŁAW,Poland",50.2970061, 19.4811218
105,250160050,"BOLESŁAWICE,Poland",50.8954027, 16.4633079
106,250160610,"BOLESŁAWÓW,Poland",51.8904651, 17.3086684
107,252140070,"BOLESZKOWICE,Poland",52.7259036, 14.5681557
108,252169988,"BOLEWICKO,Poland",52.38195, 16.07268
109,250160030,"BOLKÓW,Poland",50.9220033, 16.100499
110,252230030,"BONDARY,Poland",52.9425011, 23.746475
111,250190150,"BONOWICE,Poland",50.6219023, 19.773887
112,252200080,"BORKOWO,Poland",52.5611271, 20.6639877
113,254200050,"BORNITY,Poland",54.1897498, 20.055626
114,251150040,"BOROWIEC,Poland",51.9800229, 20.7277628
115,253170010,"BOROWY MŁYN,Poland",53.8685281, 18.9608716
116,250160070,"BORÓW,Poland",50.882373, 16.9889297
117,250189987,"BORUCIN,Poland",51.8096102, 17.8213127
118,254170110,"BORUCINO,Poland",53.75692, 16.03086
119,254170210,"BORUCINO,Poland",53.75692, 16.03086
120,250200230,"BORUSOWA,Poland",50.2763195, 20.8013308
121,250189981,"BORYNIA,Poland",50.0073651, 18.6482257
122,250200290,"BORZĘCIN,Poland",51.4459353, 16.9110191
123,253180010,"BOŻEPOLE SZLACHECKIE,Poland",53.976345, 18.2298366
124,250170430,"BRANICE,Poland",50.0687049, 20.1396996
125,254190040,"BRANIEWO,Poland",54.37918145, 19.82212111819879
126,252220050,"BRAŃSK,Poland",52.7454145, 22.8328169
127,251190010,"BRATOSZEWICE,Poland",51.9294881, 19.6522861
128,249189994,"BRENNA,Poland",49.7251074, 18.9188902
129,249180160,"BRENNA,Poland",49.7251074, 18.9188902
130,249180190,"BRENNA-LEŚNICA,Poland",49.69794, 18.90374
