,Name,Code,Value,coordinates,lat,lon
152150120,"MIĘDZYRZECZ,Poland",Paklica (18788),2230,"(52.4448261, 15.578637)",52.4448261, 15.578637
152180100,"ŁYSEK,Poland",Noteć (188),2240,"(52.4089615, 18.5038274)",52.4089615, 18.5038274
152180090,"NOĆ KALINA,Poland",Noteć (188),2250,,None,
152180170,"POPOWO,Poland",Jez. Gopło (18817999),22501,"(54.3098368, 19.11229661374182)",54.3098368, 19.11229661374182
152180080,"KRUSZWICA,Poland",Jez. Gopło (18817999),2251,"(52.6743797, 18.3254766)",52.6743797, 18.3254766
152180030,"PAKOŚĆ,Poland",Noteć (188),2260,"(52.8073319, 18.0899612)",52.8073319, 18.0899612
153179993,"CHOBIELIN,Poland",Noteć (188),2280,"(53.0971247, 17.671443)",53.0971247, 17.671443
153170100,"NAKŁO-ZACHÓD,Poland",Noteć (188),2282,"(53.124745149999995, 17.56524872121964)",53.124745149999995, 17.56524872121964
153170010,"BIAŁOŚLIWIE,Poland",Noteć (188),2286,"(53.0999053, 17.1228229)",53.0999053, 17.1228229
153160170,"UJŚCIE 1,Poland",Noteć (188),2290,"(54.4275811, 19.749309054646943)",54.4275811, 19.749309054646943
153160160,"UJŚCIE 2,Poland",Noteć (188),2300,"(54.425961650000005, 19.746656958308925)",54.425961650000005, 19.746656958308925
152160070,"CZARNKÓW,Poland",Noteć (188),2301,"(52.9050335, 16.5639572)",52.9050335, 16.5639572
152160010,"KRZYŻ,Poland",Noteć (188),2310,"(50.0487372, 20.9952381)",50.0487372, 20.9952381
152150190,"NOWE DREZDENKO,Poland",Noteć (188),2320,"(52.8537996, 15.8339384)",52.8537996, 15.8339384
152150140,"GOŚCIMIEC,Poland",Noteć (188),23204,"(52.7944025, 15.653087)",52.7944025, 15.653087
152150090,"SANTOK,Poland",Noteć (188),23206,"(52.7388292, 15.4106106)",52.7388292, 15.4106106
152180070,"PILICH,Poland",Dopływ spod Kuśnierza (1881414),2321,"(52.4939618, 18.3015194)",52.4939618, 18.3015194
152179991,"SKORZĘCIN,Poland",Jez. Niedzięgiel (1882119),2322,"(52.4644916, 17.8559449)",52.4644916, 17.8559449
152180010,"GĘBICE,Poland",Mała Noteć (1882),2330,"(50.7103827, 17.0450542)",50.7103827, 17.0450542
152189999,"JANIKOWO,Poland",Jez. Pakoskie Pn. (1882919),2331,"(52.7531648, 18.1141024)",52.7531648, 18.1141024
152179990,"MOGILNO,Poland",Panna (18826),2340,"(52.657341, 17.9500677)",52.657341, 17.9500677
152179989,"MOGILNO,Poland",Jez. Mogileńskie (1882679),2345,"(52.657341, 17.9500677)",52.657341, 17.9500677
152180020,"GORYSZEWO,Poland",Panna (18826),2350,"(52.6263511, 18.0237663)",52.6263511, 18.0237663
152170100,"BISKUPIN,Poland",Jez. Biskupińskie (18836179),2351,"(52.83456, 19.14685)",52.83456, 19.14685
152170090,"ŻNIN,Poland",Gąsawka (18836),2360,"(52.848462, 17.7218791)",52.848462, 17.7218791
152170110,"ŻNIN,Poland",Jez. Żnińskie Duże (18836519),2361,"(52.848462, 17.7218791)",52.848462, 17.7218791
153179992,"ZAZDROŚĆ,Poland",Gąsawka (18836),2370,"(53.5692992, 19.4002323)",53.5692992, 19.4002323
153179991,"RYNARZEWO,Poland",Gąsawka (18836),2371,"(53.0639062, 17.8168532)",53.0639062, 17.8168532
152170070,"BRZYSKORZYSTEW,Poland",Pomorka (188366),2380,"(52.9019582, 17.6442837)",52.9019582, 17.6442837
153170040,"WYRZYSK,Poland",Łobżonka (1884),2390,"(53.1569822, 17.2627004)",53.1569822, 17.2627004
152160180,"CHODZIEŻ,Poland",Jez. Chodzieskie (188583),23908,"(52.9886824, 16.9159506)",52.9886824, 16.9159506
153160120,"WIERZCHOWO,Poland",Jez. Wierzchowo (1886119),2391,"(53.8588964, 16.6092787)",53.8588964, 16.6092787
153169995,"SPORE,Poland",Gwda (1886),2400,"(53.80146, 16.6884)",53.80146, 16.6884
153160300,"WIELIMIE,Poland",Jez. Wielimie (1886159),2403,"(53.74905445, 16.765007128732236)",53.74905445, 16.765007128732236
153160200,"GWDA WIELKA,Poland",Gwda (1886),2410,"(53.73598, 16.7996)",53.73598, 16.7996
153169992,"PODGAJE,Poland",Gwda (1886),2411,"(50.5071559, 20.7839128)",50.5071559, 20.7839128
153160210,"PTUSZA,Poland",Gwda (1886),2420,"(53.3666, 16.78634)",53.3666, 16.78634
153169994,"DOBRZYCA,Poland",Gwda (1886),2430,"(51.8668166, 17.6026387)",51.8668166, 17.6026387
153160180,"PIŁA,Poland",Gwda (1886),2440,"(53.134719399999994, 16.752725352361423)",53.134719399999994, 16.752725352361423
153160100,"CIEMINO,Poland",Jez. Ciemino (18861411),2441,"(54.6311, 17.40196)",54.6311, 17.40196
153160090,"KĄDZIELNIA,Poland",Nizica (188614),2442,"(50.2625, 21.2208333)",50.2625, 21.2208333
153169996,"JANOWO,Poland",Nizica (188614),2450,"(53.31562, 20.67352)",53.31562, 20.67352
153160150,"SZCZECINEK,Poland",Nizica (188614),2460,"(53.708021, 16.6943922)",53.708021, 16.6943922
153160220,"DŁUGIE,Poland",Jez. Dołgie (188617239),2461,"(53.86755, 22.65419)",53.86755, 22.65419
153160260,"CZARNE,Poland",Czernica (18862),2470,"(53.68353, 16.94221)",53.68353, 16.94221
153160250,"OKONEK,Poland",Czarna (188654),2480,"(53.5347646, 16.8516192)",53.5347646, 16.8516192
153160140,"DZIKI,Poland",Jez. Remierzewo (18865811),2481,"(53.62905, 16.68219)",53.62905, 16.68219
153169993,"PŁYTNICA,Poland",Plitnica (188658),2490,"(53.294156, 16.7509338)",53.294156, 16.7509338
153160050,"SIKORY,Poland",Jez. Komorze (1886611),2491,"(53.39838, 22.88075)",53.39838, 22.88075
153160290,"KOMORZE,Poland",Jez. Komorze (1886611),2492,"(52.0822107, 17.3753589)",52.0822107, 17.3753589
153160270,"RAKOWO,Poland",Piława (18866),2493,"(54.15067, 19.20633)",54.15067, 19.20633
153160070,"NADARZYCE,Poland",Piława (18866),2500,"(52.2971846, 17.6122521)",52.2971846, 17.6122521
153160190,"ZABRODZIE,Poland",Piława (18866),2510,"(51.3764889, 23.186911)",51.3764889, 23.186911
153160110,"WIESIÓŁKA,Poland",Dobrzyca (188668),2520,"(53.2705066, 16.6125935)",53.2705066, 16.6125935
153160060,"NAKIELNO,Poland",Jez. Bytyń Wielki (18866881),2521,"(53.26166, 16.30536)",53.26166, 16.30536
153160230,"DOBRZYCA,Poland",Głomia (18868),2530,"(51.8668166, 17.6026387)",51.8668166, 17.6026387
153170160,"WIKTORÓWKO,Poland",Kocunia (188686),2533,"(53.269525, 17.2076797)",53.269525, 17.2076797
153170020,"BUNTOWO,Poland",Jez. Sławianowskie (18868679),2535,"(53.2655176, 17.1211532)",53.2655176, 17.1211532
153170150,"SŁAWIANOWO,Poland",Kocunia (188686),2537,"(53.2666667, 17.15)",53.2666667, 17.15
153160130,"STOBNO,Poland",Krępica (18872),2540,"(51.2818865, 16.6148455)",51.2818865, 16.6148455
153160280,"SMOLARNIA,Poland",Jez. Straduń (188785),2546,"(52.0328059, 20.3040525)",52.0328059, 20.3040525
153160030,"STARE DRAWSKO,Poland",Drawa (1888),2550,"(53.6035686, 16.1940299)",53.6035686, 16.1940299
153160040,"CZAPLINEK,Poland",Jez. Drawsko (188839),2551,"(53.560673, 16.2319428)",53.560673, 16.2319428
153169998,"RZEPOWO,Poland",Drawa (1888),2560,"(53.5921477, 16.0970458)",53.5921477, 16.0970458
153169999,"GŁĘBOCZEK,Poland",Jez. Krosino (1888513),2561,"(52.57327, 17.1064)",52.57327, 17.1064
153150120,"DRAWSKO POMORSKIE,Poland",Drawa (1888),2570,"(53.5310786, 15.8134179)",53.5310786, 15.8134179
153150140,"LUBIESZEWO,Poland",Jez. Lubie (18885359),2571,"(54.1891148, 19.0385881)",54.1891148, 19.0385881
153150110,"BOROWO,Poland",Drawa (1888),2572,"(52.6834479, 19.9732374)",52.6834479, 19.9732374
153150100,"DRAWNO,Poland",Drawa (1888),2580,"(53.2189468, 15.7580084)",53.2189468, 15.7580084
153159997,"KAMIENNA,Poland",Drawa (1888),2590,"(51.010369, 21.2336941)",51.010369, 21.2336941
152150240,"DRAWINY,Poland",Drawa (1888),2600,"(52.8963, 15.96207)",52.8963, 15.96207
153160010,"CIESZYNO,Poland",Jez. Siecino (18885223),2601,"(53.8026096, 15.7159535)",53.8026096, 15.7159535
153150130,"MĄKOWARY,Poland",Jez. Mąkowarskie (1888587),2602,"(53.2845375, 15.8364122)",53.2845375, 15.8364122
153150180,"PUSTELNIA,Poland",Płociczna (188878),2603,"(50.51985945, 21.2428791205949)",50.51985945, 21.2428791205949
153150160,"WYSPA POKRZYWKA,Poland",Jez. Ostrowite (1888785),2604,,None,
153150150,"GŁUSKO,Poland",Kanał Głuchy (18887892),2605,"(53.0474011, 15.944162)",53.0474011, 15.944162
153150170,"DREWNIANY MOST,Poland",Płociczna (188878),2606,"(50.2670153, 16.7808216)",50.2670153, 16.7808216
152150150,"ŁUGI,Poland",Jez. Osiek (18888399),2608,"(51.5290036, 16.7763705)",51.5290036, 16.7763705
152150180,"MIERZĘCIN,Poland",Mierzęcka Struga (18888),2610,"(53.82493, 14.71049)",53.82493, 14.71049
152150230,"CHEŁST,Poland",Miała (18892),2620,"(52.093076, 21.5424674)",52.093076, 21.5424674
152150280,"GOŚCIM ZHP,Poland",Jez. Gostomie (188964),2624,,None,
152150030,"RUDNICA,Poland",Lubniewka (18962),2630,"(50.61208, 16.67446)",50.61208, 16.67446
152159999,"KRZESZYCE,Poland",Postomia (18964),2640,"(52.5832825, 15.010099)",52.5832825, 15.010099
152140120,"MYŚLIBÓRZ,Poland",Myśla (1912),2650,"(52.924825, 14.8664799)",52.924825, 14.8664799
152140100,"DOLSK,Poland",Myśla (1912),2660,"(51.9866, 17.0653695)",51.9866, 17.0653695
152140040,"KURZYCKO,Poland",Kurzyca (1914),2662,"(52.7588769, 14.4683685)",52.7588769, 14.4683685
152140280,"PRZYJEZIERZE-LAS,Poland",Słubia (1916),2665,,None,
152140030,"PRZYJEZIERZE,Poland",Jez. Morzycko (19167),2666,"(53.6389, 16.61768)",53.6389, 16.61768
152140270,"MORYŃ,Poland",Słubia (1916),2668,"(52.8558027, 14.3968046)",52.8558027, 14.3968046
153149999,"ŻÓRAWIE,Poland",Tywa (1932),2670,"(53.22165, 14.52053)",53.22165, 14.52053
153159999,"KLUKI,Poland",Jez. Płoń (197639),2671,"(52.1412644, 21.5370657)",52.1412644, 21.5370657
153140110,"OKUNICA,Poland",Płonia (1976),2680,"(53.1951747, 14.9353182)",53.1951747, 14.9353182
153149998,"ZIELENIEWO,Poland",Jez. Miedwie (1976799),2681,"(54.00284, 16.33994)",54.00284, 16.33994
153140200,"MORZYCZYN,Poland",Jez. Miedwie (1976799),2681,"(52.431362, 18.4063267)",52.431362, 18.4063267
153140100,"ŻELEWO,Poland",Płonia (1976),2690,"(53.2927778, 14.8672222)",53.2927778, 14.8672222
153159998,"RECZ POMORSKI,Poland",Ina (198),2700,"(53.2706674, 15.5615571)",53.2706674, 15.5615571
153150010,"STARGARD SZCZECIŃSKI,Poland",Ina (198),2710,"(53.30897745, 15.031645934671849)",53.30897745, 15.031645934671849
153140090,"GOLENIÓW,Poland",Ina (198),2720,"(53.5656939, 14.8299285)",53.5656939, 14.8299285
153150060,"IŃSKO,Poland",Jez. Ińsko (198219),2721,"(53.435721, 15.548315)",53.435721, 15.548315
153150020,"MORZYCA,Poland",Mała Ina (1986),2730,"(53.2744444, 16.4366667)",53.2744444, 16.4366667
153150040,"GOGOLEWO,Poland",Krąpiel (1988),2740,"(51.7211533, 17.0233947)",51.7211533, 17.0233947
153140080,"WIDZIEŃSKO,Poland",Gowienica (314),2750,"(53.6675321, 14.7436397)",53.6675321, 14.7436397
153140060,"WOLIN,Poland",Cieśnina Dziwna (35),2756,"(53.9131743, 14.52001388837596)",53.9131743, 14.52001388837596
153150090,"GOLA DOLNA,Poland",Rega (42),2760,"(53.75159, 15.72499)",53.75159, 15.72499
153150080,"ŁOBEZ,Poland",Rega (42),2770,"(53.6391189, 15.6213487)",53.6391189, 15.6213487
153150050,"RESKO,Poland",Rega (42),2780,"(53.7733969, 15.4056058)",53.7733969, 15.4056058
154150010,"TRZEBIATÓW,Poland",Rega (42),2790,"(54.0627026, 15.2657157)",54.0627026, 15.2657157
153150030,"KULICE,Poland",Sąpólna (4268),2800,"(53.65989, 15.18332)",53.65989, 15.18332
153150070,"DROZDOWO,Poland",Dębosznica (432168),2810,"(52.7994548, 21.452977)",52.7994548, 21.452977
154159999,"SARBIA,Poland",Dębosznica (432168),2820,"(52.93945, 16.65803)",52.93945, 16.65803
154150020,"DŹWIRZYNO,Poland",Jez. Resko Przymorskie (432199),2821,"(54.1568464, 15.4025965)",54.1568464, 15.4025965
153160080,"STORKOWO,Poland",Parsęta (44),2825,"(53.465858, 15.589937)",53.465858, 15.589937
153169997,"STARY CHWALIM,Poland",Parsęta (44),2830,"(53.7762201, 16.4102019)",53.7762201, 16.4102019
153160020,"TYCHÓWKO,Poland",Parsęta (44),2840,"(53.8920982, 16.0684258)",53.8920982, 16.0684258
154150050,"BIAŁOGARD,Poland",Parsęta (44),2850,"(54.0064367, 15.9870974)",54.0064367, 15.9870974
154150040,"BARDY,Poland",Parsęta (44),2860,"(54.1106439, 15.7056135)",54.1106439, 15.7056135
154160080,"CYBULINO,Poland",Radew (448),2865,"(53.80374, 16.2714)",53.80374, 16.2714
154169999,"KUROWO,Poland",Radew (448),2870,"(53.1047222, 22.7902778)",53.1047222, 22.7902778
154160020,"BIAŁOGÓRZYNO,Poland",Radew (448),2880,"(54.0759, 16.09078)",54.0759, 16.09078
154159998,"KARLINO,Poland",Radew (448),2890,"(54.0410287, 15.8793019)",54.0410287, 15.8793019
153160240,"BŁOGOWO,Poland",Jez. Bobięcińskie Wielkie (46444419),2891,,None,
154169998,"CYBULINO,Poland",Drężnianka (44816),2900,"(53.80374, 16.2714)",53.80374, 16.2714
154159997,"BORKOWICE,Poland",Czerwona (454),2910,"(51.2951199, 16.992895)",51.2951199, 16.992895
154160010,"UNIEŚCIE,Poland",Jez. Jamno (4561999),2911,"(54.2676039, 16.0851536)",54.2676039, 16.0851536
154160030,"KOSZALIN,Poland",Dzierżęcinka (45614),2920,"(54.19092, 16.17707)",54.19092, 16.17707
154160040,"SIANÓW,Poland",Unieść (45618),2930,"(54.228188, 16.2942839)",54.228188, 16.2942839
154160050,"BUKOWO MORSKIE,Poland",Jez. Bukowo (458199),2931,"(54.3545968, 16.3352461)",54.3545968, 16.3352461
154170040,"KWISNO,Poland",Wieprza (46),2940,"(54.08041, 17.11734)",54.08041, 17.11734
154169994,"BROCZYNA,Poland",Wieprza (46),2950,"(54.14783, 16.96375)",54.14783, 16.96375
154160120,"KORZYBIE,Poland",Wieprza (46),2960,"(52.6535885, 20.2610814)",52.6535885, 20.2610814
154169997,"SŁAWNO,Poland",Wieprza (46),2970,"(54.3629824, 16.6789071)",54.3629824, 16.6789071
154160070,"STARY KRAKÓW,Poland",Wieprza (46),2980,"(54.4352384, 16.6168421)",54.4352384, 16.6168421
154179999,"KWISNO,Poland",Doszenica (4616),2990,"(54.08041, 17.11734)",54.08041, 17.11734
154169995,"BROCZYNA,Poland",Broczynka (4634),3000,"(54.14783, 16.96375)",54.14783, 16.96375
154160130,"CIECHOLUB,Poland",Studnica (464),3010,"(54.1748714, 16.8802157)",54.1748714, 16.8802157
154160100,"PIESZCZ,Poland",Moszczeniczka (4672),3020,"(54.4582453, 16.7767777)",54.4582453, 16.7767777
154169996,"POLANÓW,Poland",Grabowa (468),3030,"(54.11921, 16.68725)",54.11921, 16.68725
154160090,"KRĄG,Poland",Grabowa (468),3040,"(54.21229, 16.70218)",54.21229, 16.70218
154160060,"GRABOWO,Poland",Grabowa (468),3050,"(53.5623, 19.81917)",53.5623, 19.81917
154170170,"GOWIDLINO,Poland",Jez. Gowidlińskie (472139),3056,"(54.3247727, 17.7913451)",54.3247727, 17.7913451
154170120,"SOSZYCA,Poland",Słupia (472),3060,"(54.2520444, 17.5821084)",54.2520444, 17.5821084
154170070,"GAŁĄŹNIA MAŁA,Poland",Słupia (472),3070,"(54.2889757, 17.3056025)",54.2889757, 17.3056025
154170010,"SŁUPSK,Poland",Słupia (472),3080,"(54.46357705, 17.02094802171876)",54.46357705, 17.02094802171876
154160140,"CHARNOWO,Poland",Słupia (472),3090,"(53.8996359, 15.3164039)",53.8996359, 15.3164039
154179992,"SULECKI BOREK,Poland",Sucha (4721552),3091,"(54.226633, 17.8178882)",54.226633, 17.8178882
154179996,"JELEŃ,Poland",Jez. Jeleń (472260),3092,"(53.7416667, 21.3219444)",53.7416667, 21.3219444
154179997,"JUTRZENKA,Poland",Kamionka (47246),3100,"(51.8539376, 16.0917301)",51.8539376, 16.0917301
154170030,"SKARSZÓW DOLNY,Poland",Skotawa (4726),3110,"(54.36602, 17.11717)",54.36602, 17.11717
154170020,"KRĘPA,Poland",Glaźna (4728),3120,"(51.8872467, 18.8397739)",51.8872467, 18.8397739
154170140,"JASIEŃ,Poland",Jez. Jasień Pd. (47413),3121,"(54.3400887, 18.560014)",54.3400887, 18.560014
154170230,"OBROWO,Poland",Łupawa (474),3122,"(52.9711744, 18.878894)",52.9711744, 18.878894
154170150,"ZAWIATY,Poland",Łupawa (474),3130,,None,
154170080,"ŁUPAWA,Poland",Łupawa (474),3140,"(54.4181463, 17.4127414)",54.4181463, 17.4127414
154179998,"DAMNO,Poland",Łupawa (474),3150,"(54.5298333, 17.3146027)",54.5298333, 17.3146027
154170060,"SMOŁDZINO,Poland",Łupawa (474),3160,"(54.6627685, 17.2160201)",54.6627685, 17.2160201
154170050,"GARDNA WIELKA,Poland",Jez. Gardno (474799),3161,"(54.637777, 17.1695369)",54.637777, 17.1695369
154179994,"KOZIN,Poland",Bukowina (4742),3170,"(52.85625, 14.95716)",52.85625, 14.95716
154180020,"MIŁOSZEWO,Poland",Łeba (476),3180,"(54.4390784, 18.0262591)",54.4390784, 18.0262591
154179993,"LĘBORK 1,Poland",Łeba (476),3190,"(54.5605961, 17.75472357706397)",54.5605961, 17.75472357706397
154170160,"LĘBORK 2,Poland",Łeba (476),3200,"(54.54577, 17.78957)",54.54577, 17.78957
154170110,"CECENOWO,Poland",Łeba (476),3210,"(54.64046, 17.54238)",54.64046, 17.54238
154170090,"IZBICA,Poland",Jez. Łebsko (476799),3211,"(50.8927773, 23.1587974)",50.8927773, 23.1587974
154170210,"KLUKI,Poland",Jez. Łebsko (476799),3212,"(52.1412644, 21.5370657)",52.1412644, 21.5370657
154170220,"RĄBKA,Poland",Jez. Łebsko (476799),3213,"(54.7540423, 17.5164602)",54.7540423, 17.5164602
154170130,"POGORZELICE,Poland",Pogorzelica (4764),3220,"(54.4993179, 17.6333438)",54.4993179, 17.6333438
154179995,"ŁEBA,Poland",Jez. Sarbsko (4769279),3221,"(54.7585207, 17.555417)",54.7585207, 17.555417
154180050,"WARSZKOWSKI MŁYN,Poland",Piaśnica (4772),3230,,None,
154189999,"WIERZCHUCINO,Poland",Bychowska Struga (47724),3240,"(54.787668, 18.000635)",54.787668, 18.000635
154189996,"SMOLNO,Poland",Gizdepka (4776),3250,"(53.84719055, 19.722573905865595)",53.84719055, 19.722573905865595
154180030,"ZAMOSTNE,Poland",Reda (478),3260,"(54.6494777, 18.1024871)",54.6494777, 18.1024871
154180080,"WEJHEROWO,Poland",Reda (478),3270,"(54.6026348, 18.247934)",54.6026348, 18.247934
154189997,"BARŁOMINO,Poland",Bolszewka (4784),3280,"(54.53678, 18.09629)",54.53678, 18.09629
154180070,"BOLSZEWO,Poland",Bolszewka (4784),3290,"(54.61685, 18.17654)",54.61685, 18.17654
154189993,"GDYNIA-ORŁOWO,Poland",Kacza (4798),3300,"(54.4766459, 18.5486299)",54.4766459, 18.5486299
150160040,"KUDOWA-ZDRÓJ-ZAKRZE,Poland",Klikawa (946),3310,"(50.4223008, 16.2435038)",50.4223008, 16.2435038
149180200,"WISŁA-CZARNE,Poland",Wisła (2),10002,"(49.6091161, 18.9252577)",49.6091161, 18.9252577
149180180,"WISŁA-CZARNE,Poland",Biała Wisełka (2111152),10004,"(49.6091161, 18.9252577)",49.6091161, 18.9252577
149180160,"WISŁA-CZARNE,Poland",Wisła (2),10006,"(49.6091161, 18.9252577)",49.6091161, 18.9252577
149180140,"WISŁA,Poland",Wisła (2),10010,"(52.380897, 20.0867774)",52.380897, 20.0867774
149180110,"USTROŃ-OBŁAZIEC,Poland",Wisła (2),10020,"(49.6829259, 18.8192434)",49.6829259, 18.8192434
149180100,"SKOCZÓW,Poland",Wisła (2),10030,"(49.7999039, 18.7877583)",49.7999039, 18.7877583
149180080,"DROGOMYŚL,Poland",Wisła (2),10032,"(49.8692338, 18.7569409)",49.8692338, 18.7569409
149180190,"GOCZAŁKOWICE II,Poland",Wisła (2),10035,"(49.9258837, 18.9599267)",49.9258837, 18.9599267
149180210,"ZABRZEG,Poland",Wisła (2),10036,"(49.9137311, 18.9439145)",49.9137311, 18.9439145
149180240,"GOCZAŁKOWICE,Poland",Wisła (2),10040,"(50.7013889, 21.8513889)",50.7013889, 21.8513889
149190060,"JAWISZOWICE,Poland",Wisła (2),10050,"(49.96214, 19.1394723)",49.96214, 19.1394723
150190140,"BIERUŃ NOWY,Poland",Wisła (2),10060,"(50.0742256, 19.1784936)",50.0742256, 19.1784936
150190170,"PUSTYNIA,Poland",Wisła (2),10070,"(50.0635839, 19.2390683)",50.0635839, 19.2390683
150199992,"DWORY,Poland",Wisła (2),10080,"(50.9872222, 15.6605556)",50.9872222, 15.6605556
150190230,"GROMIEC,Poland",Wisła (2),10090,"(50.0580821, 19.2916197)",50.0580821, 19.2916197
150190360,"LAS,Poland",Wisła (2),10092,"(49.7392544, 19.4295064)",49.7392544, 19.4295064
150190260,"SMOLICE,Poland",Wisła (2),10100,"(52.1029001, 19.0542164)",52.1029001, 19.0542164
149190230,"CZERNICHÓW-PROM,Poland",Wisła (2),10105,,None,
150199986,"TYNIEC,Poland",Wisła (2),10110,"(50.0157359, 19.8090243)",50.0157359, 19.8090243
150190340,"KRAKÓW-BIELANY,Poland",Wisła (2),10111,"(50.0348695, 19.8148509)",50.0348695, 19.8148509
150209996,"PLESZÓW,Poland",Wisła (2),10120,"(50.0695795, 20.1083131)",50.0695795, 20.1083131
150200060,"SIEROSŁAWICE,Poland",Wisła (2),10130,"(51.1216489, 18.2941561)",51.1216489, 18.2941561
150200100,"POPĘDZYNKA,Poland",Wisła (2),10140,"(50.1399221, 20.5486135)",50.1399221, 20.5486135
150200130,"JAGODNIKI,Poland",Wisła (2),10150,"(52.6962575, 23.4912585)",52.6962575, 23.4912585
150200150,"KARSY,Poland",Wisła (2),10160,"(52.7504109, 20.0352242)",52.7504109, 20.0352242
150210020,"SZCZUCIN,Poland",Wisła (2),10170,"(50.3090256, 21.075161)",50.3090256, 21.075161
150210150,"KOŁO,Poland",Wisła (2),10180,"(51.4276417, 19.8296447)",51.4276417, 19.8296447
150210170,"SANDOMIERZ,Poland",Wisła (2),10190,"(50.6793066, 21.7495055)",50.6793066, 21.7495055
150210190,"ZAWICHOST,Poland",Wisła (2),10200,"(50.8074312, 21.8523835)",50.8074312, 21.8523835
150210180,"ANNOPOL,Poland",Wisła (2),10210,"(50.8851655, 21.8550836)",50.8851655, 21.8550836
151210170,"PUŁAWY,Poland",Wisła (2),10220,"(51.4171713, 21.9720582)",51.4171713, 21.9720582
151210190,"PUŁAWY-AZOTY,Poland",Wisła (2),10222,"(51.4750247, 21.9490895)",51.4750247, 21.9490895
151210120,"DĘBLIN,Poland",Wisła (2),10230,"(51.567231750000005, 21.856244041776023)",51.567231750000005, 21.856244041776023
151210050,"GUSIN,Poland",Wisła (2),10240,"(52.0491747, 18.9634395)",52.0491747, 18.9634395
151210210,"KRÓLEWSKI LAS,Poland",Wisła (2),10245,"(51.927375, 21.2380743)",51.927375, 21.2380743
152210040,"WARSZAWA-NADWILANÓWKA,Poland",Wisła (2),10250,,None,
152210010,"WARSZAWA,Poland",Wisła (2),10260,"(52.2337172, 21.071432235636493)",52.2337172, 21.071432235636493
152210170,"WARSZAWA-BULWARY,Poland",Wisła (2),102605,,None,
152200110,"MODLIN,Poland",Wisła (2),10261,"(52.6215771, 17.6106831)",52.6215771, 17.6106831
152200150,"WYCHÓDŹC,Poland",Wisła (2),102611,"(52.3985094, 20.4154795)",52.3985094, 20.4154795
152200030,"WYSZOGRÓD,Poland",Wisła (2),10262,"(52.3883717, 20.1913084)",52.3883717, 20.1913084
152190120,"KĘPA POLSKA,Poland",Wisła (2),10270,"(52.4346175, 19.9645446)",52.4346175, 19.9645446
152199995,"PŁOCK,Poland",Wisła (2),10280,"(52.535347099999996, 19.713630138580008)",52.535347099999996, 19.713630138580008
152190030,"WŁOCŁAWEK,Poland",Wisła (2),10290,"(52.6603872, 19.071948)",52.6603872, 19.071948
152189993,"SILNO,Poland",Wisła (2),10291,"(52.943056, 18.732222)",52.943056, 18.732222
153180090,"TORUŃ,Poland",Wisła (2),10300,"(53.0145361, 18.596583144651557)",53.0145361, 18.596583144651557
153180020,"FORDON,Poland",Wisła (2),10302,"(53.1477778, 18.1694444)",53.1477778, 18.1694444
153180080,"CHEŁMNO,Poland",Wisła (2),10303,"(53.3493915, 18.4235473)",53.3493915, 18.4235473
153180100,"GRUDZIĄDZ,Poland",Wisła (2),10304,"(53.4876477, 18.7557746)",53.4876477, 18.7557746
153189995,"MĄTOWSKI CYPEL,Poland",Wisła (2),10306,,None,
154180150,"TCZEW,Poland",Wisła (2),10310,"(54.0869532, 18.8000293)",54.0869532, 18.8000293
154189992,"GNIAZDOWO,Poland",Wisła (2),10311,"(54.19414, 18.9294)",54.19414, 18.9294
154180220,"GDAŃSKA GŁOWA,Poland",Wisła (2),10312,"(54.266810449999994, 18.952279151598212)",54.266810449999994, 18.952279151598212
154180190,"GDAŃSK-PRZEGALINA,Poland",Wisła (2),10313,,None,
154180200,"GDAŃSK-ŚWIBNO,Poland",Wisła (2),10314,,None,
154180210,"GDAŃSK-UJŚCIE WISŁY,Poland",Wisła (2),103143,,None,
153189994,"MĄTOWSKI CYPEL,Poland",Nogat (52),10315,,None,
154190040,"NOWOTKI,Poland",Nogat (52),10316,"(54.25714, 19.3071)",54.25714, 19.3071
154189991,"GDAŃSKA GŁOWA,Poland",Szkarpawa (514),10317,"(54.266810449999994, 18.952279151598212)",54.266810449999994, 18.952279151598212
154190020,"TUJSK,Poland",Szkarpawa (514),10318,"(54.2750876, 19.1400581)",54.2750876, 19.1400581
154180160,"GDAŃSK-SOBIESZEWO,Poland",Martwa Wisła (48),10320,"(54.3463054, 18.8204569)",54.3463054, 18.8204569
154180170,"WIŚLINA,Poland",Motława (486),10321,"(54.29452, 18.72045)",54.29452, 18.72045
154180180,"SUCHY DĄB,Poland",Bielawa (4864),103213,"(54.2064236, 18.7673271)",54.2064236, 18.7673271
149180120,"GÓRKI WIELKIE,Poland",Brennica (21114),10322,"(49.7721682, 18.8525357)",49.7721682, 18.8525357
149180170,"BRENNA-STAWY,Poland",Leśnica (211146),10324,"(49.6685179, 18.933362)",49.6685179, 18.933362
149180150,"BRENNA-LEŚNICA,Poland",Leśnica (211146),10326,"(49.69794, 18.90374)",49.69794, 18.90374
149180250,"CZECHOWICE-DZIEDZICE,Poland",Iłownica (2112),10330,"(49.9112146, 19.007564)",49.9112146, 19.007564
149180230,"PODKĘPIE,Poland",Wapienica (21128),10340,"(50.4588494, 21.002558)",50.4588494, 21.002558
