,Name,Code,Value,coordinates,lat,lon
150189997,"WIERZCHY,Poland",Stobrawa (132),620,"(51.8139485, 18.8902981)",51.8139485, 18.8902981
150189998,"WIERZCHY,Poland",Młynówka (13212),621,"(51.8139485, 18.8902981)",51.8139485, 18.8902981
150170150,"KARŁOWICE,Poland",Stobrawa (132),625,"(51.1395952, 17.0499524)",51.1395952, 17.0499524
150179996,"WAPIENNIKI,Poland",Stobrawa (132),630,"(51.4947269, 15.8129491)",51.4947269, 15.8129491
150170200,"DOMARADZ,Poland",Bogacica (1324),640,"(49.7953178, 21.9473137)",49.7953178, 21.9473137
150170210,"KRZYWA GÓRA,Poland",Budkowiczanka (1328),650,"(50.7747485, 15.7542035)",50.7747485, 15.7542035
150179999,"OSINA MAŁA,Poland",Oława (1334),655,"(50.5795736, 17.0389845)",50.5795736, 17.0389845
150170010,"ZBOROWICE,Poland",Oława (1334),656,"(50.804115, 17.1737704)",50.804115, 17.1737704
150170030,"OŁAWA,Poland",Oława (1334),660,"(50.9431901, 17.2957066)",50.9431901, 17.2957066
150179998,"PRZEWORNO,Poland",Krynka (13342),670,"(50.6863108, 17.1658038)",50.6863108, 17.1658038
150170020,"KARSZÓWEK,Poland",Krynka (13342),672,"(50.7562374, 17.1764902)",50.7562374, 17.1764902
150160250,"BIAŁOBRZEZIE,Poland",Ślęza (1336),680,"(50.800045, 16.900087)",50.800045, 16.900087
150160280,"BORÓW,Poland",Ślęza (1336),690,"(52.2272886, 15.4446222)",52.2272886, 15.4446222
151160230,"ŚLĘZA,Poland",Ślęza (1336),695,"(50.8849809, 16.9134261)",50.8849809, 16.9134261
151160210,"WROCŁAW-ŻERNIKI,Poland",Ślęza (1336),700,"(51.1261453, 16.9164074)",51.1261453, 16.9164074
150169991,"BORÓW,Poland",Mała Ślęza (13364),710,"(52.2272886, 15.4446222)",52.2272886, 15.4446222
150160060,"JUGOWICE,Poland",Bystrzyca (134),720,"(50.7310111, 16.4027816)",50.7310111, 16.4027816
150160070,"LUBACHÓW,Poland",Bystrzyca (134),730,"(50.7698484, 16.4316751)",50.7698484, 16.4316751
150160120,"KRASKÓW,Poland",Bystrzyca (134),740,"(50.9680771, 18.1770856)",50.9680771, 18.1770856
150160160,"MIETKÓW,Poland",Bystrzyca (134),741,"(50.9748184, 16.6504992)",50.9748184, 16.6504992
151160190,"JARNOŁTÓW,Poland",Bystrzyca (134),750,"(50.3657041, 17.2309449)",50.3657041, 17.2309449
150160140,"DZIERŻONIÓW,Poland",Piława (1344),751,"(50.7281896, 16.6514455)",50.7281896, 16.6514455
150160130,"MOŚCISKO,Poland",Piława (1344),760,"(50.7811382, 16.5884548)",50.7811382, 16.5884548
150169994,"PIESZYCE,Poland",Pieszycki Potok (13444),770,"(50.7124412, 16.581609)",50.7124412, 16.581609
150160290,"GNIECHOWICE,Poland",Czarna Woda (1346),780,"(50.987208, 16.83423)",50.987208, 16.83423
150160030,"CHWALISZÓW,Poland",Strzegomka (1348),781,"(50.863414, 16.225666)",50.863414, 16.225666
150169995,"DOBROMIERZ,Poland",Strzegomka (1348),790,"(50.9103288, 16.236091)",50.9103288, 16.236091
150160090,"ŁAŻANY,Poland",Strzegomka (1348),800,"(50.95754, 16.4884535)",50.95754, 16.4884535
151160180,"BOGDASZOWICE,Poland",Strzegomka (1348),802,"(51.085896, 16.78349)",51.085896, 16.78349
150160050,"WAŁBRZYCH-PODGÓRZE,Poland",Pełcznica (13486),805,"(50.7433935, 16.2806898)",50.7433935, 16.2806898
150160020,"ŚWIEBODZICE,Poland",Pełcznica (13486),810,"(50.859573, 16.3196056)",50.859573, 16.3196056
151170100,"MICHALICE,Poland",Widawa (136),820,"(51.1049188, 17.7612086)",51.1049188, 17.7612086
151170090,"NAMYSŁÓW,Poland",Widawa (136),822,"(51.0766258, 17.7185619)",51.0766258, 17.7185619
151170050,"ZBYTOWA,Poland",Widawa (136),830,"(51.115249, 17.4287138)",51.115249, 17.4287138
151179999,"PSIE POLE,Poland",Widawa (136),840,"(51.804737, 17.4117836)",51.804737, 17.4117836
151170020,"WROCŁAW-SOŁTYSOWICE,Poland",Widawa (136),850,"(51.1425485, 17.0835373)",51.1425485, 17.0835373
151170010,"KRZYŻANOWICE,Poland",Widawa (136),851,"(51.1964571, 21.2281179)",51.1964571, 21.2281179
151179993,"BOGUSŁAWICE,Poland",Ciesielska Woda (136384),855,"(51.5275413, 19.8274207)",51.5275413, 19.8274207
151169995,"CHEŁM,Poland",Cicha Woda (1378),860,"(51.13558825, 23.49393641703079)",51.13558825, 23.49393641703079
151150170,"ŚWIERZAWA,Poland",Kaczawa (138),870,"(51.0150774, 15.8920701)",51.0150774, 15.8920701
151160020,"RZYMÓWKA,Poland",Kaczawa (138),880,"(51.139535, 16.0224818)",51.139535, 16.0224818
151160050,"DUNINO,Poland",Kaczawa (138),890,"(51.156383, 16.0864916)",51.156383, 16.0864916
151160100,"PIĄTNICA,Poland",Kaczawa (138),891,"(51.2195179, 16.1721614)",51.2195179, 16.1721614
151169998,"PĄTNÓW,Poland",Kaczawa (138),895,"(51.1464812, 18.6248122)",51.1464812, 18.6248122
151160120,"PROCHOWICE,Poland",Kaczawa (138),898,"(51.273422, 16.3644321)",51.273422, 16.3644321
150169996,"BOLKÓW,Poland",Nysa Szalona (1384),901,"(50.9220033, 16.100499)",50.9220033, 16.100499
151160090,"JAWOR,Poland",Nysa Szalona (1384),902,"(51.0504653, 16.1932008)",51.0504653, 16.1932008
151160070,"WINNICA,Poland",Nysa Szalona (1384),910,"(52.6845914, 19.5070596)",52.6845914, 19.5070596
151160040,"BUKOWNA,Poland",Czarna Woda (1386),920,"(50.812819, 15.6911968)",50.812819, 15.6911968
151160080,"RZESZOTARY,Poland",Czarna Woda (1386),922,"(49.9387076, 19.9789951)",49.9387076, 19.9789951
151150160,"ZAGRODNO,Poland",Skora (13866),930,"(51.1890084, 15.862795)",51.1890084, 15.862795
151150180,"CHOJNÓW,Poland",Skora (13866),940,"(51.2722894, 15.9335241)",51.2722894, 15.9335241
151169997,"KUNICE,Poland",Wierzbiak (1388),950,"(51.2222897, 16.2498929)",51.2222897, 16.2498929
151169996,"ŚCINAWA,Poland",Zimnica (1392),960,"(51.4165346, 16.4259732)",51.4165346, 16.4259732
151170070,"ODOLANÓW,Poland",Barycz (14),970,"(51.5742177, 17.673514)",51.5742177, 17.673514
151179997,"MILICZ,Poland",Barycz (14),980,"(51.5319957, 17.2752485)",51.5319957, 17.2752485
151170040,"ŁĄKI,Poland",Barycz (14),990,"(51.4954726, 17.135333)",51.4954726, 17.135333
151179998,"ŁĄKI,Poland",Kanał Młyński (14672),991,"(51.4954726, 17.135333)",51.4954726, 17.135333
151160140,"OSETNO,Poland",Barycz (14),1000,"(53.1649566, 21.7308329)",53.1649566, 21.7308329
151170080,"ODOLANÓW,Poland",Kuroch (1414),1010,"(51.5742177, 17.673514)",51.5742177, 17.673514
151179992,"ŚWIECA,Poland",Złotnica (1416),1020,"(51.53699, 17.69975)",51.53699, 17.69975
151170060,"BOGDAJ,Poland",Polska Woda (142),1030,"(51.5180556, 17.5647222)",51.5180556, 17.5647222
151160220,"KANCLERZOWICE,Poland",Sąsiecznica (144),1040,"(51.4546788, 16.9568844)",51.4546788, 16.9568844
151179996,"KUKLINÓW,Poland",Orla (146),1041,"(51.732407, 17.3152299)",51.732407, 17.3152299
151160200,"KORZEŃSKO,Poland",Orla (146),1050,"(51.5443129, 16.8707137)",51.5443129, 16.8707137
151179994,"KANIEW,Poland",Orlanka (14616),1052,"(51.79478, 17.41016)",51.79478, 17.41016
151179995,"SKAŁÓW,Poland",Orlanka (14616),1054,"(51.8044355, 17.3857645)",51.8044355, 17.3857645
151160160,"RYDZYNA,Poland",Polski Rów (148),1060,"(51.7863742, 16.6673223)",51.7863742, 16.6673223
151169999,"CHOCIEMYŚL,Poland",Krzycki Rów (154),1070,"(51.7350508, 16.0037756)",51.7350508, 16.0037756
151160030,"RADZYŃ,Poland",Jez. Sławskie (15619),1071,"(52.20186, 18.99474)",52.20186, 18.99474
151160260,"SŁAWA ŚLĄSKA,Poland",Czernica (15612),1073,"(51.8882556, 16.074488355275967)",51.8882556, 16.074488355275967
151150190,"LUBIATÓW,Poland",Obrzyca (156),1080,"(51.53118, 19.7750302)",51.53118, 19.7750302
152150170,"SMOLNO WIELKIE,Poland",Obrzyca (156),1090,"(52.07, 15.77607)",52.07, 15.77607
151160250,"RADZYŃ,Poland",Radzyńska Struga (15614),1095,"(52.20186, 18.99474)",52.20186, 18.99474
151160010,"KUŹNICA GŁOGOWSKA,Poland",Cienica (15616),1100,"(51.8665318, 16.0216025)",51.8665318, 16.0216025
151160110,"OSŁONIN,Poland",Jez. Osłonińskie-Górskie (1564872),1102,"(51.9524291, 16.211372)",51.9524291, 16.211372
152159997,"WOJNOWO,Poland",Gniła Obra (1568),1110,"(53.66246, 21.47426)",53.66246, 21.47426
152150060,"PRZEŁAZY,Poland",Jez. Niesłysz (1581),1111,"(52.233884, 15.37897)",52.233884, 15.37897
152150260,"NIESULICE,Poland",Ołobok (158),11111,"(52.21313, 15.40069)",52.21313, 15.40069
150159998,"OPAWA,Poland",Bóbr (16),1112,"(50.7005496, 15.895857)",50.7005496, 15.895857
150150120,"BUKÓWKA,Poland",Bóbr (16),1120,"(50.9501445, 21.141585)",50.9501445, 21.141585
150150130,"BŁAŻKOWA,Poland",Bóbr (16),1121,"(50.7356742, 15.9834678)",50.7356742, 15.9834678
150160010,"KAMIENNA GÓRA,Poland",Bóbr (16),1130,"(50.78468925, 16.022363067768467)",50.78468925, 16.022363067768467
150169999,"SĘDZISŁAW,Poland",Bóbr (16),1131,"(50.8204862, 16.0640931)",50.8204862, 16.0640931
150150100,"WOJANÓW,Poland",Bóbr (16),1140,"(50.8733422, 15.8331319)",50.8733422, 15.8331319
150150080,"JELENIA GÓRA,Poland",Bóbr (16),1150,"(50.9031028, 15.7344306)",50.9031028, 15.7344306
150150060,"PILCHOWICE,Poland",Bóbr (16),1160,"(50.2147849, 18.5626191)",50.2147849, 18.5626191
151150140,"DĄBROWA BOLESŁAWIECKA,Poland",Bóbr (16),1170,"(51.3259286, 15.5787672)",51.3259286, 15.5787672
151150120,"SZPROTAWA,Poland",Bóbr (16),1180,"(51.5650714, 15.5367584)",51.5650714, 15.5367584
151150080,"ŻAGAŃ,Poland",Bóbr (16),1190,"(51.6148068, 15.3203721)",51.6148068, 15.3203721
151150050,"DOBROSZÓW WIELKI,Poland",Bóbr (16),1191,"(51.775514, 15.2612413)",51.775514, 15.2612413
151150040,"NOWOGRÓD BOBRZAŃSKI,Poland",Bóbr (16),1193,"(51.7986474, 15.2365032)",51.7986474, 15.2365032
152150020,"STARY RADUSZEC,Poland",Bóbr (16),1195,"(52.03648, 15.08612)",52.03648, 15.08612
150159997,"MISZKOWICE,Poland",Złotna (161152),1200,"(50.7158103, 15.9270197)",50.7158103, 15.9270197
150159996,"BŁAŻKOWA,Poland",Świdnik (1612),1210,"(50.7356742, 15.9834678)",50.7356742, 15.9834678
150169997,"KRZESZÓW,Poland",Zadrna (1614),1220,"(50.7333131, 16.0689853)",50.7333131, 16.0689853
150169998,"JACZKÓW,Poland",Lesk (1616),1230,"(50.8070322, 16.0970704)",50.8070322, 16.0970704
150150090,"ŁOMNICA,Poland",Łomnica (1618),1240,"(53.099, 16.5353951)",53.099, 16.5353951
150150110,"KOWARY,Poland",Jedlica (16188),1250,"(50.7937534, 15.8338236)",50.7937534, 15.8338236
150150030,"JAKUSZYCE,Poland",Kamienna (162),1260,"(50.8167267, 15.4315515)",50.8167267, 15.4315515
150150050,"PIECHOWICE,Poland",Kamienna (162),1270,"(50.8494747, 15.5976047)",50.8494747, 15.5976047
150150070,"JELENIA GÓRA,Poland",Kamienna (162),1280,"(50.9031028, 15.7344306)",50.9031028, 15.7344306
150159999,"CIEPLICE ŚLĄSKIE,Poland",Wrzosówka (1628),1281,"(50.8652778, 15.6775)",50.8652778, 15.6775
150150190,"PODGÓRZYN,Poland",Podgórna (16288),1284,"(50.8317543, 15.6835944)",50.8317543, 15.6835944
150150200,"SOSNÓWKA,Poland",Sośniak (16288832),1286,"(51.316055, 17.455637)",51.316055, 17.455637
150150040,"BARCINEK,Poland",Kamienica (1632),1290,"(52.47748, 17.13378)",52.47748, 17.13378
151159997,"DĄBROWA BOLESŁAWIECKA,Poland",Bobrzyca (1638),1294,"(51.3259286, 15.5787672)",51.3259286, 15.5787672
151159996,"PARCHÓW,Poland",Szprotawa (164),1296,"(51.4833725, 15.9478767)",51.4833725, 15.9478767
151150130,"SZPROTAWA,Poland",Szprotawa (164),1300,"(51.5650714, 15.5367584)",51.5650714, 15.5367584
150150010,"MIRSK,Poland",Kwisa (166),1310,"(50.9721836, 15.3857926)",50.9721836, 15.3857926
151150110,"GRYFÓW ŚLĄSKI,Poland",Kwisa (166),1315,"(51.0281455, 15.4145051)",51.0281455, 15.4145051
151150060,"LEŚNA,Poland",Kwisa (166),1320,"(51.0241667, 15.2636111)",51.0241667, 15.2636111
151150100,"NOWOGRODZIEC,Poland",Kwisa (166),1330,"(51.1971363, 15.3987046)",51.1971363, 15.3987046
151150090,"ŁOZY,Poland",Kwisa (166),1340,"(51.4900502, 15.3599097)",51.4900502, 15.3599097
150150020,"MIRSK,Poland",Czarny Potok (16632),1350,"(50.9721836, 15.3857926)",50.9721836, 15.3857926
151159998,"KOWALICE,Poland",Czerna Wielka (168),1360,"(51.4848344, 15.2303252)",51.4848344, 15.2303252
151150070,"ŻAGAŃ,Poland",Czerna Wielka (168),1370,"(51.6148068, 15.3203721)",51.6148068, 15.3203721
151150030,"IŁOWA,Poland",Czerna Mała (1686),1380,"(51.5006828, 15.1984599)",51.5006828, 15.1984599
150140010,"PORAJÓW,Poland",Nysa Łużycka (174),1390,"(50.885612, 14.8325847)",50.885612, 14.8325847
150140020,"SIENIAWKA,Poland",Nysa Łużycka (174),1400,"(50.8964774, 14.8438181)",50.8964774, 14.8438181
151140060,"ZGORZELEC,Poland",Nysa Łużycka (174),1410,"(51.1477005, 15.0079028)",51.1477005, 15.0079028
151140040,"PRZEWÓZ,Poland",Nysa Łużycka (174),1420,"(51.5535906, 21.7608605)",51.5535906, 21.7608605
151140010,"GUBIN,Poland",Nysa Łużycka (174),1430,"(51.9509817, 14.7272814)",51.9509817, 14.7272814
150140100,"BOGATYNIA,Poland",Miedzianka (17416),1435,"(50.9077147, 14.9539185)",50.9077147, 14.9539185
150140030,"TUROSZÓW,Poland",Miedzianka (17416),1440,"(50.9304625, 14.9202774)",50.9304625, 14.9202774
151150020,"OSTRÓŻNO,Poland",Witka (1742),1450,"(51.018173000000004, 15.045422022096552)",51.018173000000004, 15.045422022096552
151149999,"NIEDÓW,Poland",Witka (1742),1460,"(51.0396257, 14.9857256)",51.0396257, 14.9857256
151140050,"RĘCZYN,Poland",Witka (1742),1470,"(51.0309596, 14.9746681)",51.0309596, 14.9746681
151150010,"ZGORZELEC,Poland",Czerwona Woda (1744),1480,"(51.1477005, 15.0079028)",51.1477005, 15.0079028
151159999,"MIKUŁOWA,Poland",Włosienica (17446),1490,"(51.0807728, 15.1087348)",51.0807728, 15.1087348
151140030,"PRZEWOŹNIKI,Poland",Skroda (1746),1500,"(51.5390738, 14.8019139)",51.5390738, 14.8019139
151140020,"PLEŚNO,Poland",Lubsza (1748),1510,"(51.916288, 14.7564994)",51.916288, 14.7564994
152140110,"SĄDÓW,Poland",Pliszka (176),1520,"(53.1588776, 15.2808509)",53.1588776, 15.2808509
152140080,"MACZKÓW,Poland",Ilanka (178),1530,"(52.274152, 14.7480012)",52.274152, 14.7480012
150190240,"KRĘCIWILK,Poland",Warta (18),1540,"(50.5472284, 19.3709569)",50.5472284, 19.3709569
150190200,"LGOTA NADWARCIE,Poland",Warta (18),1545,"(50.6119773, 19.259286)",50.6119773, 19.259286
150190150,"PORAJ,Poland",Warta (18),1550,"(50.6795593, 19.2134603)",50.6795593, 19.2134603
150199995,"KORWINÓW,Poland",Warta (18),1560,"(50.73759, 19.17395)",50.73759, 19.17395
150190220,"MSTÓW,Poland",Warta (18),1570,"(50.8293619, 19.2856723)",50.8293619, 19.2856723
151190060,"BOBRY,Poland",Warta (18),1580,"(53.7389228, 22.3525576)",53.7389228, 22.3525576
151180130,"DZIAŁOSZYN,Poland",Warta (18),1590,"(51.1168037, 18.8651633)",51.1168037, 18.8651633
151180100,"OSJAKÓW,Poland",Warta (18),1591,"(51.2888829, 18.7912573)",51.2888829, 18.7912573
151180120,"BURZENIN,Poland",Warta (18),1600,"(51.4602641, 18.8325189)",51.4602641, 18.8325189
151180080,"SIERADZ,Poland",Warta (18),1610,"(51.5942475, 18.7378774)",51.5942475, 18.7378774
151189995,"WARTA,Poland",Warta (18),1612,"(52.1404927, 17.6544623)",52.1404927, 17.6544623
151189993,"KSIĘŻE MŁYNY,Poland",Warta (18),1615,"(51.88333, 18.74264)",51.88333, 18.74264
151180110,"UNIEJÓW,Poland",Warta (18),1616,"(51.9741302, 18.793245)",51.9741302, 18.793245
152180120,"KOŁO,Poland",Warta (18),1618,"(51.4276417, 19.8296447)",51.4276417, 19.8296447
152189998,"KONIN,Poland",Warta (18),1620,"(52.25590205, 18.267866211748718)",52.25590205, 18.267866211748718
152180050,"SŁAWSK,Poland",Warta (18),1621,"(52.1964603, 18.1348237)",52.1964603, 18.1348237
152170130,"LĄD,Poland",Warta (18),1623,"(52.207314, 17.8933834)",52.207314, 17.8933834
152170080,"PYZDRY,Poland",Warta (18),1625,"(52.1694332, 17.687134)",52.1694332, 17.687134
152170060,"NOWA WIEŚ PODGÓRNA,Poland",Warta (18),1630,"(52.15759, 17.60147)",52.15759, 17.60147
152170010,"ŚREM,Poland",Warta (18),1631,"(52.0893322, 17.0156809)",52.0893322, 17.0156809
152160140,"POZNAŃ-MOST ROCHA,Poland",Warta (18),1640,,None,
152160100,"OBORNIKI,Poland",Warta (18),1650,"(52.6455252, 16.8099756)",52.6455252, 16.8099756
152160050,"WRONKI,Poland",Warta (18),1660,"(52.7100316, 16.3742572)",52.7100316, 16.3742572
152150200,"MIĘDZYCHÓD,Poland",Warta (18),1661,"(52.6046468, 15.8935386)",52.6046468, 15.8935386
152150110,"SKWIERZYNA,Poland",Warta (18),1670,"(52.5967483, 15.5010958)",52.5967483, 15.5010958
152150070,"BOREK,Poland",Warta (18),1675,"(51.916153, 17.2425955)",51.916153, 17.2425955
152150080,"SANTOK,Poland",Warta (18),1677,"(52.7388292, 15.4106106)",52.7388292, 15.4106106
152150040,"GORZÓW WIELKOPOLSKI,Poland",Warta (18),1680,"(52.7309926, 15.2400451)",52.7309926, 15.2400451
152150010,"ŚWIERKOCIN,Poland",Warta (18),1681,"(53.56483, 20.38526)",53.56483, 20.38526
152140070,"KOSTRZYN NAD ODRĄ,Poland",Warta (18),1682,"(52.5898737, 14.6536335)",52.5898737, 14.6536335
150180210,"NIWKI,Poland",Liswarta (1816),1690,"(51.3820706, 21.5510112)",51.3820706, 21.5510112
151189991,"ZAWADY,Poland",Liswarta (1816),1700,"(52.7265385, 23.0848978)",52.7265385, 23.0848978
151190010,"KULE,Poland",Liswarta (1816),1710,"(51.2472222, 18.9930556)",51.2472222, 18.9930556
151199999,"KUŹNICA,Poland",Kocinka (18168),1720,"(53.5100543, 23.6490923)",53.5100543, 23.6490923
151180090,"NIECHMIRÓW,Poland",Oleśnica (1818),1730,"(51.39185, 18.76142)",51.39185, 18.76142
151190050,"SŁOK,Poland",Widawka (182),1740,"(51.2912105, 19.3510636)",51.2912105, 19.3510636
151190020,"SZCZERCÓW,Poland",Widawka (182),1750,"(51.3302964, 19.1142823)",51.3302964, 19.1142823
151180170,"ROGÓŹNO,Poland",Widawka (182),1760,"(51.981775, 19.4490915)",51.981775, 19.4490915
151180140,"PODGÓRZE,Poland",Widawka (182),1770,"(50.4861001, 20.8574769)",50.4861001, 20.8574769
151190030,"ŁASK,Poland",Grabia (1828),1780,"(51.5929947, 19.1334784)",51.5929947, 19.1334784
151180180,"GRABNO,Poland",Grabia (1828),1790,"(54.04658, 21.31208)",54.04658, 21.31208
151180150,"WIDAWA,Poland",Nieciecz (18292),1800,"(51.4375, 18.94412)",51.4375, 18.94412
151189992,"ROŻDŻAŁY,Poland",Pichna (183178),1810,"(51.7288848, 18.8120981)",51.7288848, 18.8120981
151189994,"PĘCZNIEW,Poland",Pichna (183178),1820,"(51.8034608, 18.7219711)",51.8034608, 18.7219711
151199998,"CHOCIANOWICE,Poland",Ner (1832),1830,"(51.7082551, 19.3958169)",51.7082551, 19.3958169
151190040,"LUTOMIERSK,Poland",Ner (1832),1832,"(51.7550121, 19.2120994)",51.7550121, 19.2120994
151180160,"PODDĘBICE,Poland",Ner (1832),1836,"(51.8926555, 18.9518908)",51.8926555, 18.9518908
152180150,"DĄBIE,Poland",Ner (1832),1840,"(52.0871691, 18.8220738)",52.0871691, 18.8220738
152180140,"GRZEGORZEW,Poland",Rgilewka (18332),1845,"(52.20199, 18.73482)",52.20199, 18.73482
152180110,"KOŚCIELEC,Poland",Kiełbaska (18334),1850,"(53.99076205, 19.227792992927327)",53.99076205, 19.227792992927327
152189994,"GAWRONY,Poland",Kanał Ślesiński (1834),1854,"(52.1180755, 19.2158399)",52.1180755, 19.2158399
152189995,"ŚLESIN,Poland",Jez. Mikorzyńskie (183459),1856,"(52.37082, 18.30593)",52.37082, 18.30593
152189997,"PĄTNÓW,Poland",Kanał Ślesiński (1834),1858,"(51.1464812, 18.6248122)",51.1464812, 18.6248122
152180160,"KONIN-MORZYSŁAW,Poland",Kanał Ślesiński (1834),1859,,None,
152180060,"POSOKA,Poland",Powa (18352),1860,"(52.0336934, 18.6915)",52.0336934, 18.6915
152170150,"TRĄBCZYN,Poland",Bawół (18356),1870,"(52.1431783, 17.9584471)",52.1431783, 17.9584471
152170140,"POWIDZ,Poland",Jez. Powidzkie (183619),1871,"(52.4125881, 17.9169686)",52.4125881, 17.9169686
152170160,"KOSEWO,Poland",Dopływ z jez. Kosewskiego (183616),1872,"(52.4676512, 20.6794848)",52.4676512, 20.6794848
152170190,"KOCHOWO,Poland",Meszna (1836),1873,"(52.3613035, 17.945144)",52.3613035, 17.945144
152179992,"KĄTY,Poland",Meszna (1836),1880,"(53.6217427, 14.7383467)",53.6217427, 14.7383467
152170120,"SAMARZEWO,Poland",Wrześnica (1838),1890,"(52.22314, 17.74831)",52.22314, 17.74831
151180070,"GORZÓW ŚLĄSKI,Poland",Prosna (184),1900,"(51.0281551, 18.4222682)",51.0281551, 18.4222682
151180040,"MIRKÓW,Poland",Prosna (184),1910,"(51.1662782, 17.1588597)",51.1662782, 17.1588597
151180020,"PIWONICE,Poland",Prosna (184),1920,"(51.7199736, 18.1030775)",51.7199736, 18.1030775
151170110,"BOGUSŁAW,Poland",Prosna (184),1930,"(52.6860988, 14.7599746)",52.6860988, 14.7599746
152179993,"ROBAKÓW,Poland",Prosna (184),1940,"(52.0372222, 17.7233333)",52.0372222, 17.7233333
151189998,"OPATÓW,Poland",Pomianka (18418),1950,"(50.8017661, 21.4238281)",50.8017661, 21.4238281
151180030,"KUŹNICA SKAKAWSKA,Poland",Niesób (1842),1960,"(51.29145, 18.11601)",51.29145, 18.11601
151180060,"KRASZEWICE,Poland",Łużyca (18438),1970,"(51.51724, 18.22211)",51.51724, 18.22211
151180010,"OŁOBOK,Poland",Ołobok (1844),1980,"(52.2047069, 15.4384075)",52.2047069, 15.4384075
151189997,"TROJANÓW,Poland",Trojanówka (1846),1990,"(51.944141, 23.46293)",51.944141, 23.46293
151180050,"DĘBE,Poland",Swędrnia (18482),2000,"(52.4931649, 20.9181284)",52.4931649, 20.9181284
151189999,"KALISZ,Poland",Swędrnia (18482),2001,"(51.74736505, 18.079590087700034)",51.74736505, 18.079590087700034
151189996,"PLEWNIA,Poland",Żabianka (184824),2010,"(51.876688, 18.2830712)",51.876688, 18.2830712
152179994,"RASZEWY,Poland",Lutynia (1852),2020,"(51.7097222, 17.1452778)",51.7097222, 17.1452778
152179996,"BRODOWO,Poland",Moskawa (1854),2030,"(52.1899087, 17.31923)",52.1899087, 17.31923
152170170,"ŚREM-JEZIORO,Poland",Jez. Grzymisławskie (185541),2034,,None,
152160090,"KOŚCIAN,Poland",Kanał Mosiński (1856),2040,"(52.08336945, 16.646088826711576)",52.08336945, 16.646088826711576
152160130,"MOSINA,Poland",Kanał Mosiński (1856),2050,"(52.2455834, 16.8472591)",52.2455834, 16.8472591
152160060,"KONOJAD,Poland",Mogilnica (18568),2060,"(52.1610783, 16.5360801)",52.1610783, 16.5360801
152169999,"DYMACZEWO STARE,Poland",Samica Stęszewska (185696),2070,"(52.2297872, 16.7794295)",52.2297872, 16.7794295
152169998,"JEZIORY,Poland",Jez. Góreckie (185696722),2071,"(51.8922522, 22.4154139)",51.8922522, 22.4154139
152160150,"GŁUSZYNA,Poland",Kopel (18574),2080,"(51.1615477, 17.8209992)",51.1615477, 17.8209992
152170020,"ANTONINEK,Poland",Cybina (1858),2090,"(52.0324215, 21.48313)",52.0324215, 21.48313
152170050,"IMIOŁKI,Poland",Jez. Lednica (1859219),2091,"(52.56121, 17.38316)",52.56121, 17.38316
152170030,"WIERZENICA,Poland",Główna (18592),2100,"(52.4627224, 17.070045)",52.4627224, 17.070045
152179995,"JANOWIEC WIELKOPOLSKI,Poland",Wełna (186),2101,"(52.7567264, 17.4887698)",52.7567264, 17.4887698
152170040,"PRUŚCE,Poland",Wełna (186),2110,"(52.7681119, 17.0843127)",52.7681119, 17.0843127
152160110,"KOWANÓWKO,Poland",Wełna (186),2120,"(52.6734543, 16.8534353)",52.6734543, 16.8534353
152170180,"WĄGROWIEC,Poland",Jez. Durowo (18647),2128,"(52.81220655, 17.201913487483125)",52.81220655, 17.201913487483125
152179997,"WĄGROWIEC,Poland",Gołaniecka Struga (1864),2130,"(52.81220655, 17.201913487483125)",52.81220655, 17.201913487483125
152179999,"POTULICE,Poland",Rudka (18658),2140,"(53.12422, 17.69026)",53.12422, 17.69026
152179998,"OWCZE GŁOWY,Poland",Mała Wełna (1866),2150,,None,
152160120,"RYCZYWÓŁ,Poland",Flinta (1868),2160,"(51.68976, 21.42152)",51.68976, 21.42152
152160170,"POZNAŃ-KIEKRZ,Poland",Jez. Kierskie (1871239),2162,"(52.4750728, 16.7398616)",52.4750728, 16.7398616
152160080,"SZAMOTUŁY,Poland",Sama (1872),2170,"(52.6120328, 16.5831241)",52.6120328, 16.5831241
152160040,"CHRZYPSKO WIELKIE,Poland",Jez. Chrzypskie (187439),2172,"(52.6269505, 16.2193081)",52.6269505, 16.2193081
152150160,"LUBIKOWO,Poland",Jez. Lubikowskie (1877879),2174,"(52.5452638, 15.7045311)",52.5452638, 15.7045311
152159996,"KOPANICA,Poland",Obra (1878),2180,"(53.95627, 23.12778)",53.95627, 23.12778
152150210,"NĄDNIA,Poland",Jez. Zbąszyńskie (187857),2181,"(52.2485521, 15.8803204)",52.2485521, 15.8803204
152150270,"ZBĄSZYŃ,Poland",Jez. Zbąszyńskie (187857),2185,"(52.2501028, 15.9209286)",52.2501028, 15.9209286
152150220,"ZBĄSZYŃ,Poland",Obra (1878),2190,"(52.2501028, 15.9209286)",52.2501028, 15.9209286
152159998,"MIĘDZYRZECZ,Poland",Obra (1878),2191,"(52.4448261, 15.578637)",52.4448261, 15.578637
152150100,"BLEDZEW,Poland",Obra (1878),2200,"(52.5175796, 15.413957)",52.5175796, 15.413957
152160030,"OBRA,Poland",Dojca (18782),2210,"(52.4585692, 15.6326936)",52.4585692, 15.6326936
152160020,"SĘPOLNO,Poland",Czarna Woda (187872),2220,"(51.110169, 17.0997323)",51.110169, 17.0997323
